@relation abalone9-18
@attribute Sex {M, F, I}
@attribute Length real [0.075, 0.815]
@attribute Diameter real [0.055, 0.65]
@attribute Height real [0.0, 1.13]
@attribute Whole_weight real [0.0020, 2.8255]
@attribute Shucked_weight real [0.0010, 1.488]
@attribute Viscera_weight real [5.0E-4, 0.76]
@attribute Shell_weight real [0.0015, 1.005]
@attribute Class {positive, negative}
@inputs Sex, Length, Diameter, Height, Whole_weight, Shucked_weight, Viscera_weight, Shell_weight
@outputs Class
@data
I, 0.42, 0.305, 0.11, 0.28, 0.094, 0.0785, 0.0955, negative
M, 0.425, 0.315, 0.125, 0.3525, 0.1135, 0.0565, 0.13, positive
F, 0.465, 0.35, 0.13, 0.494, 0.1945, 0.103, 0.155, positive
M, 0.34, 0.255, 0.095, 0.213, 0.081, 0.034, 0.07, negative
F, 0.635, 0.5, 0.18, 1.312, 0.529, 0.2485, 0.485, positive
I, 0.335, 0.24, 0.095, 0.17, 0.062, 0.039, 0.055, negative
M, 0.475, 0.355, 0.125, 0.4625, 0.186, 0.107, 0.145, negative
F, 0.37, 0.285, 0.105, 0.27, 0.1125, 0.0585, 0.0835, negative
M, 0.395, 0.305, 0.105, 0.282, 0.0975, 0.065, 0.096, negative
M, 0.425, 0.325, 0.12, 0.3755, 0.142, 0.1065, 0.105, negative
M, 0.645, 0.485, 0.155, 1.489, 0.5915, 0.312, 0.38, positive
F, 0.33, 0.26, 0.08, 0.2, 0.0625, 0.05, 0.07, negative
M, 0.525, 0.425, 0.19, 0.872, 0.4625, 0.1725, 0.199, negative
M, 0.54, 0.42, 0.12, 0.8115, 0.392, 0.1455, 0.2235, negative
F, 0.565, 0.44, 0.15, 0.983, 0.4475, 0.2355, 0.2485, negative
M, 0.59, 0.48, 0.16, 1.262, 0.5685, 0.2725, 0.335, negative
F, 0.6, 0.475, 0.135, 1.4405, 0.5885, 0.191, 0.3175, negative
F, 0.6, 0.485, 0.165, 1.1405, 0.587, 0.2175, 0.288, negative
F, 0.69, 0.55, 0.18, 1.659, 0.8715, 0.2655, 0.4395, negative
M, 0.465, 0.34, 0.105, 0.486, 0.231, 0.1035, 0.1225, negative
M, 0.515, 0.395, 0.12, 0.646, 0.285, 0.1365, 0.172, negative
M, 0.54, 0.435, 0.14, 0.7345, 0.33, 0.1595, 0.213, negative
F, 0.57, 0.445, 0.15, 0.995, 0.504, 0.185, 0.2505, negative
F, 0.595, 0.465, 0.15, 1.0765, 0.491, 0.22, 0.287, negative
M, 0.6, 0.46, 0.15, 1.247, 0.5335, 0.2735, 0.29, negative
F, 0.62, 0.51, 0.175, 1.2705, 0.5415, 0.323, 0.3225, negative
F, 0.62, 0.475, 0.16, 1.3245, 0.6865, 0.233, 0.3275, negative
F, 0.63, 0.495, 0.145, 1.147, 0.5455, 0.266, 0.2885, negative
M, 0.67, 0.52, 0.19, 1.6385, 0.8115, 0.369, 0.391, negative
M, 0.5, 0.38, 0.12, 0.5765, 0.273, 0.135, 0.145, negative
I, 0.515, 0.4, 0.125, 0.5925, 0.265, 0.1175, 0.168, negative
I, 0.52, 0.395, 0.135, 0.633, 0.2985, 0.1295, 0.175, negative
F, 0.545, 0.43, 0.14, 0.832, 0.4355, 0.17, 0.201, negative
F, 0.545, 0.4, 0.14, 0.778, 0.368, 0.215, 0.18, negative
M, 0.565, 0.43, 0.13, 0.784, 0.3495, 0.1885, 0.213, negative
M, 0.57, 0.45, 0.135, 1.02, 0.546, 0.204, 0.25, negative
F, 0.57, 0.43, 0.16, 0.811, 0.3875, 0.159, 0.2285, negative
M, 0.59, 0.46, 0.14, 1.004, 0.496, 0.2165, 0.26, negative
M, 0.595, 0.46, 0.14, 0.852, 0.4215, 0.2255, 0.227, negative
F, 0.615, 0.47, 0.155, 1.084, 0.5885, 0.209, 0.246, negative
F, 0.625, 0.49, 0.155, 1.115, 0.484, 0.277, 0.3095, negative
M, 0.645, 0.515, 0.16, 1.1845, 0.506, 0.311, 0.335, negative
M, 0.645, 0.48, 0.15, 1.192, 0.6055, 0.2595, 0.285, negative
F, 0.645, 0.52, 0.18, 1.285, 0.5775, 0.352, 0.317, negative
M, 0.65, 0.515, 0.125, 1.1805, 0.5235, 0.283, 0.3275, negative
M, 0.65, 0.52, 0.175, 1.2655, 0.615, 0.2775, 0.336, negative
M, 0.65, 0.51, 0.155, 1.407, 0.7215, 0.298, 0.335, negative
F, 0.65, 0.49, 0.155, 1.122, 0.545, 0.228, 0.3055, negative
F, 0.665, 0.505, 0.165, 1.349, 0.5985, 0.3175, 0.36, negative
M, 0.725, 0.55, 0.2, 1.51, 0.8735, 0.4265, 0.5085, negative
I, 0.445, 0.36, 0.11, 0.4235, 0.182, 0.0765, 0.14, negative
I, 0.505, 0.385, 0.125, 0.596, 0.245, 0.097, 0.21, negative
I, 0.505, 0.38, 0.135, 0.5385, 0.2645, 0.095, 0.165, negative
F, 0.515, 0.395, 0.135, 0.516, 0.2015, 0.132, 0.162, negative
I, 0.525, 0.375, 0.12, 0.6315, 0.3045, 0.114, 0.19, negative
I, 0.55, 0.465, 0.15, 0.936, 0.481, 0.174, 0.2435, negative
F, 0.575, 0.435, 0.155, 0.8975, 0.4115, 0.2325, 0.23, negative
I, 0.585, 0.42, 0.145, 0.6735, 0.2895, 0.1345, 0.22, negative
M, 0.59, 0.47, 0.145, 0.9235, 0.4545, 0.173, 0.254, negative
M, 0.6, 0.45, 0.145, 0.877, 0.4325, 0.155, 0.24, negative
M, 0.6, 0.51, 0.185, 1.285, 0.6095, 0.2745, 0.315, negative
F, 0.62, 0.465, 0.14, 1.1605, 0.6005, 0.2195, 0.307, negative
F, 0.66, 0.505, 0.19, 1.4045, 0.6255, 0.3375, 0.3745, negative
F, 0.675, 0.525, 0.17, 1.711, 0.8365, 0.352, 0.475, negative
F, 0.705, 0.54, 0.205, 1.757, 0.8265, 0.417, 0.461, negative
M, 0.5, 0.365, 0.13, 0.5945, 0.309, 0.1085, 0.1535, negative
M, 0.52, 0.4, 0.105, 0.872, 0.4515, 0.1615, 0.1985, negative
F, 0.54, 0.42, 0.14, 0.8035, 0.38, 0.1805, 0.21, negative
F, 0.54, 0.415, 0.15, 0.8115, 0.3875, 0.1875, 0.2035, negative
M, 0.58, 0.445, 0.16, 0.984, 0.49, 0.201, 0.27, negative
M, 0.59, 0.47, 0.155, 1.1735, 0.6245, 0.233, 0.2595, negative
M, 0.59, 0.485, 0.155, 1.0785, 0.4535, 0.2435, 0.31, negative
M, 0.595, 0.435, 0.16, 1.057, 0.4255, 0.224, 0.31, negative
M, 0.6, 0.475, 0.175, 1.11, 0.5105, 0.256, 0.285, negative
F, 0.645, 0.49, 0.16, 1.1665, 0.4935, 0.3155, 0.299, negative
I, 0.46, 0.36, 0.14, 0.447, 0.161, 0.087, 0.16, negative
I, 0.505, 0.425, 0.125, 0.6115, 0.245, 0.1375, 0.2, negative
I, 0.56, 0.435, 0.13, 0.777, 0.354, 0.173, 0.222, negative
I, 0.575, 0.455, 0.16, 0.9895, 0.495, 0.195, 0.246, negative
F, 0.58, 0.45, 0.17, 0.9705, 0.4615, 0.232, 0.248, negative
F, 0.58, 0.45, 0.15, 0.92, 0.393, 0.212, 0.2895, negative
I, 0.585, 0.45, 0.135, 0.855, 0.3795, 0.187, 0.26, negative
M, 0.59, 0.5, 0.15, 1.142, 0.485, 0.265, 0.345, negative
I, 0.59, 0.46, 0.125, 0.755, 0.334, 0.15, 0.238, negative
I, 0.6, 0.445, 0.135, 0.9205, 0.445, 0.2035, 0.253, negative
F, 0.6, 0.45, 0.15, 0.9625, 0.4375, 0.2225, 0.2775, negative
F, 0.615, 0.515, 0.135, 1.1215, 0.545, 0.2305, 0.29, negative
F, 0.62, 0.475, 0.15, 0.9545, 0.455, 0.1865, 0.277, negative
M, 0.63, 0.53, 0.18, 1.2795, 0.618, 0.256, 0.315, negative
I, 0.67, 0.485, 0.175, 1.2565, 0.5355, 0.322, 0.386, negative
M, 0.67, 0.525, 0.17, 1.4005, 0.715, 0.3025, 0.387, negative
M, 0.67, 0.525, 0.195, 1.4405, 0.6595, 0.2675, 0.425, negative
F, 0.51, 0.37, 0.21, 1.183, 0.508, 0.292, 0.343, negative
M, 0.56, 0.425, 0.135, 0.9415, 0.509, 0.2015, 0.1975, negative
F, 0.59, 0.44, 0.14, 1.007, 0.4775, 0.2105, 0.2925, negative
M, 0.61, 0.475, 0.175, 1.024, 0.409, 0.261, 0.322, negative
M, 0.61, 0.485, 0.17, 1.281, 0.597, 0.3035, 0.33, negative
F, 0.625, 0.49, 0.11, 1.136, 0.5265, 0.1915, 0.2925, negative
F, 0.635, 0.51, 0.17, 1.2235, 0.532, 0.271, 0.354, negative
M, 0.64, 0.485, 0.16, 1.006, 0.456, 0.2245, 0.2835, negative
I, 0.44, 0.32, 0.105, 0.3875, 0.1755, 0.074, 0.12, negative
I, 0.455, 0.355, 0.105, 0.372, 0.138, 0.0765, 0.135, negative
I, 0.475, 0.375, 0.11, 0.456, 0.182, 0.099, 0.16, negative
M, 0.56, 0.45, 0.145, 0.894, 0.3885, 0.2095, 0.264, negative
I, 0.565, 0.44, 0.135, 0.768, 0.3305, 0.1385, 0.2475, negative
M, 0.575, 0.47, 0.15, 0.9785, 0.4505, 0.196, 0.276, negative
M, 0.59, 0.435, 0.165, 0.9765, 0.4525, 0.2395, 0.235, negative
M, 0.595, 0.48, 0.14, 0.9125, 0.4095, 0.1825, 0.289, negative
F, 0.595, 0.46, 0.16, 0.921, 0.4005, 0.2025, 0.2875, negative
F, 0.635, 0.49, 0.155, 1.145, 0.4775, 0.3035, 0.3155, negative
M, 0.635, 0.5, 0.18, 1.154, 0.4405, 0.2315, 0.387, negative
F, 0.64, 0.5, 0.15, 1.2015, 0.559, 0.231, 0.3355, negative
M, 0.525, 0.4, 0.13, 0.622, 0.2655, 0.147, 0.184, negative
M, 0.53, 0.415, 0.12, 0.706, 0.3355, 0.1635, 0.1345, negative
F, 0.525, 0.4, 0.13, 0.6995, 0.3115, 0.131, 0.223, negative
M, 0.575, 0.45, 0.135, 0.9215, 0.354, 0.209, 0.2365, negative
F, 0.62, 0.485, 0.155, 1.1945, 0.5105, 0.271, 0.352, negative
F, 0.485, 0.39, 0.1, 0.5565, 0.2215, 0.1155, 0.185, negative
M, 0.46, 0.35, 0.125, 0.5165, 0.1885, 0.1145, 0.185, negative
F, 0.625, 0.48, 0.2, 1.3235, 0.6075, 0.3055, 0.355, negative
M, 0.425, 0.335, 0.1, 0.4085, 0.1755, 0.092, 0.135, negative
M, 0.505, 0.395, 0.125, 0.635, 0.29, 0.1555, 0.175, negative
M, 0.55, 0.435, 0.11, 0.806, 0.3415, 0.203, 0.215, negative
F, 0.55, 0.44, 0.125, 0.765, 0.33, 0.2125, 0.245, negative
F, 0.545, 0.41, 0.115, 0.6765, 0.29, 0.158, 0.22, negative
F, 0.64, 0.54, 0.175, 1.571, 0.627, 0.271, 0.475, positive
F, 0.49, 0.38, 0.155, 0.578, 0.2395, 0.1255, 0.18, negative
M, 0.335, 0.265, 0.095, 0.1975, 0.0795, 0.0375, 0.07, negative
I, 0.32, 0.25, 0.08, 0.1565, 0.057, 0.034, 0.06, negative
M, 0.52, 0.435, 0.195, 0.973, 0.2985, 0.2135, 0.355, positive
I, 0.42, 0.325, 0.125, 0.3915, 0.1575, 0.1025, 0.115, negative
M, 0.635, 0.51, 0.155, 1.156, 0.428, 0.289, 0.315, positive
F, 0.435, 0.35, 0.125, 0.459, 0.197, 0.1145, 0.145, negative
M, 0.64, 0.505, 0.165, 1.4435, 0.6145, 0.3035, 0.39, positive
F, 0.655, 0.53, 0.19, 1.428, 0.493, 0.318, 0.565, positive
F, 0.45, 0.325, 0.135, 0.438, 0.1805, 0.1165, 0.11, negative
I, 0.485, 0.355, 0.12, 0.5085, 0.21, 0.122, 0.135, negative
M, 0.35, 0.26, 0.09, 0.195, 0.0745, 0.041, 0.0655, negative
M, 0.41, 0.315, 0.095, 0.306, 0.121, 0.0735, 0.09, negative
M, 0.41, 0.3, 0.1, 0.301, 0.124, 0.069, 0.09, negative
M, 0.545, 0.41, 0.145, 0.873, 0.3035, 0.196, 0.31, positive
M, 0.605, 0.475, 0.16, 1.616, 0.5495, 0.332, 0.34, positive
M, 0.365, 0.285, 0.085, 0.2205, 0.0855, 0.0515, 0.07, negative
M, 0.48, 0.395, 0.15, 0.6815, 0.2145, 0.1405, 0.2495, positive
I, 0.35, 0.265, 0.11, 0.209, 0.066, 0.059, 0.075, negative
M, 0.49, 0.395, 0.12, 0.674, 0.3325, 0.1235, 0.185, negative
F, 0.56, 0.465, 0.16, 1.0315, 0.432, 0.2025, 0.337, negative
M, 0.58, 0.46, 0.15, 1.0165, 0.491, 0.221, 0.265, negative
M, 0.61, 0.47, 0.155, 1.0325, 0.497, 0.2175, 0.2785, negative
F, 0.49, 0.4, 0.115, 0.569, 0.256, 0.1325, 0.145, negative
M, 0.6, 0.475, 0.155, 1.1385, 0.502, 0.2295, 0.31, negative
M, 0.62, 0.485, 0.165, 1.1325, 0.5235, 0.2505, 0.2825, negative
M, 0.64, 0.5, 0.17, 1.4545, 0.642, 0.3575, 0.354, negative
F, 0.725, 0.58, 0.185, 1.523, 0.8045, 0.3595, 0.4375, negative
F, 0.555, 0.43, 0.135, 0.812, 0.4055, 0.163, 0.2215, negative
F, 0.585, 0.45, 0.145, 0.9835, 0.4845, 0.242, 0.22, negative
F, 0.595, 0.47, 0.165, 1.0155, 0.491, 0.1905, 0.289, negative
M, 0.625, 0.47, 0.175, 1.179, 0.605, 0.258, 0.271, negative
F, 0.66, 0.5, 0.175, 1.3275, 0.556, 0.2805, 0.4085, negative
I, 0.475, 0.355, 0.125, 0.4865, 0.2155, 0.1105, 0.142, negative
I, 0.48, 0.355, 0.125, 0.494, 0.2385, 0.0835, 0.15, negative
I, 0.53, 0.405, 0.13, 0.6615, 0.2945, 0.1395, 0.19, negative
I, 0.535, 0.41, 0.13, 0.6075, 0.268, 0.1225, 0.1975, negative
I, 0.57, 0.42, 0.13, 0.7745, 0.3535, 0.1505, 0.2365, negative
I, 0.575, 0.44, 0.125, 0.8515, 0.4555, 0.1715, 0.1965, negative
M, 0.575, 0.45, 0.155, 0.886, 0.3605, 0.211, 0.2575, negative
M, 0.58, 0.47, 0.165, 1.041, 0.54, 0.166, 0.279, negative
F, 0.585, 0.465, 0.165, 0.9355, 0.4035, 0.2275, 0.259, negative
F, 0.585, 0.46, 0.165, 1.058, 0.486, 0.25, 0.294, negative
F, 0.6, 0.47, 0.17, 1.0805, 0.4995, 0.2245, 0.3205, negative
F, 0.6, 0.485, 0.145, 0.776, 0.3545, 0.1585, 0.239, negative
M, 0.625, 0.48, 0.16, 1.1415, 0.5795, 0.2145, 0.29, negative
F, 0.625, 0.5, 0.175, 1.273, 0.564, 0.302, 0.374, negative
M, 0.625, 0.485, 0.16, 1.2135, 0.631, 0.2235, 0.302, negative
F, 0.65, 0.475, 0.165, 1.3875, 0.58, 0.3485, 0.3095, negative
M, 0.58, 0.45, 0.16, 0.8675, 0.3935, 0.221, 0.215, negative
M, 0.615, 0.475, 0.19, 1.4335, 0.7315, 0.305, 0.3285, negative
M, 0.62, 0.46, 0.16, 0.9505, 0.4915, 0.2, 0.228, negative
F, 0.665, 0.5, 0.175, 1.4355, 0.643, 0.345, 0.37, negative
I, 0.465, 0.37, 0.115, 0.4075, 0.1515, 0.0935, 0.1455, negative
I, 0.475, 0.35, 0.125, 0.4225, 0.1905, 0.079, 0.1355, negative
I, 0.515, 0.405, 0.13, 0.573, 0.213, 0.134, 0.195, negative
I, 0.53, 0.425, 0.13, 0.781, 0.3905, 0.2005, 0.215, negative
I, 0.53, 0.42, 0.14, 0.6765, 0.256, 0.1855, 0.208, negative
M, 0.53, 0.41, 0.125, 0.769, 0.346, 0.173, 0.215, negative
M, 0.545, 0.41, 0.14, 0.737, 0.349, 0.15, 0.212, negative
I, 0.55, 0.4, 0.135, 0.717, 0.3315, 0.1495, 0.221, negative
I, 0.555, 0.43, 0.15, 0.783, 0.345, 0.1755, 0.247, negative
I, 0.585, 0.46, 0.14, 0.7635, 0.326, 0.153, 0.265, negative
F, 0.63, 0.505, 0.195, 1.306, 0.516, 0.3305, 0.375, negative
F, 0.67, 0.54, 0.2, 1.46, 0.6435, 0.328, 0.4165, negative
F, 0.675, 0.53, 0.195, 1.4985, 0.62, 0.375, 0.425, negative
M, 0.43, 0.31, 0.13, 0.6485, 0.2735, 0.163, 0.184, negative
I, 0.465, 0.36, 0.105, 0.452, 0.22, 0.159, 0.1035, negative
I, 0.47, 0.355, 0.12, 0.4915, 0.1765, 0.1125, 0.1325, negative
M, 0.495, 0.375, 0.155, 0.976, 0.45, 0.2285, 0.2475, negative
M, 0.51, 0.38, 0.135, 0.681, 0.3435, 0.142, 0.17, negative
M, 0.515, 0.37, 0.115, 0.6145, 0.3415, 0.155, 0.146, negative
F, 0.55, 0.415, 0.18, 1.1655, 0.502, 0.301, 0.311, negative
M, 0.615, 0.475, 0.15, 1.0375, 0.476, 0.2325, 0.283, negative
M, 0.625, 0.47, 0.15, 1.124, 0.556, 0.2315, 0.287, negative
F, 0.635, 0.505, 0.17, 1.2635, 0.512, 0.322, 0.355, negative
F, 0.65, 0.525, 0.165, 1.238, 0.647, 0.2485, 0.3005, negative
I, 0.525, 0.4, 0.14, 0.6055, 0.2605, 0.108, 0.21, negative
M, 0.53, 0.425, 0.155, 0.7905, 0.307, 0.171, 0.2595, negative
I, 0.535, 0.45, 0.135, 0.728, 0.2845, 0.1845, 0.265, negative
M, 0.56, 0.465, 0.145, 0.8875, 0.3345, 0.22, 0.2695, negative
F, 0.56, 0.43, 0.145, 0.898, 0.3895, 0.2325, 0.245, negative
M, 0.575, 0.465, 0.12, 1.0535, 0.516, 0.2185, 0.235, negative
F, 0.575, 0.46, 0.15, 0.927, 0.333, 0.207, 0.2985, negative
I, 0.58, 0.42, 0.14, 0.701, 0.3285, 0.102, 0.2255, negative
M, 0.585, 0.47, 0.145, 0.9565, 0.4025, 0.2365, 0.265, negative
I, 0.59, 0.45, 0.125, 0.86, 0.437, 0.1515, 0.245, negative
M, 0.625, 0.495, 0.155, 1.177, 0.5055, 0.278, 0.345, negative
M, 0.425, 0.305, 0.11, 0.359, 0.173, 0.0875, 0.0975, negative
M, 0.555, 0.445, 0.13, 0.8625, 0.4225, 0.155, 0.24, negative
M, 0.565, 0.445, 0.14, 0.836, 0.406, 0.1605, 0.2245, negative
F, 0.605, 0.48, 0.175, 1.1685, 0.4815, 0.2305, 0.356, negative
M, 0.41, 0.325, 0.1, 0.3555, 0.146, 0.072, 0.105, negative
F, 0.53, 0.41, 0.145, 0.8255, 0.375, 0.204, 0.245, negative
F, 0.615, 0.475, 0.145, 0.9525, 0.3915, 0.195, 0.32, negative
M, 0.445, 0.37, 0.125, 0.515, 0.2495, 0.087, 0.159, negative
F, 0.57, 0.465, 0.155, 0.9685, 0.446, 0.261, 0.255, negative
I, 0.335, 0.255, 0.085, 0.1785, 0.071, 0.0405, 0.055, negative
F, 0.57, 0.44, 0.19, 1.018, 0.447, 0.207, 0.265, negative
F, 0.49, 0.385, 0.16, 0.656, 0.2455, 0.171, 0.205, negative
M, 0.295, 0.225, 0.09, 0.1385, 0.048, 0.046, 0.05, negative
I, 0.29, 0.225, 0.075, 0.152, 0.071, 0.059, 0.045, negative
F, 0.56, 0.44, 0.155, 0.9705, 0.4315, 0.263, 0.255, negative
I, 0.435, 0.355, 0.125, 0.4075, 0.1535, 0.074, 0.165, negative
I, 0.455, 0.365, 0.135, 0.441, 0.1515, 0.1165, 0.145, negative
F, 0.645, 0.49, 0.19, 1.3065, 0.479, 0.3565, 0.345, positive
I, 0.49, 0.385, 0.12, 0.591, 0.271, 0.1125, 0.1775, negative
F, 0.61, 0.5, 0.18, 1.438, 0.5185, 0.3735, 0.3345, negative
M, 0.685, 0.51, 0.18, 1.4545, 0.6315, 0.3105, 0.3725, negative
F, 0.555, 0.43, 0.14, 0.7545, 0.3525, 0.1835, 0.2015, negative
M, 0.585, 0.465, 0.15, 0.98, 0.4315, 0.2545, 0.247, negative
M, 0.61, 0.475, 0.15, 1.142, 0.62, 0.237, 0.245, negative
M, 0.615, 0.53, 0.17, 1.12, 0.5775, 0.2095, 0.286, negative
F, 0.64, 0.525, 0.175, 1.382, 0.646, 0.3115, 0.37, negative
M, 0.59, 0.45, 0.16, 0.998, 0.445, 0.214, 0.301, negative
M, 0.625, 0.495, 0.175, 1.2935, 0.5805, 0.317, 0.355, negative
I, 0.55, 0.435, 0.125, 0.741, 0.348, 0.1585, 0.206, negative
I, 0.565, 0.465, 0.15, 1.1815, 0.581, 0.2215, 0.3095, negative
M, 0.6, 0.47, 0.13, 1.0105, 0.423, 0.219, 0.298, negative
M, 0.61, 0.365, 0.155, 1.0765, 0.488, 0.249, 0.27, negative
M, 0.635, 0.5, 0.18, 1.2915, 0.594, 0.2695, 0.37, negative
F, 0.65, 0.495, 0.16, 1.3105, 0.577, 0.3315, 0.355, negative
F, 0.675, 0.52, 0.175, 1.494, 0.7365, 0.3055, 0.37, negative
F, 0.715, 0.565, 0.18, 1.79, 0.844, 0.3535, 0.5385, negative
M, 0.51, 0.41, 0.155, 1.2825, 0.569, 0.291, 0.3795, negative
F, 0.56, 0.42, 0.18, 1.6645, 0.7755, 0.35, 0.4525, negative
F, 0.57, 0.45, 0.15, 0.9645, 0.531, 0.189, 0.209, negative
F, 0.64, 0.505, 0.175, 1.3185, 0.6185, 0.302, 0.3315, negative
M, 0.65, 0.525, 0.185, 1.3455, 0.586, 0.278, 0.3865, negative
I, 0.455, 0.35, 0.13, 0.4725, 0.215, 0.0745, 0.15, negative
I, 0.54, 0.415, 0.135, 0.709, 0.3195, 0.174, 0.185, negative
F, 0.595, 0.455, 0.14, 0.914, 0.3895, 0.2225, 0.271, negative
F, 0.615, 0.495, 0.155, 1.0805, 0.52, 0.19, 0.32, negative
F, 0.56, 0.44, 0.135, 0.8025, 0.35, 0.1615, 0.259, negative
M, 0.5, 0.38, 0.125, 0.577, 0.269, 0.1265, 0.1535, negative
M, 0.6, 0.475, 0.205, 1.176, 0.5255, 0.2875, 0.308, negative
