@relation page-blocks0
@attribute Height integer [1, 804]
@attribute Lenght integer [1, 553]
@attribute Area integer [7, 143993]
@attribute Eccen real [0.0070, 537.0]
@attribute P_black real [0.052, 1.0]
@attribute P_and real [0.062, 1.0]
@attribute Mean_tr real [1.0, 4955.0]
@attribute Blackpix integer [1, 33017]
@attribute Blackand integer [7, 46133]
@attribute Wb_trans integer [1, 3212]
@attribute Class {positive, negative}
@inputs Height, Lenght, Area, Eccen, P_black, P_and, Mean_tr, Blackpix, Blackand, Wb_trans
@outputs Class
@data
7, 21, 147, 3.0, 0.327, 0.728, 1.41, 48, 107, 34, negative
6, 17, 102, 2.833, 0.275, 0.824, 1.33, 28, 84, 21, negative
6, 11, 66, 1.833, 0.303, 0.712, 1.54, 20, 47, 13, negative
6, 6, 36, 1.0, 0.417, 0.944, 1.5, 15, 34, 10, negative
7, 43, 301, 6.143, 0.246, 0.947, 1.32, 74, 285, 56, negative
7, 26, 182, 3.714, 0.352, 1.0, 1.36, 64, 182, 47, negative
8, 4, 32, 0.5, 0.375, 1.0, 2.4, 12, 32, 5, negative
8, 5, 40, 0.625, 0.375, 0.95, 1.67, 15, 38, 9, negative
7, 9, 63, 1.286, 0.302, 0.905, 1.46, 19, 57, 13, negative
7, 8, 56, 1.143, 0.357, 0.893, 2.22, 20, 50, 9, negative
7, 17, 119, 2.429, 0.286, 0.916, 1.31, 34, 109, 26, negative
7, 38, 266, 5.429, 0.226, 0.639, 1.4, 60, 170, 43, negative
6, 4, 24, 0.667, 0.458, 1.0, 2.2, 11, 24, 5, negative
7, 26, 182, 3.714, 0.269, 0.929, 1.23, 49, 169, 40, negative
6, 17, 102, 2.833, 0.324, 1.0, 1.32, 33, 102, 25, negative
9, 49, 441, 5.444, 0.265, 0.653, 1.36, 117, 288, 86, negative
7, 56, 392, 8.0, 0.227, 0.602, 1.25, 89, 236, 71, negative
9, 19, 171, 2.111, 0.251, 0.977, 1.34, 43, 167, 32, negative
7, 13, 91, 1.857, 0.363, 0.934, 2.2, 33, 85, 15, negative
7, 38, 266, 5.429, 0.259, 0.688, 1.5, 69, 183, 46, negative
9, 23, 207, 2.556, 0.222, 0.816, 1.35, 46, 169, 34, negative
5, 7, 35, 1.4, 0.429, 0.971, 1.36, 15, 34, 11, negative
7, 17, 119, 2.429, 0.353, 0.79, 1.56, 42, 94, 27, negative
7, 9, 63, 1.286, 0.349, 0.746, 1.83, 22, 47, 12, negative
7, 40, 280, 5.714, 0.336, 0.971, 1.57, 94, 272, 60, negative
7, 13, 91, 1.857, 0.396, 1.0, 1.33, 36, 91, 27, negative
8, 6, 48, 0.75, 0.313, 0.813, 1.88, 15, 39, 8, negative
8, 21, 168, 2.625, 0.232, 0.643, 1.3, 39, 108, 30, negative
8, 93, 744, 11.625, 0.185, 0.538, 1.24, 138, 400, 111, negative
7, 44, 308, 6.286, 0.218, 0.734, 1.26, 67, 226, 53, negative
7, 19, 133, 2.714, 0.248, 0.624, 1.5, 33, 83, 22, negative
7, 11, 77, 1.571, 0.325, 0.935, 1.39, 25, 72, 18, negative
7, 13, 91, 1.857, 0.308, 0.934, 1.65, 28, 85, 17, negative
5, 28, 140, 5.6, 0.307, 0.814, 1.3, 43, 114, 33, negative
5, 32, 160, 6.4, 0.35, 0.863, 1.33, 56, 138, 42, negative
7, 32, 224, 4.571, 0.277, 0.83, 1.41, 62, 186, 44, negative
7, 13, 91, 1.857, 0.319, 0.846, 1.61, 29, 77, 18, negative
7, 23, 161, 3.286, 0.286, 0.677, 1.59, 46, 109, 29, negative
7, 39, 273, 5.571, 0.293, 0.733, 1.43, 80, 200, 56, negative
7, 13, 91, 1.857, 0.286, 0.989, 1.73, 26, 90, 15, negative
8, 20, 160, 2.5, 0.206, 0.813, 1.38, 33, 130, 24, negative
5, 18, 90, 3.6, 0.467, 0.867, 1.91, 42, 78, 22, negative
6, 16, 96, 2.667, 0.198, 0.76, 2.38, 19, 73, 8, negative
7, 23, 161, 3.286, 0.342, 0.783, 1.45, 55, 126, 38, negative
7, 8, 56, 1.143, 0.339, 0.875, 2.38, 19, 49, 8, negative
7, 14, 98, 2.0, 0.286, 0.755, 1.56, 28, 74, 18, negative
5, 18, 90, 3.6, 0.4, 0.811, 1.64, 36, 73, 22, negative
5, 36, 180, 7.2, 0.406, 0.961, 1.35, 73, 173, 54, negative
9, 29, 261, 3.222, 0.287, 0.747, 1.53, 75, 195, 49, negative
9, 37, 333, 4.111, 0.228, 0.586, 1.27, 76, 195, 60, negative
7, 16, 112, 2.286, 0.295, 0.92, 1.18, 33, 103, 28, negative
7, 30, 210, 4.286, 0.3, 0.886, 1.43, 63, 186, 44, negative
7, 9, 63, 1.286, 0.238, 0.619, 1.5, 15, 39, 10, negative
7, 12, 84, 1.714, 0.357, 0.81, 1.67, 30, 68, 18, negative
7, 19, 133, 2.714, 0.406, 0.94, 1.74, 54, 125, 31, negative
9, 24, 216, 2.667, 0.218, 0.588, 1.38, 47, 127, 34, negative
5, 11, 55, 2.2, 0.364, 1.0, 1.33, 20, 55, 15, negative
7, 16, 112, 2.286, 0.241, 0.634, 1.93, 27, 71, 14, negative
5, 7, 35, 1.4, 0.4, 1.0, 1.17, 14, 35, 12, negative
7, 14, 98, 2.0, 0.306, 0.959, 1.3, 30, 94, 23, negative
7, 18, 126, 2.571, 0.278, 0.976, 1.35, 35, 123, 26, negative
7, 14, 98, 2.0, 0.408, 0.98, 1.74, 40, 96, 23, negative
7, 21, 147, 3.0, 0.279, 0.748, 1.52, 41, 110, 27, negative
7, 24, 168, 3.429, 0.28, 0.607, 1.38, 47, 102, 34, negative
7, 7, 49, 1.0, 0.306, 0.898, 1.36, 15, 44, 11, negative
9, 28, 252, 3.111, 0.25, 0.77, 1.47, 63, 194, 43, negative
9, 24, 216, 2.667, 0.213, 0.468, 1.28, 46, 101, 36, negative
7, 11, 77, 1.571, 0.416, 0.961, 1.6, 32, 74, 20, negative
7, 4, 28, 0.571, 0.25, 0.893, 1.75, 7, 25, 4, negative
7, 25, 175, 3.571, 0.189, 0.806, 1.22, 33, 141, 27, negative
8, 27, 216, 3.375, 0.282, 0.87, 1.36, 61, 188, 45, negative
7, 7, 49, 1.0, 0.286, 1.0, 1.27, 14, 49, 11, negative
6, 14, 84, 2.333, 0.286, 1.0, 1.2, 24, 84, 20, negative
5, 6, 30, 1.2, 0.433, 0.967, 1.63, 13, 29, 8, negative
10, 49, 490, 4.9, 0.165, 0.649, 1.35, 81, 318, 60, negative
6, 30, 180, 5.0, 0.311, 0.8, 1.22, 56, 144, 46, negative
7, 34, 238, 4.857, 0.286, 0.756, 1.36, 68, 180, 50, negative
5, 20, 100, 4.0, 0.49, 0.99, 1.58, 49, 99, 31, negative
8, 7, 56, 0.875, 0.268, 0.786, 1.67, 15, 44, 9, negative
7, 16, 112, 2.286, 0.259, 1.0, 2.07, 29, 112, 14, negative
7, 6, 42, 0.857, 0.333, 0.643, 1.75, 14, 27, 8, negative
7, 11, 77, 1.571, 0.325, 0.831, 1.47, 25, 64, 17, negative
7, 42, 294, 6.0, 0.235, 0.571, 1.33, 69, 168, 52, negative
7, 22, 154, 3.143, 0.247, 0.883, 1.19, 38, 136, 32, negative
7, 74, 518, 10.571, 0.276, 0.683, 1.57, 143, 354, 91, negative
7, 11, 77, 1.571, 0.403, 0.961, 1.55, 31, 74, 20, negative
7, 56, 392, 8.0, 0.319, 0.829, 1.45, 125, 325, 86, negative
7, 24, 168, 3.429, 0.196, 0.762, 1.38, 33, 128, 24, negative
7, 20, 140, 2.857, 0.307, 0.85, 1.48, 43, 119, 29, negative
6, 11, 66, 1.833, 0.333, 0.97, 1.57, 22, 64, 14, negative
10, 11, 110, 1.1, 0.2, 0.545, 2.2, 22, 60, 10, negative
9, 17, 153, 1.889, 0.229, 0.582, 1.67, 35, 89, 21, negative
9, 11, 99, 1.222, 0.222, 0.737, 1.29, 22, 73, 17, negative
6, 13, 78, 2.167, 0.359, 0.782, 1.33, 28, 61, 21, negative
6, 12, 72, 2.0, 0.361, 0.903, 1.44, 26, 65, 18, negative
4, 11, 44, 2.75, 0.432, 1.0, 1.36, 19, 44, 14, negative
9, 65, 585, 7.222, 0.265, 0.73, 1.67, 155, 427, 93, negative
9, 44, 396, 4.889, 0.24, 0.775, 1.42, 95, 307, 67, negative
7, 7, 49, 1.0, 0.327, 1.0, 2.0, 16, 49, 8, negative
4, 6, 24, 1.5, 0.542, 1.0, 1.63, 13, 24, 8, negative
9, 41, 369, 4.556, 0.263, 0.743, 1.41, 97, 274, 69, negative
5, 8, 40, 1.6, 0.55, 0.95, 1.83, 22, 38, 12, negative
5, 12, 60, 2.4, 0.55, 0.983, 2.2, 33, 59, 15, negative
9, 157, 1413, 17.444, 0.222, 0.54, 1.58, 313, 763, 198, negative
7, 26, 182, 3.714, 0.374, 0.846, 1.66, 68, 154, 41, negative
5, 4, 20, 0.8, 0.6, 1.0, 2.4, 12, 20, 5, negative
7, 65, 455, 9.286, 0.284, 0.846, 1.57, 129, 385, 82, negative
9, 92, 828, 10.222, 0.24, 0.641, 1.54, 199, 531, 129, negative
9, 20, 180, 2.222, 0.261, 0.617, 1.68, 47, 111, 28, negative
7, 31, 217, 4.429, 0.281, 0.682, 1.56, 61, 148, 39, negative
7, 18, 126, 2.571, 0.357, 1.0, 1.55, 45, 126, 29, negative
7, 13, 91, 1.857, 0.308, 0.824, 1.33, 28, 75, 21, negative
7, 38, 266, 5.429, 0.252, 0.628, 1.4, 67, 167, 48, negative
9, 262, 2358, 29.111, 0.209, 0.703, 1.38, 492, 1657, 356, negative
5, 32, 160, 6.4, 0.413, 0.994, 1.35, 66, 159, 49, negative
9, 16, 144, 1.778, 0.174, 0.819, 1.32, 25, 118, 19, negative
6, 8, 48, 1.333, 0.313, 0.875, 1.07, 15, 42, 14, negative
7, 11, 77, 1.571, 0.299, 0.987, 1.35, 23, 76, 17, negative
9, 53, 477, 5.889, 0.252, 0.677, 1.54, 120, 323, 78, negative
8, 17, 136, 2.125, 0.228, 0.882, 1.24, 31, 120, 25, negative
9, 16, 144, 1.778, 0.278, 0.917, 1.48, 40, 132, 27, negative
6, 31, 186, 5.167, 0.263, 0.812, 1.4, 49, 151, 35, negative
8, 41, 328, 5.125, 0.293, 0.872, 1.43, 96, 286, 67, negative
7, 16, 112, 2.286, 0.25, 1.0, 1.56, 28, 112, 18, negative
7, 25, 175, 3.571, 0.331, 0.891, 1.41, 58, 156, 41, negative
6, 58, 348, 9.667, 0.276, 0.744, 1.17, 96, 259, 82, negative
7, 47, 329, 6.714, 0.322, 0.833, 1.74, 106, 274, 61, negative
7, 40, 280, 5.714, 0.339, 0.936, 1.44, 95, 262, 66, negative
9, 41, 369, 4.556, 0.201, 0.653, 1.3, 74, 241, 57, negative
7, 18, 126, 2.571, 0.214, 0.929, 1.13, 27, 117, 24, negative
7, 41, 287, 5.857, 0.321, 0.725, 1.48, 92, 208, 62, negative
9, 35, 315, 3.889, 0.26, 0.924, 1.37, 82, 291, 60, negative
5, 33, 165, 6.6, 0.315, 0.909, 1.27, 52, 150, 41, negative
9, 42, 378, 4.667, 0.235, 0.603, 1.37, 89, 228, 65, negative
7, 8, 56, 1.143, 0.321, 0.786, 1.38, 18, 44, 13, negative
8, 54, 432, 6.75, 0.183, 0.734, 1.34, 79, 317, 59, negative
7, 31, 217, 4.429, 0.304, 0.843, 1.32, 66, 183, 50, negative
8, 20, 160, 2.5, 0.375, 0.725, 1.88, 60, 116, 32, negative
7, 12, 84, 1.714, 0.417, 0.738, 1.84, 35, 62, 19, negative
8, 8, 64, 1.0, 0.516, 1.0, 2.54, 33, 64, 13, negative
8, 12, 96, 1.5, 0.406, 0.885, 2.17, 39, 85, 18, negative
8, 13, 104, 1.625, 0.442, 0.981, 2.0, 46, 102, 23, negative
10, 12, 120, 1.2, 0.333, 0.867, 1.82, 40, 104, 22, negative
12, 271, 3252, 22.583, 0.248, 0.559, 1.86, 805, 1818, 433, negative
12, 271, 3252, 22.583, 0.246, 0.615, 1.95, 799, 1999, 410, negative
8, 7, 56, 0.875, 0.375, 1.0, 2.1, 21, 56, 10, negative
8, 36, 288, 4.5, 0.458, 0.958, 2.06, 132, 276, 64, negative
9, 27, 243, 3.0, 0.333, 0.918, 1.69, 81, 223, 48, negative
9, 17, 153, 1.889, 0.392, 0.935, 2.22, 60, 143, 27, negative
9, 23, 207, 2.556, 0.386, 0.894, 2.42, 80, 185, 33, negative
8, 22, 176, 2.75, 0.398, 0.784, 1.94, 70, 138, 36, negative
11, 94, 1034, 8.545, 0.28, 0.675, 2.03, 290, 698, 143, negative
8, 141, 1128, 17.625, 0.371, 0.977, 1.84, 418, 1102, 227, negative
1, 13, 13, 13.0, 0.846, 1.0, 5.5, 11, 13, 2, positive
11, 46, 506, 4.182, 0.283, 0.84, 1.81, 143, 425, 79, negative
11, 32, 352, 2.909, 0.335, 0.994, 2.27, 118, 350, 52, negative
3, 129, 387, 43.0, 0.305, 0.377, 11.8, 118, 146, 10, positive
13, 5, 65, 0.385, 0.323, 0.554, 5.25, 21, 36, 4, positive
8, 6, 48, 0.75, 0.5, 0.854, 3.0, 24, 41, 8, negative
9, 9, 81, 1.0, 0.358, 0.914, 1.81, 29, 74, 16, negative
8, 31, 248, 3.875, 0.427, 0.992, 2.16, 106, 246, 49, negative
6, 27, 162, 4.5, 0.475, 0.809, 2.33, 77, 131, 33, negative
8, 6, 48, 0.75, 0.375, 0.792, 3.0, 18, 38, 6, negative
8, 12, 96, 1.5, 0.427, 0.958, 1.86, 41, 92, 22, negative
10, 18, 180, 1.8, 0.306, 0.617, 2.5, 55, 111, 22, negative
10, 35, 350, 3.5, 0.337, 0.711, 2.62, 118, 249, 45, negative
11, 30, 330, 2.727, 0.297, 0.6, 2.39, 98, 198, 41, negative
9, 56, 504, 6.222, 0.339, 0.931, 2.22, 171, 469, 77, negative
8, 15, 120, 1.875, 0.558, 1.0, 2.91, 67, 120, 23, negative
8, 12, 96, 1.5, 0.448, 0.885, 1.95, 43, 85, 22, negative
11, 84, 924, 7.636, 0.279, 0.679, 2.35, 258, 627, 110, negative
9, 1, 9, 0.111, 1.0, 1.0, 9.0, 9, 9, 1, positive
10, 36, 360, 3.6, 0.367, 0.844, 2.24, 132, 304, 59, negative
1, 86, 86, 86.0, 0.93, 1.0, 40.0, 80, 86, 2, positive
8, 28, 224, 3.5, 0.411, 0.996, 1.92, 92, 223, 48, negative
7, 23, 161, 3.286, 0.447, 0.764, 1.89, 72, 123, 38, negative
8, 12, 96, 1.5, 0.427, 0.719, 2.73, 41, 69, 15, negative
10, 22, 220, 2.2, 0.377, 0.614, 2.44, 83, 135, 34, negative
8, 14, 112, 1.75, 0.42, 0.848, 2.04, 47, 95, 23, negative
8, 15, 120, 1.875, 0.517, 0.867, 2.48, 62, 104, 25, negative
9, 36, 324, 4.0, 0.395, 0.673, 2.37, 128, 218, 54, negative
6, 31, 186, 5.167, 0.5, 1.0, 1.94, 93, 186, 48, negative
11, 32, 352, 2.909, 0.344, 0.767, 2.69, 121, 270, 45, negative
8, 49, 392, 6.125, 0.441, 0.997, 1.9, 173, 391, 91, negative
7, 12, 84, 1.714, 0.464, 1.0, 2.17, 39, 84, 18, negative
8, 14, 112, 1.75, 0.464, 0.768, 2.6, 52, 86, 20, negative
8, 12, 96, 1.5, 0.427, 0.927, 2.05, 41, 89, 20, negative
8, 51, 408, 6.375, 0.37, 0.743, 2.19, 151, 303, 69, negative
10, 51, 510, 5.1, 0.308, 0.841, 1.89, 157, 429, 83, negative
8, 4, 32, 0.5, 0.406, 1.0, 2.17, 13, 32, 6, negative
8, 14, 112, 1.75, 0.357, 0.67, 2.0, 40, 75, 20, negative
10, 20, 200, 2.0, 0.385, 0.87, 2.14, 77, 174, 36, negative
9, 19, 171, 2.111, 0.392, 0.83, 2.31, 67, 142, 29, negative
9, 52, 468, 5.778, 0.359, 0.827, 2.4, 168, 387, 70, negative
8, 17, 136, 2.125, 0.463, 0.735, 2.86, 63, 100, 22, negative
8, 13, 104, 1.625, 0.404, 0.99, 2.1, 42, 103, 20, negative
8, 53, 424, 6.625, 0.344, 0.884, 1.83, 146, 375, 80, negative
11, 150, 1650, 13.636, 0.186, 0.533, 2.06, 307, 879, 149, negative
8, 202, 1616, 25.25, 0.313, 0.689, 1.83, 505, 1114, 276, negative
11, 185, 2035, 16.818, 0.295, 0.826, 1.94, 600, 1681, 310, negative
8, 82, 656, 10.25, 0.402, 0.991, 2.1, 264, 650, 126, negative
8, 12, 96, 1.5, 0.479, 0.938, 2.3, 46, 90, 20, negative
8, 12, 96, 1.5, 0.448, 0.896, 2.05, 43, 86, 21, negative
5, 7, 35, 1.4, 0.657, 0.886, 3.83, 23, 31, 6, negative
5, 4, 20, 0.8, 0.65, 0.85, 3.25, 13, 17, 4, negative
8, 26, 208, 3.25, 0.37, 0.654, 2.41, 77, 136, 32, negative
11, 272, 2992, 24.727, 0.281, 0.68, 2.0, 840, 2036, 420, negative
8, 17, 136, 2.125, 0.346, 1.0, 2.47, 47, 136, 19, negative
8, 7, 56, 0.875, 0.411, 0.875, 2.09, 23, 49, 11, negative
10, 34, 340, 3.4, 0.356, 0.744, 1.98, 121, 253, 61, negative
9, 64, 576, 7.111, 0.345, 0.694, 2.29, 199, 400, 87, negative
11, 73, 803, 6.636, 0.27, 0.844, 2.03, 217, 678, 107, negative
8, 18, 144, 2.25, 0.396, 0.882, 1.84, 57, 127, 31, negative
11, 24, 264, 2.182, 0.307, 0.795, 2.08, 81, 210, 39, negative
10, 30, 300, 3.0, 0.367, 0.783, 2.29, 110, 235, 48, negative
8, 12, 96, 1.5, 0.438, 1.0, 1.91, 42, 96, 22, negative
11, 76, 836, 6.909, 0.254, 0.688, 2.08, 212, 575, 102, negative
9, 34, 306, 3.778, 0.356, 0.925, 2.06, 109, 283, 53, negative
10, 50, 500, 5.0, 0.268, 0.764, 1.94, 134, 382, 69, negative
8, 55, 440, 6.875, 0.225, 0.645, 1.77, 99, 284, 56, negative
7, 15, 105, 2.143, 0.448, 0.829, 1.74, 47, 87, 27, negative
11, 15, 165, 1.364, 0.352, 0.891, 2.07, 58, 147, 28, negative
10, 50, 500, 5.0, 0.326, 0.868, 2.01, 163, 434, 81, negative
10, 36, 360, 3.6, 0.319, 0.817, 1.98, 115, 294, 58, negative
10, 52, 520, 5.2, 0.319, 0.802, 1.87, 166, 417, 89, negative
8, 12, 96, 1.5, 0.396, 0.75, 2.38, 38, 72, 16, negative
8, 7, 56, 0.875, 0.411, 1.0, 2.09, 23, 56, 11, negative
9, 18, 162, 2.0, 0.352, 0.901, 1.84, 57, 146, 31, negative
9, 59, 531, 6.556, 0.335, 0.821, 1.96, 178, 436, 91, negative
11, 126, 1386, 11.455, 0.273, 0.649, 2.11, 379, 900, 180, negative
8, 15, 120, 1.875, 0.433, 0.625, 2.74, 52, 75, 19, negative
10, 25, 250, 2.5, 0.268, 0.588, 1.91, 67, 147, 35, negative
8, 10, 80, 1.25, 0.375, 0.85, 1.88, 30, 68, 16, negative
5, 9, 45, 1.8, 0.533, 0.911, 2.0, 24, 41, 12, negative
8, 8, 64, 1.0, 0.359, 0.969, 1.53, 23, 62, 15, negative
8, 9, 72, 1.125, 0.361, 0.972, 1.73, 26, 70, 15, negative
10, 25, 250, 2.5, 0.328, 0.828, 2.05, 82, 207, 40, negative
10, 6, 60, 0.6, 0.333, 0.817, 2.5, 20, 49, 8, negative
11, 57, 627, 5.182, 0.271, 0.577, 1.87, 170, 362, 91, negative
10, 23, 230, 2.3, 0.248, 0.678, 2.19, 57, 156, 26, negative
11, 32, 352, 2.909, 0.256, 0.534, 2.0, 90, 188, 45, negative
10, 12, 120, 1.2, 0.4, 0.933, 2.29, 48, 112, 21, negative
11, 26, 286, 2.364, 0.262, 0.804, 1.79, 75, 230, 42, negative
11, 25, 275, 2.273, 0.298, 0.811, 2.05, 82, 223, 40, negative
10, 19, 190, 1.9, 0.3, 0.905, 1.68, 57, 172, 34, negative
10, 7, 70, 0.7, 0.357, 0.871, 2.08, 25, 61, 12, negative
10, 26, 260, 2.6, 0.273, 0.815, 1.87, 71, 212, 38, negative
11, 27, 297, 2.455, 0.303, 0.596, 2.43, 90, 177, 37, negative
8, 29, 232, 3.625, 0.345, 0.681, 2.0, 80, 158, 40, negative
10, 61, 610, 6.1, 0.29, 0.657, 2.16, 177, 401, 82, negative
8, 16, 128, 2.0, 0.398, 0.695, 2.55, 51, 89, 20, positive
10, 46, 460, 4.6, 0.278, 0.583, 1.66, 128, 268, 77, negative
8, 25, 200, 3.125, 0.355, 0.78, 1.73, 71, 156, 41, negative
67, 30, 2010, 0.448, 0.169, 0.46, 2.26, 339, 924, 150, positive
6, 12, 72, 2.0, 0.486, 0.944, 2.19, 35, 68, 16, negative
5, 12, 60, 2.4, 0.6, 0.9, 3.0, 36, 54, 12, negative
10, 41, 410, 4.1, 0.276, 0.693, 1.61, 113, 284, 70, negative
9, 19, 171, 2.111, 0.298, 0.737, 2.68, 51, 126, 19, negative
10, 144, 1440, 14.4, 0.256, 0.625, 1.8, 368, 900, 205, negative
7, 12, 84, 1.714, 0.476, 0.81, 2.11, 40, 68, 19, negative
11, 54, 594, 4.909, 0.273, 0.781, 2.19, 162, 464, 74, negative
2, 6, 12, 3.0, 0.583, 0.917, 7.0, 7, 11, 1, negative
8, 43, 344, 5.375, 0.387, 0.762, 1.93, 133, 262, 69, negative
1, 7, 7, 7.0, 1.0, 1.0, 7.0, 7, 7, 1, negative
5, 2, 10, 0.4, 0.7, 0.7, 7.0, 7, 7, 1, negative
10, 150, 1500, 15.0, 0.252, 0.585, 2.07, 378, 878, 183, negative
7, 20, 140, 2.857, 0.4, 1.0, 1.87, 56, 140, 30, negative
6, 49, 294, 8.167, 0.32, 0.527, 2.94, 94, 155, 32, negative
8, 39, 312, 4.875, 0.378, 0.962, 1.64, 118, 300, 72, negative
8, 39, 312, 4.875, 0.362, 0.881, 1.74, 113, 275, 65, negative
4, 10, 40, 2.5, 0.5, 0.9, 4.0, 20, 36, 5, negative
4, 10, 40, 2.5, 0.6, 0.8, 4.0, 24, 32, 6, negative
10, 62, 620, 6.2, 0.265, 0.656, 2.19, 164, 407, 75, negative
8, 20, 160, 2.5, 0.394, 0.863, 2.1, 63, 138, 30, negative
37, 20, 740, 0.541, 0.131, 0.193, 4.22, 97, 143, 23, positive
8, 20, 160, 2.5, 0.406, 0.906, 1.86, 65, 145, 35, negative
8, 12, 96, 1.5, 0.406, 0.917, 1.56, 39, 88, 25, negative
16, 29, 464, 1.813, 0.144, 0.496, 2.58, 67, 230, 26, positive
9, 9, 81, 1.0, 0.358, 0.728, 2.23, 29, 59, 13, negative
10, 15, 150, 1.5, 0.313, 0.78, 2.24, 47, 117, 21, negative
5, 3, 15, 0.6, 0.6, 0.6, 9.0, 9, 9, 1, negative
7, 35, 245, 5.0, 0.445, 0.771, 2.48, 109, 189, 44, negative
6, 15, 90, 2.5, 0.467, 0.711, 3.23, 42, 64, 13, negative
6, 37, 222, 6.167, 0.392, 0.757, 2.23, 87, 168, 39, negative
9, 25, 225, 2.778, 0.329, 0.502, 2.55, 74, 113, 29, negative
10, 39, 390, 3.9, 0.344, 0.59, 2.79, 134, 230, 48, negative
8, 31, 248, 3.875, 0.351, 0.839, 1.98, 87, 208, 44, negative
8, 45, 360, 5.625, 0.297, 0.564, 1.88, 107, 203, 57, negative
10, 41, 410, 4.1, 0.356, 0.956, 2.15, 146, 392, 68, negative
4, 24, 96, 6.0, 0.573, 0.958, 2.04, 55, 92, 27, negative
11, 64, 704, 5.818, 0.25, 0.597, 2.0, 176, 420, 88, negative
10, 76, 760, 7.6, 0.322, 0.689, 1.99, 245, 524, 123, negative
8, 21, 168, 2.625, 0.435, 0.917, 2.35, 73, 154, 31, negative
9, 53, 477, 5.889, 0.335, 0.602, 2.42, 160, 287, 66, negative
8, 19, 152, 2.375, 0.454, 1.0, 2.16, 69, 152, 32, negative
8, 92, 736, 11.5, 0.359, 0.913, 1.75, 264, 672, 151, negative
10, 228, 2280, 22.8, 0.26, 0.61, 1.87, 592, 1390, 316, negative
7, 62, 434, 8.857, 0.392, 0.871, 1.87, 170, 378, 91, negative
11, 262, 2882, 23.818, 0.259, 0.788, 1.94, 747, 2271, 386, negative
10, 23, 230, 2.3, 0.287, 0.617, 2.2, 66, 142, 30, negative
5, 27, 135, 5.4, 0.607, 0.993, 2.34, 82, 134, 35, negative
8, 35, 280, 4.375, 0.357, 0.921, 1.64, 100, 258, 61, negative
10, 19, 190, 1.9, 0.326, 0.768, 1.59, 62, 146, 39, negative
8, 41, 328, 5.125, 0.378, 0.945, 1.61, 124, 310, 77, negative
8, 14, 112, 1.75, 0.429, 1.0, 2.4, 48, 112, 20, negative
10, 33, 330, 3.3, 0.345, 0.779, 1.9, 114, 257, 60, negative
5, 4, 20, 0.8, 0.7, 1.0, 2.33, 14, 20, 6, negative
8, 9, 72, 1.125, 0.361, 0.903, 1.63, 26, 65, 16, negative
8, 20, 160, 2.5, 0.363, 0.931, 1.93, 58, 149, 30, negative
8, 14, 112, 1.75, 0.384, 0.795, 1.72, 43, 89, 25, negative
6, 4, 24, 0.667, 0.667, 1.0, 4.0, 16, 24, 4, negative
10, 30, 300, 3.0, 0.363, 0.71, 2.42, 109, 213, 45, negative
8, 53, 424, 6.625, 0.347, 0.767, 1.93, 147, 325, 76, negative
8, 13, 104, 1.625, 0.356, 0.942, 1.76, 37, 98, 21, negative
10, 26, 260, 2.6, 0.35, 0.819, 2.33, 91, 213, 39, negative
8, 34, 272, 4.25, 0.379, 0.971, 1.84, 103, 264, 56, negative
10, 27, 270, 2.7, 0.367, 0.83, 1.87, 99, 224, 53, negative
11, 175, 1925, 15.909, 0.21, 0.469, 1.98, 405, 902, 205, negative
7, 14, 98, 2.0, 0.5, 1.0, 2.72, 49, 98, 18, negative
10, 53, 530, 5.3, 0.294, 0.908, 1.75, 156, 481, 89, negative
8, 17, 136, 2.125, 0.382, 0.86, 2.48, 52, 117, 21, negative
11, 74, 814, 6.727, 0.247, 0.695, 1.97, 201, 566, 102, negative
10, 73, 730, 7.3, 0.273, 0.79, 1.84, 199, 577, 108, negative
10, 251, 2510, 25.1, 0.281, 0.708, 1.77, 705, 1776, 398, negative
6, 4, 24, 0.667, 0.542, 1.0, 1.86, 13, 24, 7, negative
8, 25, 200, 3.125, 0.335, 0.77, 1.68, 67, 154, 40, negative
6, 7, 42, 1.167, 0.476, 0.976, 2.22, 20, 41, 9, negative
8, 13, 104, 1.625, 0.423, 0.923, 1.76, 44, 96, 25, negative
9, 9, 81, 1.0, 0.296, 0.901, 1.6, 24, 73, 15, negative
10, 120, 1200, 12.0, 0.279, 0.765, 1.7, 335, 918, 197, negative
7, 20, 140, 2.857, 0.407, 0.929, 1.97, 57, 130, 29, negative
9, 46, 414, 5.111, 0.316, 0.857, 1.72, 131, 355, 76, negative
8, 12, 96, 1.5, 0.385, 0.698, 2.47, 37, 67, 15, negative
10, 27, 270, 2.7, 0.3, 0.644, 1.98, 81, 174, 41, negative
8, 32, 256, 4.0, 0.375, 0.98, 2.09, 96, 251, 46, negative
8, 5, 40, 0.625, 0.525, 1.0, 3.0, 21, 40, 7, negative
10, 119, 1190, 11.9, 0.275, 0.665, 1.84, 327, 791, 178, negative
8, 5, 40, 0.625, 0.475, 1.0, 2.38, 19, 40, 8, negative
9, 56, 504, 6.222, 0.327, 0.688, 1.94, 165, 347, 85, negative
9, 40, 360, 4.444, 0.275, 0.875, 1.6, 99, 315, 62, negative
8, 16, 128, 2.0, 0.406, 0.93, 1.68, 52, 119, 31, negative
11, 132, 1452, 12.0, 0.189, 0.44, 2.04, 274, 639, 134, negative
