@relation page-blocks0
@attribute Height integer [1, 804]
@attribute Lenght integer [1, 553]
@attribute Area integer [7, 143993]
@attribute Eccen real [0.0070, 537.0]
@attribute P_black real [0.052, 1.0]
@attribute P_and real [0.062, 1.0]
@attribute Mean_tr real [1.0, 4955.0]
@attribute Blackpix integer [1, 33017]
@attribute Blackand integer [7, 46133]
@attribute Wb_trans integer [1, 3212]
@attribute Class {positive, negative}
@inputs Height, Lenght, Area, Eccen, P_black, P_and, Mean_tr, Blackpix, Blackand, Wb_trans
@outputs Class
@data
4, 14, 56, 3.5, 0.268, 0.732, 1.67, 15, 41, 9, negative
9, 17, 153, 1.889, 0.183, 0.529, 1.75, 28, 81, 16, negative
9, 18, 162, 2.0, 0.278, 0.716, 1.67, 45, 116, 27, negative
7, 125, 875, 17.857, 0.27, 0.858, 1.4, 236, 751, 168, negative
7, 19, 133, 2.714, 0.331, 0.767, 1.42, 44, 102, 31, negative
10, 151, 1510, 15.1, 0.193, 0.77, 1.48, 291, 1162, 197, negative
7, 13, 91, 1.857, 0.264, 0.648, 1.41, 24, 59, 17, negative
7, 27, 189, 3.857, 0.28, 0.947, 1.33, 53, 179, 40, negative
7, 21, 147, 3.0, 0.354, 0.939, 1.63, 52, 138, 32, negative
9, 56, 504, 6.222, 0.21, 0.603, 1.26, 106, 304, 84, negative
8, 81, 648, 10.125, 0.221, 0.591, 1.29, 143, 383, 111, negative
7, 35, 245, 5.0, 0.31, 1.0, 1.55, 76, 245, 49, negative
7, 9, 63, 1.286, 0.317, 0.81, 1.54, 20, 51, 13, negative
9, 49, 441, 5.444, 0.231, 0.685, 1.46, 102, 302, 70, negative
7, 23, 161, 3.286, 0.248, 0.944, 1.21, 40, 152, 33, negative
7, 11, 77, 1.571, 0.312, 0.987, 1.2, 24, 76, 20, negative
9, 54, 486, 6.0, 0.27, 0.852, 1.49, 131, 414, 88, negative
7, 29, 203, 4.143, 0.36, 0.936, 1.4, 73, 190, 52, negative
7, 11, 77, 1.571, 0.351, 0.961, 1.35, 27, 74, 20, negative
8, 27, 216, 3.375, 0.236, 0.685, 1.31, 51, 148, 39, negative
7, 4, 28, 0.571, 0.25, 0.857, 2.33, 7, 24, 3, negative
5, 11, 55, 2.2, 0.455, 1.0, 1.67, 25, 55, 15, negative
7, 24, 168, 3.429, 0.274, 0.661, 1.48, 46, 111, 31, negative
5, 6, 30, 1.2, 0.3, 1.0, 1.8, 9, 30, 5, negative
10, 262, 2620, 26.2, 0.19, 0.601, 1.32, 499, 1575, 377, negative
7, 48, 336, 6.857, 0.33, 0.821, 1.44, 111, 276, 77, negative
8, 25, 200, 3.125, 0.285, 0.88, 1.36, 57, 176, 42, negative
10, 9, 90, 0.9, 0.222, 1.0, 1.25, 20, 90, 16, negative
8, 16, 128, 2.0, 0.258, 0.945, 1.18, 33, 121, 28, negative
5, 13, 65, 2.6, 0.4, 1.0, 1.18, 26, 65, 22, negative
7, 21, 147, 3.0, 0.293, 0.81, 1.34, 43, 119, 32, negative
7, 24, 168, 3.429, 0.232, 0.851, 1.22, 39, 143, 32, negative
7, 4, 28, 0.571, 0.286, 1.0, 2.0, 8, 28, 4, negative
7, 18, 126, 2.571, 0.365, 0.952, 1.53, 46, 120, 30, negative
7, 13, 91, 1.857, 0.33, 0.835, 1.43, 30, 76, 21, negative
9, 30, 270, 3.333, 0.27, 0.796, 1.4, 73, 215, 52, negative
7, 10, 70, 1.429, 0.329, 1.0, 1.77, 23, 70, 13, negative
6, 21, 126, 3.5, 0.349, 1.0, 1.33, 44, 126, 33, negative
7, 7, 49, 1.0, 0.245, 0.878, 1.71, 12, 43, 7, negative
8, 39, 312, 4.875, 0.224, 0.824, 1.21, 70, 257, 58, negative
7, 14, 98, 2.0, 0.214, 0.786, 1.11, 21, 77, 19, negative
6, 26, 156, 4.333, 0.288, 0.872, 1.29, 45, 136, 35, negative
7, 7, 49, 1.0, 0.327, 1.0, 1.33, 16, 49, 12, negative
7, 16, 112, 2.286, 0.286, 0.705, 1.88, 32, 79, 17, negative
7, 11, 77, 1.571, 0.351, 0.727, 1.5, 27, 56, 18, negative
7, 52, 364, 7.429, 0.272, 0.788, 1.22, 99, 287, 81, negative
7, 11, 77, 1.571, 0.377, 0.948, 1.38, 29, 73, 21, negative
7, 11, 77, 1.571, 0.299, 0.727, 1.35, 23, 56, 17, negative
5, 7, 35, 1.4, 0.543, 1.0, 2.11, 19, 35, 9, negative
7, 16, 112, 2.286, 0.286, 0.955, 1.68, 32, 107, 19, negative
7, 33, 231, 4.714, 0.368, 0.896, 1.57, 85, 207, 54, negative
7, 30, 210, 4.286, 0.329, 1.0, 1.38, 69, 210, 50, negative
7, 8, 56, 1.143, 0.268, 0.768, 1.07, 15, 43, 14, negative
9, 17, 153, 1.889, 0.235, 0.647, 1.44, 36, 99, 25, negative
9, 20, 180, 2.222, 0.294, 0.578, 1.51, 53, 104, 35, negative
9, 19, 171, 2.111, 0.292, 0.684, 1.52, 50, 117, 33, negative
5, 8, 40, 1.6, 0.35, 0.975, 1.0, 14, 39, 14, negative
7, 51, 357, 7.286, 0.325, 0.871, 1.66, 116, 311, 70, negative
6, 24, 144, 4.0, 0.264, 0.764, 1.46, 38, 110, 26, negative
7, 33, 231, 4.714, 0.351, 0.987, 1.53, 81, 228, 53, negative
10, 31, 310, 3.1, 0.197, 0.652, 1.3, 61, 202, 47, negative
7, 11, 77, 1.571, 0.377, 0.974, 1.61, 29, 75, 18, negative
6, 13, 78, 2.167, 0.333, 0.91, 1.37, 26, 71, 19, negative
5, 12, 60, 2.4, 0.483, 1.0, 1.38, 29, 60, 21, negative
5, 21, 105, 4.2, 0.333, 0.79, 1.46, 35, 83, 24, negative
9, 29, 261, 3.222, 0.23, 0.613, 1.3, 60, 160, 46, negative
7, 6, 42, 0.857, 0.452, 0.976, 1.73, 19, 41, 11, negative
8, 8, 64, 1.0, 0.219, 0.875, 1.56, 14, 56, 9, negative
7, 17, 119, 2.429, 0.311, 0.908, 1.54, 37, 108, 24, negative
6, 7, 42, 1.167, 0.286, 0.857, 1.5, 12, 36, 8, negative
7, 16, 112, 2.286, 0.313, 0.973, 1.75, 35, 109, 20, negative
7, 31, 217, 4.429, 0.286, 0.673, 1.55, 62, 146, 40, negative
6, 25, 150, 4.167, 0.313, 1.0, 1.38, 47, 150, 34, negative
7, 26, 182, 3.714, 0.192, 0.626, 1.52, 35, 114, 23, negative
7, 11, 77, 1.571, 0.299, 0.649, 1.77, 23, 50, 13, negative
6, 11, 66, 1.833, 0.318, 0.712, 1.31, 21, 47, 16, negative
7, 43, 301, 6.143, 0.319, 0.801, 1.41, 96, 241, 68, negative
7, 15, 105, 2.143, 0.343, 1.0, 1.64, 36, 105, 22, negative
7, 11, 77, 1.571, 0.377, 0.961, 1.45, 29, 74, 20, negative
6, 11, 66, 1.833, 0.379, 0.818, 1.67, 25, 54, 15, negative
7, 23, 161, 3.286, 0.28, 0.783, 1.29, 45, 126, 35, negative
9, 24, 216, 2.667, 0.287, 0.912, 1.72, 62, 197, 36, negative
9, 52, 468, 5.778, 0.306, 0.718, 1.66, 143, 336, 86, negative
7, 45, 315, 6.429, 0.254, 0.708, 1.29, 80, 223, 62, negative
8, 48, 384, 6.0, 0.221, 0.557, 1.37, 85, 214, 62, negative
5, 43, 215, 8.6, 0.456, 1.0, 1.42, 98, 215, 69, negative
5, 28, 140, 5.6, 0.321, 0.95, 1.45, 45, 133, 31, negative
5, 6, 30, 1.2, 0.433, 1.0, 1.63, 13, 30, 8, negative
9, 18, 162, 2.0, 0.259, 0.71, 1.56, 42, 115, 27, negative
7, 10, 70, 1.429, 0.3, 0.771, 1.5, 21, 54, 14, negative
7, 33, 231, 4.714, 0.364, 0.753, 1.68, 84, 174, 50, negative
6, 16, 96, 2.667, 0.354, 1.0, 1.48, 34, 96, 23, negative
5, 7, 35, 1.4, 0.4, 0.943, 1.75, 14, 33, 8, negative
7, 37, 259, 5.286, 0.282, 0.772, 1.35, 73, 200, 54, negative
7, 15, 105, 2.143, 0.371, 0.829, 1.77, 39, 87, 22, negative
7, 20, 140, 2.857, 0.25, 0.593, 1.35, 35, 83, 26, negative
5, 43, 215, 8.6, 0.372, 0.888, 1.45, 80, 191, 55, negative
7, 11, 77, 1.571, 0.299, 1.0, 1.21, 23, 77, 19, negative
7, 30, 210, 4.286, 0.324, 0.948, 1.55, 68, 199, 44, negative
7, 11, 77, 1.571, 0.377, 1.0, 1.53, 29, 77, 19, negative
7, 18, 126, 2.571, 0.254, 0.841, 1.39, 32, 106, 23, negative
5, 23, 115, 4.6, 0.322, 1.0, 1.32, 37, 115, 28, negative
7, 18, 126, 2.571, 0.302, 0.984, 1.36, 38, 124, 28, negative
9, 107, 963, 11.889, 0.217, 0.842, 1.34, 209, 811, 156, negative
6, 33, 198, 5.5, 0.303, 0.874, 1.46, 60, 173, 41, negative
9, 14, 126, 1.556, 0.238, 0.897, 1.36, 30, 113, 22, negative
9, 50, 450, 5.556, 0.22, 0.691, 1.32, 99, 311, 75, negative
7, 23, 161, 3.286, 0.28, 0.826, 1.45, 45, 133, 31, negative
7, 23, 161, 3.286, 0.323, 0.839, 1.68, 52, 135, 31, negative
7, 14, 98, 2.0, 0.367, 0.786, 1.57, 36, 77, 23, negative
7, 11, 77, 1.571, 0.234, 0.675, 1.29, 18, 52, 14, negative
5, 9, 45, 1.8, 0.444, 0.956, 1.43, 20, 43, 14, negative
8, 19, 152, 2.375, 0.309, 0.98, 1.52, 47, 149, 31, negative
6, 7, 42, 1.167, 0.262, 0.929, 1.38, 11, 39, 8, negative
6, 29, 174, 4.833, 0.305, 0.966, 1.26, 53, 168, 42, negative
6, 5, 30, 0.833, 0.367, 0.867, 2.75, 11, 26, 4, negative
7, 23, 161, 3.286, 0.298, 0.876, 1.45, 48, 141, 33, negative
5, 10, 50, 2.0, 0.36, 1.0, 1.29, 18, 50, 14, negative
9, 53, 477, 5.889, 0.218, 0.591, 1.24, 104, 282, 84, negative
5, 6, 30, 1.2, 0.433, 0.9, 1.63, 13, 27, 8, negative
8, 398, 3184, 49.75, 0.279, 0.664, 1.7, 887, 2113, 521, negative
8, 15, 120, 1.875, 0.467, 0.783, 2.24, 56, 94, 25, negative
8, 48, 384, 6.0, 0.341, 0.737, 1.96, 131, 283, 67, negative
6, 7, 42, 1.167, 0.524, 1.0, 2.0, 22, 42, 11, negative
9, 36, 324, 4.0, 0.349, 0.707, 1.82, 113, 229, 62, negative
9, 35, 315, 3.889, 0.362, 0.825, 1.97, 114, 260, 58, negative
8, 28, 224, 3.5, 0.393, 0.759, 2.2, 88, 170, 40, negative
10, 25, 250, 2.5, 0.32, 0.648, 2.0, 80, 162, 40, negative
13, 5, 65, 0.385, 0.123, 0.538, 8.0, 8, 35, 1, positive
8, 10, 80, 1.25, 0.45, 0.988, 1.71, 36, 79, 21, negative
53, 48, 2544, 0.906, 0.181, 0.374, 4.69, 460, 951, 98, positive
8, 25, 200, 3.125, 0.385, 0.615, 2.75, 77, 123, 28, negative
8, 35, 280, 4.375, 0.443, 0.996, 2.14, 124, 279, 58, negative
10, 23, 230, 2.3, 0.361, 0.774, 2.44, 83, 178, 34, negative
9, 59, 531, 6.556, 0.348, 0.829, 2.26, 185, 440, 82, negative
27, 4, 108, 0.148, 0.333, 0.667, 2.57, 36, 72, 14, positive
9, 12, 108, 1.333, 0.37, 1.0, 2.0, 40, 108, 20, negative
11, 34, 374, 3.091, 0.324, 0.872, 2.47, 121, 326, 49, negative
8, 12, 96, 1.5, 0.417, 0.938, 2.0, 40, 90, 20, negative
8, 13, 104, 1.625, 0.529, 0.798, 2.89, 55, 83, 19, negative
10, 29, 290, 2.9, 0.383, 0.834, 2.47, 111, 242, 45, negative
7, 16, 112, 2.286, 0.446, 0.946, 2.0, 50, 106, 25, negative
21, 4, 84, 0.19, 0.31, 0.643, 3.71, 26, 54, 7, positive
12, 271, 3252, 22.583, 0.238, 0.571, 1.98, 773, 1857, 391, negative
2, 46, 92, 23.0, 0.511, 0.554, 47.0, 47, 51, 1, positive
1, 127, 127, 127.0, 0.646, 1.0, 13.67, 82, 127, 6, positive
9, 16, 144, 1.778, 0.375, 1.0, 2.08, 54, 144, 26, negative
8, 9, 72, 1.125, 0.403, 0.722, 1.93, 29, 52, 15, negative
11, 19, 209, 1.727, 0.378, 0.9, 1.93, 79, 188, 41, negative
10, 17, 170, 1.7, 0.382, 1.0, 2.41, 65, 170, 27, negative
5, 7, 35, 1.4, 0.2, 0.314, 7.0, 7, 11, 1, positive
21, 13, 273, 0.619, 0.168, 0.308, 2.3, 46, 84, 20, negative
25, 9, 225, 0.36, 0.187, 0.436, 2.47, 42, 98, 17, positive
10, 19, 190, 1.9, 0.379, 0.816, 2.12, 72, 155, 34, negative
9, 18, 162, 2.0, 0.414, 0.877, 2.31, 67, 142, 29, negative
10, 25, 250, 2.5, 0.384, 0.836, 2.46, 96, 209, 39, negative
8, 42, 336, 5.25, 0.414, 0.955, 1.88, 139, 321, 74, negative
6, 18, 108, 3.0, 0.5, 0.991, 2.45, 54, 107, 22, negative
6, 13, 78, 2.167, 0.551, 0.923, 2.53, 43, 72, 17, negative
12, 4, 48, 0.333, 0.292, 1.0, 2.0, 14, 48, 7, positive
10, 18, 180, 1.8, 0.389, 0.817, 1.89, 70, 147, 37, negative
9, 20, 180, 2.222, 0.367, 0.9, 2.2, 66, 162, 30, negative
53, 48, 2544, 0.906, 0.157, 0.269, 7.84, 400, 685, 51, positive
9, 9, 81, 1.0, 0.346, 0.877, 2.8, 28, 71, 10, negative
9, 4, 36, 0.444, 0.472, 0.861, 5.67, 17, 31, 3, negative
11, 25, 275, 2.273, 0.327, 0.84, 1.96, 90, 231, 46, negative
11, 45, 495, 4.091, 0.267, 0.733, 2.0, 132, 363, 66, negative
9, 25, 225, 2.778, 0.378, 0.938, 2.13, 85, 211, 40, negative
8, 56, 448, 7.0, 0.424, 0.942, 2.09, 190, 422, 91, negative
11, 134, 1474, 12.182, 0.286, 0.777, 2.36, 422, 1145, 179, negative
1, 19, 19, 19.0, 0.737, 1.0, 4.67, 14, 19, 3, positive
9, 240, 2160, 26.667, 0.259, 0.714, 1.66, 559, 1542, 336, negative
10, 11, 110, 1.1, 0.273, 0.927, 1.58, 30, 102, 19, negative
8, 7, 56, 0.875, 0.411, 1.0, 1.92, 23, 56, 12, negative
8, 29, 232, 3.625, 0.453, 0.996, 2.1, 105, 231, 50, negative
6, 18, 108, 3.0, 0.537, 0.981, 2.64, 58, 106, 22, negative
9, 244, 2196, 27.111, 0.237, 0.801, 1.59, 520, 1758, 327, negative
8, 34, 272, 4.25, 0.426, 0.985, 1.84, 116, 268, 63, negative
8, 25, 200, 3.125, 0.405, 0.755, 1.98, 81, 151, 41, negative
8, 10, 80, 1.25, 0.4, 0.825, 2.0, 32, 66, 16, negative
10, 271, 2710, 27.1, 0.239, 0.615, 1.94, 647, 1668, 333, negative
11, 272, 2992, 24.727, 0.279, 0.681, 1.97, 835, 2039, 423, negative
8, 10, 80, 1.25, 0.425, 0.913, 2.0, 34, 73, 17, negative
8, 12, 96, 1.5, 0.375, 0.792, 2.57, 36, 76, 14, negative
7, 17, 119, 2.429, 0.429, 0.748, 2.22, 51, 89, 23, negative
8, 6, 48, 0.75, 0.396, 0.813, 1.58, 19, 39, 12, negative
8, 38, 304, 4.75, 0.401, 0.747, 2.65, 122, 227, 46, negative
11, 25, 275, 2.273, 0.36, 0.909, 2.11, 99, 250, 47, negative
8, 12, 96, 1.5, 0.51, 0.844, 2.58, 49, 81, 19, negative
8, 35, 280, 4.375, 0.418, 0.929, 2.39, 117, 260, 49, negative
8, 7, 56, 0.875, 0.375, 1.0, 2.63, 21, 56, 8, negative
8, 16, 128, 2.0, 0.453, 0.68, 2.9, 58, 87, 20, negative
8, 36, 288, 4.5, 0.427, 1.0, 2.05, 123, 288, 60, negative
5, 4, 20, 0.8, 0.7, 0.8, 7.0, 14, 16, 2, negative
8, 38, 304, 4.75, 0.461, 0.803, 2.3, 140, 244, 61, negative
8, 4, 32, 0.5, 0.469, 0.719, 5.0, 15, 23, 3, negative
8, 18, 144, 2.25, 0.361, 0.944, 2.17, 52, 136, 24, negative
7, 26, 182, 3.714, 0.445, 0.978, 2.25, 81, 178, 36, negative
11, 271, 2981, 24.636, 0.278, 0.728, 1.99, 829, 2171, 417, negative
9, 47, 423, 5.222, 0.336, 0.891, 1.78, 142, 377, 80, negative
8, 27, 216, 3.375, 0.435, 0.963, 2.14, 94, 208, 44, negative
6, 33, 198, 5.5, 0.52, 0.995, 2.24, 103, 197, 46, negative
11, 261, 2871, 23.727, 0.257, 0.644, 2.01, 738, 1849, 368, negative
9, 26, 234, 2.889, 0.316, 0.88, 1.85, 74, 206, 40, negative
9, 16, 144, 1.778, 0.326, 0.792, 1.74, 47, 114, 27, negative
6, 14, 84, 2.333, 0.571, 1.0, 2.29, 48, 84, 21, negative
11, 54, 594, 4.909, 0.258, 0.736, 1.99, 153, 437, 77, negative
8, 14, 112, 1.75, 0.446, 0.973, 2.27, 50, 109, 22, negative
8, 7, 56, 0.875, 0.429, 1.0, 2.18, 24, 56, 11, negative
8, 12, 96, 1.5, 0.458, 0.927, 2.2, 44, 89, 20, negative
8, 21, 168, 2.625, 0.411, 0.994, 2.56, 69, 167, 27, negative
8, 12, 96, 1.5, 0.438, 1.0, 2.0, 42, 96, 21, negative
8, 26, 208, 3.25, 0.389, 1.0, 2.31, 81, 208, 35, negative
8, 16, 128, 2.0, 0.438, 0.891, 2.67, 56, 114, 21, negative
6, 8, 48, 1.333, 0.563, 0.958, 3.38, 27, 46, 8, negative
11, 213, 2343, 19.364, 0.264, 0.698, 1.95, 619, 1635, 317, negative
11, 61, 671, 5.545, 0.294, 0.735, 2.21, 197, 493, 89, negative
8, 19, 152, 2.375, 0.368, 1.0, 1.75, 56, 152, 32, negative
10, 64, 640, 6.4, 0.189, 0.4, 2.12, 121, 256, 57, negative
8, 47, 376, 5.875, 0.34, 0.753, 2.0, 128, 283, 64, negative
10, 19, 190, 1.9, 0.311, 1.0, 1.69, 59, 190, 35, negative
8, 22, 176, 2.75, 0.403, 1.0, 2.03, 71, 176, 35, negative
9, 7, 63, 0.778, 0.365, 0.937, 1.77, 23, 59, 13, negative
8, 7, 56, 0.875, 0.429, 1.0, 2.18, 24, 56, 11, negative
8, 12, 96, 1.5, 0.406, 0.896, 1.86, 39, 86, 21, negative
8, 16, 128, 2.0, 0.43, 1.0, 2.04, 55, 128, 27, negative
8, 26, 208, 3.25, 0.399, 0.976, 1.93, 83, 203, 43, negative
8, 12, 96, 1.5, 0.417, 0.969, 2.11, 40, 93, 19, negative
8, 31, 248, 3.875, 0.371, 0.782, 2.0, 92, 194, 46, negative
8, 12, 96, 1.5, 0.427, 0.875, 2.56, 41, 84, 16, negative
8, 37, 296, 4.625, 0.375, 0.922, 1.61, 111, 273, 69, negative
10, 44, 440, 4.4, 0.314, 0.623, 1.92, 138, 274, 72, negative
10, 40, 400, 4.0, 0.333, 0.783, 1.82, 133, 313, 73, negative
6, 14, 84, 2.333, 0.56, 0.929, 2.24, 47, 78, 21, negative
8, 50, 400, 6.25, 0.405, 0.993, 1.93, 162, 397, 84, negative
12, 261, 3132, 21.75, 0.207, 0.564, 1.81, 649, 1768, 358, negative
8, 19, 152, 2.375, 0.355, 0.954, 2.0, 54, 145, 27, negative
8, 57, 456, 7.125, 0.309, 0.838, 1.81, 141, 382, 78, negative
8, 27, 216, 3.375, 0.343, 0.778, 1.76, 74, 168, 42, negative
8, 8, 64, 1.0, 0.406, 0.953, 2.17, 26, 61, 12, negative
10, 16, 160, 1.6, 0.375, 0.769, 2.14, 60, 123, 28, negative
5, 7, 35, 1.4, 0.457, 1.0, 1.45, 16, 35, 11, negative
8, 42, 336, 5.25, 0.375, 0.899, 2.07, 126, 302, 61, negative
8, 76, 608, 9.5, 0.314, 0.711, 1.87, 191, 432, 102, negative
10, 15, 150, 1.5, 0.36, 0.813, 2.08, 54, 122, 26, negative
8, 64, 512, 8.0, 0.385, 0.912, 1.93, 197, 467, 102, negative
10, 32, 320, 3.2, 0.306, 0.788, 1.69, 98, 252, 58, negative
1, 25, 25, 25.0, 1.0, 1.0, 25.0, 25, 25, 1, negative
6, 146, 876, 24.333, 0.325, 0.691, 1.83, 285, 605, 156, negative
8, 14, 112, 1.75, 0.482, 0.759, 3.38, 54, 85, 16, negative
68, 34, 2312, 0.5, 0.224, 0.526, 2.44, 519, 1215, 213, positive
7, 7, 49, 1.0, 0.592, 0.959, 2.42, 29, 47, 12, negative
11, 53, 583, 4.818, 0.249, 0.734, 1.93, 145, 428, 75, negative
7, 2, 14, 0.286, 0.857, 0.857, 12.0, 12, 12, 1, negative
10, 11, 110, 1.1, 0.409, 0.955, 2.5, 45, 105, 18, negative
7, 2, 14, 0.286, 0.714, 0.714, 10.0, 10, 10, 1, negative
7, 15, 105, 2.143, 0.438, 0.895, 2.3, 46, 94, 20, negative
9, 20, 180, 2.222, 0.322, 0.717, 2.15, 58, 129, 27, negative
9, 13, 117, 1.444, 0.368, 1.0, 2.69, 43, 117, 16, negative
6, 13, 78, 2.167, 0.436, 0.756, 2.27, 34, 59, 15, negative
6, 17, 102, 2.833, 0.451, 0.745, 2.56, 46, 76, 18, negative
10, 23, 230, 2.3, 0.27, 0.648, 2.0, 62, 149, 31, negative
5, 14, 70, 2.8, 0.329, 0.5, 2.56, 23, 35, 9, negative
8, 16, 128, 2.0, 0.328, 0.969, 1.91, 42, 124, 22, negative
34, 25, 850, 0.735, 0.256, 0.534, 2.06, 218, 454, 106, positive
36, 43, 1548, 1.194, 0.117, 0.183, 3.07, 181, 283, 59, positive
8, 32, 256, 4.0, 0.395, 0.773, 2.1, 101, 198, 48, negative
8, 33, 264, 4.125, 0.375, 0.981, 1.6, 99, 259, 62, negative
11, 109, 1199, 9.909, 0.234, 0.62, 1.92, 281, 743, 146, negative
10, 57, 570, 5.7, 0.326, 0.695, 1.98, 186, 396, 94, negative
6, 8, 48, 1.333, 0.604, 0.896, 3.22, 29, 43, 9, negative
9, 2, 18, 0.222, 0.611, 0.722, 11.0, 11, 13, 1, positive
5, 2, 10, 0.4, 0.7, 0.7, 7.0, 7, 7, 1, negative
7, 35, 245, 5.0, 0.494, 1.0, 2.2, 121, 245, 55, negative
6, 26, 156, 4.333, 0.519, 0.955, 2.25, 81, 149, 36, negative
5, 22, 110, 4.4, 0.536, 0.909, 2.19, 59, 100, 27, negative
5, 19, 95, 3.8, 0.505, 0.8, 2.18, 48, 76, 22, negative
11, 54, 594, 4.909, 0.316, 0.697, 2.07, 188, 414, 91, negative
8, 35, 280, 4.375, 0.425, 0.843, 2.09, 119, 236, 57, negative
10, 16, 160, 1.6, 0.444, 1.0, 2.22, 71, 160, 32, negative
10, 51, 510, 5.1, 0.337, 0.773, 2.12, 172, 394, 81, negative
11, 127, 1397, 11.545, 0.266, 0.686, 2.23, 371, 959, 166, negative
7, 20, 140, 2.857, 0.464, 0.9, 2.71, 65, 126, 24, negative
9, 18, 162, 2.0, 0.321, 0.654, 2.26, 52, 106, 23, negative
10, 35, 350, 3.5, 0.311, 0.72, 1.88, 109, 252, 58, negative
8, 14, 112, 1.75, 0.438, 0.768, 2.23, 49, 86, 22, negative
8, 5, 40, 0.625, 0.375, 0.95, 2.14, 15, 38, 7, negative
8, 6, 48, 0.75, 0.333, 0.979, 1.78, 16, 47, 9, negative
10, 12, 120, 1.2, 0.333, 0.958, 1.82, 40, 115, 22, negative
10, 23, 230, 2.3, 0.348, 0.891, 2.22, 80, 205, 36, negative
5, 7, 35, 1.4, 0.571, 1.0, 2.5, 20, 35, 8, negative
8, 7, 56, 0.875, 0.482, 0.946, 2.7, 27, 53, 10, negative
8, 12, 96, 1.5, 0.396, 0.969, 1.81, 38, 93, 21, negative
8, 20, 160, 2.5, 0.394, 0.944, 2.25, 63, 151, 28, negative
7, 20, 140, 2.857, 0.436, 0.736, 2.35, 61, 103, 26, negative
6, 18, 108, 3.0, 0.444, 0.991, 1.71, 48, 107, 28, negative
10, 41, 410, 4.1, 0.278, 0.632, 1.93, 114, 259, 59, negative
8, 34, 272, 4.25, 0.357, 0.75, 1.87, 97, 204, 52, negative
8, 11, 88, 1.375, 0.477, 0.966, 2.0, 42, 85, 21, negative
8, 37, 296, 4.625, 0.334, 0.831, 1.87, 99, 246, 53, negative
8, 19, 152, 2.375, 0.421, 0.974, 1.83, 64, 148, 35, negative
8, 30, 240, 3.75, 0.342, 0.896, 2.0, 82, 215, 41, negative
8, 18, 144, 2.25, 0.438, 0.979, 2.74, 63, 141, 23, negative
10, 29, 290, 2.9, 0.29, 0.803, 1.83, 84, 233, 46, negative
10, 22, 220, 2.2, 0.309, 0.582, 2.34, 68, 128, 29, negative
9, 18, 162, 2.0, 0.327, 0.914, 1.89, 53, 148, 28, negative
10, 58, 580, 5.8, 0.3, 0.84, 2.17, 174, 487, 80, negative
9, 32, 288, 3.556, 0.33, 0.889, 1.79, 95, 256, 53, negative
8, 23, 184, 2.875, 0.462, 1.0, 1.89, 85, 184, 45, negative
7, 25, 175, 3.571, 0.434, 1.0, 1.81, 76, 175, 42, negative
5, 26, 130, 5.2, 0.523, 0.985, 1.89, 68, 128, 36, negative
10, 31, 310, 3.1, 0.339, 0.713, 2.14, 105, 221, 49, negative
6, 4, 24, 0.667, 0.583, 0.792, 3.5, 14, 19, 4, negative
8, 35, 280, 4.375, 0.396, 0.986, 1.88, 111, 276, 59, negative
7, 21, 147, 3.0, 0.313, 0.667, 2.09, 46, 98, 22, negative
9, 29, 261, 3.222, 0.318, 0.893, 1.73, 83, 233, 48, negative
6, 23, 138, 3.833, 0.377, 0.862, 2.36, 52, 119, 22, negative
11, 261, 2871, 23.727, 0.246, 0.638, 1.93, 707, 1833, 366, negative
8, 12, 96, 1.5, 0.521, 0.958, 2.5, 50, 92, 20, negative
7, 13, 91, 1.857, 0.429, 0.945, 2.05, 39, 86, 19, negative
7, 18, 126, 2.571, 0.397, 0.984, 1.79, 50, 124, 28, negative
7, 19, 133, 2.714, 0.451, 0.97, 2.73, 60, 129, 22, negative
8, 13, 104, 1.625, 0.365, 0.933, 1.65, 38, 97, 23, negative
7, 9, 63, 1.286, 0.365, 0.698, 1.64, 23, 44, 14, negative
7, 41, 287, 5.857, 0.422, 1.0, 1.73, 121, 287, 70, negative
5, 14, 70, 2.8, 0.543, 0.929, 2.0, 38, 65, 19, negative
8, 7, 56, 0.875, 0.518, 1.0, 2.64, 29, 56, 11, negative
11, 261, 2871, 23.727, 0.231, 0.596, 1.87, 662, 1711, 354, negative
8, 108, 864, 13.5, 0.348, 0.868, 1.65, 301, 750, 182, negative
8, 26, 208, 3.25, 0.24, 0.563, 2.5, 50, 117, 20, negative
8, 43, 344, 5.375, 0.34, 0.892, 1.83, 117, 307, 64, negative
8, 6, 48, 0.75, 0.417, 0.917, 2.22, 20, 44, 9, negative
7, 20, 140, 2.857, 0.429, 1.0, 1.94, 60, 140, 31, negative
10, 9, 90, 0.9, 0.344, 0.856, 1.72, 31, 77, 18, negative
10, 41, 410, 4.1, 0.266, 0.539, 1.98, 109, 221, 55, negative
10, 212, 2120, 21.2, 0.24, 0.61, 1.85, 508, 1293, 274, negative
7, 45, 315, 6.429, 0.381, 0.771, 2.22, 120, 243, 54, negative
6, 16, 96, 2.667, 0.49, 0.844, 1.96, 47, 81, 24, negative
8, 4, 32, 0.5, 0.406, 0.781, 2.17, 13, 25, 6, negative
7, 9, 63, 1.286, 0.397, 0.841, 2.78, 25, 53, 9, negative
8, 31, 248, 3.875, 0.347, 0.734, 1.79, 86, 182, 48, negative
10, 23, 230, 2.3, 0.37, 0.83, 2.3, 85, 191, 37, negative
