@relation page-blocks0
@attribute Height integer [1, 804]
@attribute Lenght integer [1, 553]
@attribute Area integer [7, 143993]
@attribute Eccen real [0.0070, 537.0]
@attribute P_black real [0.052, 1.0]
@attribute P_and real [0.062, 1.0]
@attribute Mean_tr real [1.0, 4955.0]
@attribute Blackpix integer [1, 33017]
@attribute Blackand integer [7, 46133]
@attribute Wb_trans integer [1, 3212]
@attribute Class {positive, negative}
@inputs Height, Lenght, Area, Eccen, P_black, P_and, Mean_tr, Blackpix, Blackand, Wb_trans
@outputs Class
@data
9, 46, 414, 5.111, 0.242, 0.737, 1.47, 100, 305, 68, negative
5, 3, 15, 0.6, 0.6, 0.867, 4.5, 9, 13, 2, negative
8, 26, 208, 3.25, 0.25, 0.808, 1.37, 52, 168, 38, negative
8, 27, 216, 3.375, 0.208, 0.852, 1.45, 45, 184, 31, negative
7, 18, 126, 2.571, 0.206, 0.651, 2.17, 26, 82, 12, negative
7, 9, 63, 1.286, 0.349, 0.905, 2.2, 22, 57, 10, negative
7, 4, 28, 0.571, 0.286, 0.964, 8.0, 8, 27, 1, negative
7, 6, 42, 0.857, 0.452, 1.0, 1.9, 19, 42, 10, negative
7, 7, 49, 1.0, 0.408, 0.857, 2.22, 20, 42, 9, negative
9, 22, 198, 2.444, 0.192, 0.697, 1.31, 38, 138, 29, negative
6, 22, 132, 3.667, 0.326, 1.0, 1.3, 43, 132, 33, negative
7, 16, 112, 2.286, 0.259, 0.705, 1.38, 29, 79, 21, negative
7, 11, 77, 1.571, 0.364, 0.922, 1.75, 28, 71, 16, negative
5, 14, 70, 2.8, 0.414, 0.943, 1.38, 29, 66, 21, negative
9, 37, 333, 4.111, 0.213, 0.706, 1.54, 71, 235, 46, negative
7, 11, 77, 1.571, 0.351, 0.922, 1.59, 27, 71, 17, negative
7, 66, 462, 9.429, 0.294, 0.924, 1.46, 136, 427, 93, negative
7, 9, 63, 1.286, 0.286, 0.968, 1.2, 18, 61, 15, negative
7, 15, 105, 2.143, 0.229, 0.981, 1.41, 24, 103, 17, negative
7, 11, 77, 1.571, 0.364, 1.0, 1.33, 28, 77, 21, negative
9, 55, 495, 6.111, 0.259, 0.699, 1.47, 128, 346, 87, negative
9, 41, 369, 4.556, 0.244, 0.661, 1.32, 90, 244, 68, negative
6, 49, 294, 8.167, 0.286, 0.694, 1.38, 84, 204, 61, negative
7, 13, 91, 1.857, 0.297, 0.857, 1.17, 27, 78, 23, negative
7, 7, 49, 1.0, 0.245, 1.0, 1.71, 12, 49, 7, negative
9, 21, 189, 2.333, 0.206, 0.778, 1.22, 39, 147, 32, negative
9, 32, 288, 3.556, 0.24, 0.913, 1.5, 69, 263, 46, negative
8, 16, 128, 2.0, 0.234, 0.922, 1.58, 30, 118, 19, negative
6, 10, 60, 1.667, 0.333, 0.75, 1.54, 20, 45, 13, negative
6, 25, 150, 4.167, 0.273, 0.787, 1.17, 41, 118, 35, negative
8, 11, 88, 1.375, 0.318, 1.0, 1.4, 28, 88, 20, negative
7, 43, 301, 6.143, 0.249, 0.807, 1.29, 75, 243, 58, negative
7, 38, 266, 5.429, 0.248, 0.955, 1.32, 66, 254, 50, negative
5, 7, 35, 1.4, 0.457, 1.0, 2.0, 16, 35, 8, negative
10, 47, 470, 4.7, 0.198, 0.781, 1.29, 93, 367, 72, negative
7, 27, 189, 3.857, 0.079, 0.175, 2.5, 15, 33, 6, negative
9, 47, 423, 5.222, 0.279, 0.773, 1.53, 118, 327, 77, negative
7, 7, 49, 1.0, 0.347, 0.98, 2.13, 17, 48, 8, negative
7, 11, 77, 1.571, 0.403, 0.974, 1.48, 31, 75, 21, negative
7, 11, 77, 1.571, 0.364, 0.727, 1.56, 28, 56, 18, negative
7, 23, 161, 3.286, 0.329, 0.845, 1.66, 53, 136, 32, negative
5, 19, 95, 3.8, 0.442, 0.937, 1.5, 42, 89, 28, negative
6, 6, 36, 1.0, 0.361, 1.0, 1.44, 13, 36, 9, negative
6, 7, 42, 1.167, 0.357, 0.762, 2.14, 15, 32, 7, negative
7, 9, 63, 1.286, 0.381, 0.857, 2.0, 24, 54, 12, negative
7, 14, 98, 2.0, 0.357, 0.969, 1.52, 35, 95, 23, negative
7, 11, 77, 1.571, 0.39, 0.792, 1.58, 30, 61, 19, negative
7, 20, 140, 2.857, 0.379, 1.0, 1.61, 53, 140, 33, negative
7, 51, 357, 7.286, 0.322, 0.784, 1.49, 115, 280, 77, negative
7, 39, 273, 5.571, 0.33, 0.853, 1.43, 90, 233, 63, negative
7, 17, 119, 2.429, 0.261, 0.95, 1.82, 31, 113, 17, negative
6, 13, 78, 2.167, 0.269, 0.667, 1.5, 21, 52, 14, negative
7, 21, 147, 3.0, 0.327, 0.912, 1.71, 48, 134, 28, negative
1, 14, 14, 14.0, 0.571, 1.0, 2.67, 8, 14, 3, negative
8, 26, 208, 3.25, 0.236, 0.779, 1.26, 49, 162, 39, negative
7, 7, 49, 1.0, 0.265, 0.796, 1.44, 13, 39, 9, negative
7, 17, 119, 2.429, 0.336, 0.908, 1.48, 40, 108, 27, negative
7, 24, 168, 3.429, 0.244, 0.774, 1.46, 41, 130, 28, negative
9, 30, 270, 3.333, 0.248, 0.937, 1.46, 67, 253, 46, negative
7, 5, 35, 0.714, 0.257, 1.0, 1.13, 9, 35, 8, negative
9, 72, 648, 8.0, 0.241, 0.548, 1.61, 156, 355, 97, negative
7, 32, 224, 4.571, 0.308, 0.777, 1.25, 69, 174, 55, negative
7, 43, 301, 6.143, 0.292, 0.85, 1.33, 88, 256, 66, negative
6, 11, 66, 1.833, 0.303, 0.97, 1.33, 20, 64, 15, negative
7, 11, 77, 1.571, 0.299, 1.0, 1.77, 23, 77, 13, negative
9, 43, 387, 4.778, 0.274, 0.605, 1.68, 106, 234, 63, negative
6, 10, 60, 1.667, 0.4, 0.967, 1.5, 24, 58, 16, negative
6, 11, 66, 1.833, 0.394, 0.955, 1.53, 26, 63, 17, negative
6, 13, 78, 2.167, 0.308, 1.0, 1.41, 24, 78, 17, negative
8, 16, 128, 2.0, 0.211, 0.672, 1.42, 27, 86, 19, negative
4, 20, 80, 5.0, 0.388, 0.925, 1.41, 31, 74, 22, negative
7, 46, 322, 6.571, 0.354, 0.994, 1.46, 114, 320, 78, negative
8, 17, 136, 2.125, 0.199, 0.603, 3.0, 27, 82, 9, negative
7, 14, 98, 2.0, 0.316, 0.847, 1.48, 31, 83, 21, negative
7, 19, 133, 2.714, 0.203, 0.406, 2.25, 27, 54, 12, negative
7, 20, 140, 2.857, 0.25, 0.657, 1.46, 35, 92, 24, negative
7, 24, 168, 3.429, 0.268, 0.708, 1.61, 45, 119, 28, negative
6, 44, 264, 7.333, 0.254, 0.689, 1.68, 67, 182, 40, negative
6, 19, 114, 3.167, 0.333, 0.93, 1.27, 38, 106, 30, negative
7, 21, 147, 3.0, 0.259, 0.837, 1.46, 38, 123, 26, negative
7, 11, 77, 1.571, 0.416, 0.818, 2.0, 32, 63, 16, negative
7, 9, 63, 1.286, 0.349, 0.746, 1.69, 22, 47, 13, negative
9, 22, 198, 2.444, 0.212, 0.763, 1.62, 42, 151, 26, negative
7, 51, 357, 7.286, 0.283, 0.91, 1.35, 101, 325, 75, negative
6, 26, 156, 4.333, 0.288, 0.679, 1.41, 45, 106, 32, negative
9, 28, 252, 3.111, 0.258, 0.607, 1.51, 65, 153, 43, negative
7, 20, 140, 2.857, 0.357, 0.7, 1.85, 50, 98, 27, negative
7, 11, 77, 1.571, 0.416, 0.974, 1.52, 32, 75, 21, negative
7, 23, 161, 3.286, 0.273, 0.839, 1.47, 44, 135, 30, negative
5, 17, 85, 3.4, 0.388, 0.859, 1.83, 33, 73, 18, negative
5, 40, 200, 8.0, 0.44, 0.935, 1.4, 88, 187, 63, negative
9, 39, 351, 4.333, 0.259, 0.695, 1.49, 91, 244, 61, negative
9, 26, 234, 2.889, 0.291, 0.795, 1.74, 68, 186, 39, negative
7, 17, 119, 2.429, 0.336, 0.874, 1.74, 40, 104, 23, negative
9, 34, 306, 3.778, 0.209, 0.493, 1.42, 64, 151, 45, negative
7, 59, 413, 8.429, 0.228, 0.659, 1.24, 94, 272, 76, negative
5, 32, 160, 6.4, 0.406, 1.0, 1.41, 65, 160, 46, negative
6, 12, 72, 2.0, 0.375, 0.944, 1.5, 27, 68, 18, negative
7, 44, 308, 6.286, 0.169, 0.455, 1.58, 52, 140, 33, negative
9, 86, 774, 9.556, 0.211, 0.517, 1.29, 163, 400, 126, negative
5, 27, 135, 5.4, 0.304, 0.889, 1.41, 41, 120, 29, negative
7, 26, 182, 3.714, 0.346, 0.725, 1.5, 63, 132, 42, negative
7, 36, 252, 5.143, 0.262, 0.671, 1.27, 66, 169, 52, negative
7, 10, 70, 1.429, 0.329, 0.814, 1.28, 23, 57, 18, negative
9, 11, 99, 1.222, 0.283, 0.939, 1.56, 28, 93, 18, negative
9, 16, 144, 1.778, 0.215, 0.764, 1.55, 31, 110, 20, negative
7, 47, 329, 6.714, 0.258, 0.763, 1.29, 85, 251, 66, negative
7, 9, 63, 1.286, 0.302, 0.841, 1.73, 19, 53, 11, negative
7, 17, 119, 2.429, 0.269, 0.899, 1.52, 32, 107, 21, negative
7, 11, 77, 1.571, 0.338, 0.883, 1.63, 26, 68, 16, negative
6, 23, 138, 3.833, 0.283, 0.891, 1.11, 39, 123, 35, negative
5, 11, 55, 2.2, 0.436, 0.891, 1.71, 24, 49, 14, negative
7, 13, 91, 1.857, 0.286, 0.868, 1.37, 26, 79, 19, negative
9, 201, 1809, 22.333, 0.152, 0.456, 1.27, 275, 825, 216, negative
9, 42, 378, 4.667, 0.198, 0.563, 1.15, 75, 213, 65, negative
9, 184, 1656, 20.444, 0.206, 0.659, 1.36, 341, 1091, 251, negative
5, 11, 55, 2.2, 0.4, 0.927, 1.57, 22, 51, 14, negative
7, 18, 126, 2.571, 0.27, 0.881, 1.36, 34, 111, 25, negative
7, 13, 91, 1.857, 0.407, 0.978, 1.76, 37, 89, 21, negative
5, 3, 15, 0.6, 0.6, 0.933, 3.0, 9, 14, 3, negative
7, 13, 91, 1.857, 0.275, 0.824, 1.32, 25, 75, 19, negative
10, 39, 390, 3.9, 0.285, 0.546, 1.91, 111, 213, 58, negative
8, 19, 152, 2.375, 0.382, 0.724, 1.93, 58, 110, 30, negative
8, 46, 368, 5.75, 0.34, 0.611, 1.79, 125, 225, 70, negative
8, 9, 72, 1.125, 0.319, 0.639, 2.09, 23, 46, 11, negative
9, 6, 54, 0.667, 0.407, 0.519, 5.5, 22, 28, 4, positive
10, 12, 120, 1.2, 0.208, 0.583, 1.67, 25, 70, 15, positive
8, 9, 72, 1.125, 0.375, 0.889, 1.8, 27, 64, 15, negative
8, 43, 344, 5.375, 0.398, 0.945, 1.69, 137, 325, 81, negative
10, 29, 290, 2.9, 0.307, 0.855, 1.85, 89, 248, 48, negative
10, 33, 330, 3.3, 0.321, 0.852, 2.47, 106, 281, 43, negative
8, 12, 96, 1.5, 0.427, 1.0, 1.64, 41, 96, 25, negative
8, 1, 8, 0.125, 0.875, 1.0, 7.0, 7, 8, 1, positive
16, 21, 336, 1.313, 0.095, 0.515, 1.6, 32, 173, 20, positive
8, 16, 128, 2.0, 0.477, 0.875, 2.44, 61, 112, 25, negative
11, 42, 462, 3.818, 0.292, 0.76, 1.93, 135, 351, 70, negative
29, 48, 1392, 1.655, 0.116, 0.268, 5.06, 162, 373, 32, positive
11, 57, 627, 5.182, 0.295, 0.719, 2.47, 185, 451, 75, negative
10, 79, 790, 7.9, 0.324, 0.671, 2.19, 256, 530, 117, negative
8, 9, 72, 1.125, 0.389, 0.736, 2.15, 28, 53, 13, negative
8, 36, 288, 4.5, 0.458, 0.875, 2.03, 132, 252, 65, negative
8, 19, 152, 2.375, 0.401, 0.98, 1.97, 61, 149, 31, negative
9, 39, 351, 4.333, 0.368, 0.729, 2.58, 129, 256, 50, negative
19, 47, 893, 2.474, 0.078, 0.112, 3.89, 70, 100, 18, positive
2, 9, 18, 4.5, 0.556, 0.556, 10.0, 10, 10, 1, positive
11, 22, 242, 2.0, 0.277, 0.731, 1.86, 67, 177, 36, negative
9, 15, 135, 1.667, 0.378, 0.963, 2.43, 51, 130, 21, negative
10, 33, 330, 3.3, 0.391, 0.982, 2.05, 129, 324, 63, negative
10, 6, 60, 0.6, 0.433, 1.0, 2.6, 26, 60, 10, negative
19, 13, 247, 0.684, 0.215, 0.551, 1.51, 53, 136, 35, negative
9, 91, 819, 10.111, 0.32, 0.773, 2.2, 262, 633, 119, negative
8, 23, 184, 2.875, 0.359, 0.94, 1.65, 66, 173, 40, negative
8, 4, 32, 0.5, 0.438, 0.594, 7.0, 14, 19, 2, positive
6, 5, 30, 0.833, 0.367, 1.0, 2.2, 11, 30, 5, positive
8, 23, 184, 2.875, 0.337, 0.783, 1.94, 62, 144, 32, negative
8, 34, 272, 4.25, 0.371, 0.765, 2.1, 101, 208, 48, negative
4, 11, 44, 2.75, 0.159, 0.932, 1.75, 7, 41, 4, positive
8, 36, 288, 4.5, 0.406, 1.0, 1.89, 117, 288, 62, negative
52, 48, 2496, 0.923, 0.138, 0.248, 7.67, 345, 619, 45, positive
11, 52, 572, 4.727, 0.28, 0.605, 2.05, 160, 346, 78, negative
10, 59, 590, 5.9, 0.269, 0.69, 1.81, 159, 407, 88, negative
8, 49, 392, 6.125, 0.406, 0.742, 1.81, 159, 291, 88, negative
9, 26, 234, 2.889, 0.385, 0.85, 1.88, 90, 199, 48, negative
8, 1, 8, 0.125, 1.0, 1.0, 8.0, 8, 8, 1, positive
11, 12, 132, 1.091, 0.455, 0.977, 2.22, 60, 129, 27, negative
9, 43, 387, 4.778, 0.344, 0.982, 1.82, 133, 380, 73, negative
7, 47, 329, 6.714, 0.38, 0.757, 2.31, 125, 249, 54, negative
11, 79, 869, 7.182, 0.321, 0.713, 2.11, 279, 620, 132, negative
4, 19, 76, 4.75, 0.276, 0.382, 5.25, 21, 29, 4, positive
11, 272, 2992, 24.727, 0.275, 0.743, 2.1, 824, 2222, 392, negative
8, 8, 64, 1.0, 0.391, 0.781, 2.78, 25, 50, 9, negative
9, 272, 2448, 30.222, 0.269, 0.763, 1.87, 659, 1868, 353, negative
9, 35, 315, 3.889, 0.33, 0.835, 2.0, 104, 263, 52, negative
8, 12, 96, 1.5, 0.385, 0.802, 2.18, 37, 77, 17, negative
6, 4, 24, 0.667, 0.667, 1.0, 8.0, 16, 24, 2, negative
9, 1, 9, 0.111, 1.0, 1.0, 9.0, 9, 9, 1, negative
8, 25, 200, 3.125, 0.37, 0.73, 2.06, 74, 146, 36, negative
8, 31, 248, 3.875, 0.411, 0.742, 2.04, 102, 184, 50, negative
8, 23, 184, 2.875, 0.38, 0.989, 1.75, 70, 182, 40, negative
8, 18, 144, 2.25, 0.403, 0.931, 1.81, 58, 134, 32, negative
8, 32, 256, 4.0, 0.367, 0.688, 2.47, 94, 176, 38, negative
11, 98, 1078, 8.909, 0.276, 0.602, 2.15, 297, 649, 138, negative
9, 35, 315, 3.889, 0.381, 0.806, 2.14, 120, 254, 56, negative
7, 38, 266, 5.429, 0.414, 0.846, 2.44, 110, 225, 45, negative
9, 16, 144, 1.778, 0.382, 0.743, 2.29, 55, 107, 24, negative
8, 24, 192, 3.0, 0.406, 0.818, 2.23, 78, 157, 35, negative
7, 31, 217, 4.429, 0.461, 0.991, 2.44, 100, 215, 41, negative
7, 5, 35, 0.714, 0.514, 0.8, 9.0, 18, 28, 2, negative
5, 18, 90, 3.6, 0.689, 1.0, 3.44, 62, 90, 18, negative
11, 13, 143, 1.182, 0.35, 0.783, 2.08, 50, 112, 24, negative
8, 10, 80, 1.25, 0.388, 0.913, 2.21, 31, 73, 14, negative
8, 16, 128, 2.0, 0.398, 0.828, 2.68, 51, 106, 19, negative
8, 16, 128, 2.0, 0.516, 1.0, 2.54, 66, 128, 26, negative
8, 9, 72, 1.125, 0.528, 0.958, 3.17, 38, 69, 12, negative
9, 17, 153, 1.889, 0.451, 0.941, 2.46, 69, 144, 28, negative
10, 48, 480, 4.8, 0.36, 0.863, 2.16, 173, 414, 80, negative
8, 15, 120, 1.875, 0.433, 0.975, 2.0, 52, 117, 26, negative
9, 23, 207, 2.556, 0.362, 0.831, 1.92, 75, 172, 39, negative
8, 12, 96, 1.5, 0.469, 0.948, 2.14, 45, 91, 21, negative
11, 272, 2992, 24.727, 0.283, 0.703, 1.97, 847, 2103, 431, negative
9, 20, 180, 2.222, 0.361, 0.7, 2.32, 65, 126, 28, negative
9, 29, 261, 3.222, 0.414, 0.966, 2.4, 108, 252, 45, negative
8, 20, 160, 2.5, 0.456, 1.0, 2.35, 73, 160, 31, negative
8, 18, 144, 2.25, 0.403, 0.896, 2.52, 58, 129, 23, negative
11, 245, 2695, 22.273, 0.252, 0.829, 1.86, 678, 2235, 365, negative
6, 36, 216, 6.0, 0.509, 0.991, 2.0, 110, 214, 55, negative
11, 60, 660, 5.455, 0.32, 0.608, 2.01, 211, 401, 105, negative
6, 9, 54, 1.5, 0.556, 1.0, 2.14, 30, 54, 14, negative
8, 8, 64, 1.0, 0.516, 1.0, 2.36, 33, 64, 14, negative
11, 25, 275, 2.273, 0.335, 0.931, 2.56, 92, 256, 36, negative
10, 32, 320, 3.2, 0.338, 0.816, 1.83, 108, 261, 59, negative
12, 271, 3252, 22.583, 0.232, 0.548, 1.93, 753, 1782, 390, negative
11, 96, 1056, 8.727, 0.277, 0.68, 1.83, 292, 718, 160, negative
10, 30, 300, 3.0, 0.307, 0.94, 1.96, 92, 282, 47, negative
8, 16, 128, 2.0, 0.43, 0.859, 2.2, 55, 110, 25, negative
8, 8, 64, 1.0, 0.344, 0.922, 1.83, 22, 59, 12, negative
8, 12, 96, 1.5, 0.458, 0.938, 2.59, 44, 90, 17, negative
10, 61, 610, 6.1, 0.305, 0.952, 1.98, 186, 581, 94, negative
6, 36, 216, 6.0, 0.495, 0.995, 1.91, 107, 215, 56, negative
11, 50, 550, 4.545, 0.255, 0.56, 1.89, 140, 308, 74, negative
9, 54, 486, 6.0, 0.391, 0.817, 1.98, 190, 397, 96, negative
10, 41, 410, 4.1, 0.312, 0.734, 1.94, 128, 301, 66, negative
10, 7, 70, 0.7, 0.329, 0.986, 1.77, 23, 69, 13, negative
8, 8, 64, 1.0, 0.438, 1.0, 2.33, 28, 64, 12, negative
11, 44, 484, 4.0, 0.314, 0.75, 1.92, 152, 363, 79, negative
11, 233, 2563, 21.182, 0.245, 0.677, 1.8, 629, 1734, 349, negative
7, 35, 245, 5.0, 0.408, 0.755, 2.38, 100, 185, 42, negative
8, 12, 96, 1.5, 0.438, 0.927, 2.1, 42, 89, 20, negative
8, 15, 120, 1.875, 0.375, 0.85, 1.88, 45, 102, 24, negative
8, 4, 32, 0.5, 0.438, 0.656, 4.67, 14, 21, 3, negative
10, 26, 260, 2.6, 0.3, 0.954, 1.59, 78, 248, 49, negative
8, 17, 136, 2.125, 0.36, 0.831, 1.96, 49, 113, 25, negative
8, 26, 208, 3.25, 0.346, 0.909, 1.85, 72, 189, 39, negative
8, 9, 72, 1.125, 0.361, 0.722, 1.86, 26, 52, 14, negative
8, 37, 296, 4.625, 0.392, 0.753, 1.93, 116, 223, 60, negative
11, 29, 319, 2.636, 0.32, 0.618, 2.22, 102, 197, 46, negative
6, 39, 234, 6.5, 0.393, 0.927, 1.77, 92, 217, 52, negative
8, 8, 64, 1.0, 0.391, 1.0, 2.5, 25, 64, 10, negative
6, 10, 60, 1.667, 0.433, 0.867, 1.86, 26, 52, 14, negative
10, 30, 300, 3.0, 0.3, 0.73, 2.14, 90, 219, 42, negative
10, 18, 180, 1.8, 0.294, 0.911, 1.89, 53, 164, 28, negative
7, 8, 56, 1.143, 0.429, 0.964, 1.85, 24, 54, 13, negative
8, 51, 408, 6.375, 0.306, 0.637, 1.95, 125, 260, 64, negative
9, 114, 1026, 12.667, 0.272, 0.741, 1.86, 279, 760, 150, negative
7, 14, 98, 2.0, 0.378, 0.969, 1.95, 37, 95, 19, negative
8, 30, 240, 3.75, 0.354, 0.75, 2.02, 85, 180, 42, negative
8, 5, 40, 0.625, 0.35, 0.6, 3.5, 14, 24, 4, negative
7, 7, 49, 1.0, 0.265, 0.612, 3.25, 13, 30, 4, negative
20, 39, 780, 1.95, 0.14, 0.405, 3.21, 109, 316, 34, positive
10, 15, 150, 1.5, 0.273, 0.947, 1.41, 41, 142, 29, negative
7, 6, 42, 0.857, 0.405, 0.929, 1.89, 17, 39, 9, negative
7, 8, 56, 1.143, 0.482, 1.0, 2.25, 27, 56, 12, negative
8, 29, 232, 3.625, 0.444, 1.0, 2.15, 103, 232, 48, negative
10, 7, 70, 0.7, 0.314, 0.857, 1.83, 22, 60, 12, negative
8, 28, 224, 3.5, 0.442, 0.795, 2.48, 99, 178, 40, negative
4, 3, 12, 0.75, 0.667, 0.917, 2.67, 8, 11, 3, negative
10, 10, 100, 1.0, 0.35, 0.89, 1.94, 35, 89, 18, negative
10, 30, 300, 3.0, 0.33, 0.843, 1.9, 99, 253, 52, negative
5, 13, 65, 2.6, 0.462, 0.677, 4.29, 30, 44, 7, negative
9, 14, 126, 1.556, 0.278, 1.0, 2.06, 35, 126, 17, negative
8, 4, 32, 0.5, 0.469, 0.719, 3.75, 15, 23, 4, negative
8, 24, 192, 3.0, 0.297, 0.865, 1.84, 57, 166, 31, negative
10, 39, 390, 3.9, 0.295, 0.908, 2.09, 115, 354, 55, negative
10, 61, 610, 6.1, 0.333, 0.954, 1.85, 203, 582, 110, negative
2, 14, 28, 7.0, 0.464, 0.536, 13.0, 13, 15, 1, positive
8, 14, 112, 1.75, 0.411, 0.991, 2.56, 46, 111, 18, negative
8, 40, 320, 5.0, 0.35, 0.906, 1.81, 112, 290, 62, negative
7, 20, 140, 2.857, 0.457, 0.857, 2.46, 64, 120, 26, negative
8, 16, 128, 2.0, 0.422, 0.852, 1.8, 54, 109, 30, negative
7, 20, 140, 2.857, 0.429, 0.993, 2.0, 60, 139, 30, negative
5, 26, 130, 5.2, 0.492, 0.785, 2.37, 64, 102, 27, negative
5, 14, 70, 2.8, 0.443, 0.743, 2.21, 31, 52, 14, negative
8, 14, 112, 1.75, 0.482, 0.679, 3.0, 54, 76, 18, negative
5, 23, 115, 4.6, 0.504, 0.783, 2.42, 58, 90, 24, negative
6, 26, 156, 4.333, 0.423, 0.769, 2.36, 66, 120, 28, negative
8, 71, 568, 8.875, 0.289, 0.574, 1.64, 164, 326, 100, negative
10, 14, 140, 1.4, 0.371, 0.886, 2.89, 52, 124, 18, negative
8, 30, 240, 3.75, 0.296, 0.863, 2.09, 71, 207, 34, negative
10, 79, 790, 7.9, 0.244, 0.742, 1.79, 193, 586, 108, negative
7, 5, 35, 0.714, 0.486, 0.943, 4.25, 17, 33, 4, negative
7, 25, 175, 3.571, 0.354, 0.606, 2.14, 62, 106, 29, negative
5, 5, 25, 1.0, 0.52, 1.0, 2.17, 13, 25, 6, negative
8, 59, 472, 7.375, 0.307, 0.775, 1.84, 145, 366, 79, negative
8, 33, 264, 4.125, 0.371, 0.795, 1.92, 98, 210, 51, negative
10, 18, 180, 1.8, 0.311, 0.706, 1.93, 56, 127, 29, negative
10, 18, 180, 1.8, 0.294, 0.883, 1.96, 53, 159, 27, negative
8, 15, 120, 1.875, 0.458, 0.908, 2.5, 55, 109, 22, negative
8, 6, 48, 0.75, 0.375, 0.896, 1.8, 18, 43, 10, negative
6, 4, 24, 0.667, 0.583, 1.0, 4.67, 14, 24, 3, negative
8, 19, 152, 2.375, 0.395, 0.704, 1.94, 60, 107, 31, negative
8, 39, 312, 4.875, 0.423, 0.955, 1.83, 132, 298, 72, negative
8, 23, 184, 2.875, 0.364, 0.967, 2.03, 67, 178, 33, negative
10, 46, 460, 4.6, 0.317, 0.683, 1.85, 146, 314, 79, negative
10, 28, 280, 2.8, 0.336, 0.85, 1.68, 94, 238, 56, negative
9, 14, 126, 1.556, 0.333, 0.897, 2.47, 42, 113, 17, negative
8, 5, 40, 0.625, 0.4, 1.0, 2.67, 16, 40, 6, negative
8, 23, 184, 2.875, 0.451, 0.832, 2.08, 83, 153, 40, negative
8, 12, 96, 1.5, 0.385, 0.948, 1.48, 37, 91, 25, negative
5, 14, 70, 2.8, 0.586, 0.943, 2.28, 41, 66, 18, negative
10, 262, 2620, 26.2, 0.274, 0.757, 1.8, 719, 1984, 399, negative
10, 260, 2600, 26.0, 0.282, 0.737, 1.78, 732, 1916, 412, negative
10, 262, 2620, 26.2, 0.29, 0.826, 1.76, 761, 2163, 432, negative
8, 7, 56, 0.875, 0.482, 0.946, 2.45, 27, 53, 11, negative
7, 41, 287, 5.857, 0.355, 0.857, 1.85, 102, 246, 55, negative
8, 30, 240, 3.75, 0.363, 0.85, 2.29, 87, 204, 38, negative
8, 12, 96, 1.5, 0.396, 0.99, 1.9, 38, 95, 20, negative
8, 18, 144, 2.25, 0.389, 0.931, 2.24, 56, 134, 25, negative
8, 19, 152, 2.375, 0.428, 0.961, 1.76, 65, 146, 37, negative
10, 38, 380, 3.8, 0.308, 0.632, 2.13, 117, 240, 55, negative
8, 12, 96, 1.5, 0.479, 1.0, 2.19, 46, 96, 21, negative
10, 34, 340, 3.4, 0.303, 0.815, 1.84, 103, 277, 56, negative
10, 26, 260, 2.6, 0.354, 0.769, 2.09, 92, 200, 44, negative
11, 261, 2871, 23.727, 0.251, 0.661, 2.0, 722, 1898, 361, negative
8, 40, 320, 5.0, 0.363, 0.806, 1.68, 116, 258, 69, negative
10, 262, 2620, 26.2, 0.281, 0.691, 1.89, 736, 1811, 390, negative
8, 23, 184, 2.875, 0.375, 0.88, 2.09, 69, 162, 33, negative
8, 10, 80, 1.25, 0.363, 0.913, 3.22, 29, 73, 9, negative
8, 12, 96, 1.5, 0.427, 0.906, 2.16, 41, 87, 19, negative
10, 9, 90, 0.9, 0.3, 0.778, 2.25, 27, 70, 12, negative
8, 50, 400, 6.25, 0.378, 0.915, 1.7, 151, 366, 89, negative
8, 15, 120, 1.875, 0.417, 0.925, 2.17, 50, 111, 23, negative
8, 35, 280, 4.375, 0.393, 0.918, 1.96, 110, 257, 56, negative
10, 34, 340, 3.4, 0.279, 0.8, 1.86, 95, 272, 51, negative
7, 12, 84, 1.714, 0.393, 0.69, 2.36, 33, 58, 14, negative
8, 24, 192, 3.0, 0.438, 0.839, 1.95, 84, 161, 43, negative
10, 31, 310, 3.1, 0.329, 0.952, 2.08, 102, 295, 49, negative
8, 80, 640, 10.0, 0.347, 0.933, 1.75, 222, 597, 127, negative
5, 8, 40, 1.6, 0.675, 0.975, 3.0, 27, 39, 9, negative
10, 52, 520, 5.2, 0.298, 0.752, 2.09, 155, 391, 74, negative
10, 242, 2420, 24.2, 0.26, 0.579, 2.08, 630, 1401, 303, negative
11, 262, 2882, 23.818, 0.242, 0.618, 1.91, 697, 1781, 364, negative
8, 14, 112, 1.75, 0.339, 0.884, 1.73, 38, 99, 22, negative
8, 17, 136, 2.125, 0.441, 0.978, 1.67, 60, 133, 36, negative
8, 23, 184, 2.875, 0.353, 0.826, 1.91, 65, 152, 34, negative
10, 31, 310, 3.1, 0.284, 0.835, 1.69, 88, 259, 52, negative
9, 29, 261, 3.222, 0.307, 0.648, 1.95, 80, 169, 41, negative
8, 50, 400, 6.25, 0.36, 0.728, 1.97, 144, 291, 73, negative
9, 18, 162, 2.0, 0.327, 0.765, 1.83, 53, 124, 29, negative
5, 7, 35, 1.4, 0.686, 1.0, 3.0, 24, 35, 8, negative
8, 25, 200, 3.125, 0.38, 0.795, 1.81, 76, 159, 42, negative
8, 52, 416, 6.5, 0.38, 0.88, 1.88, 158, 366, 84, negative
8, 22, 176, 2.75, 0.426, 1.0, 2.42, 75, 176, 31, negative
