@relation page-blocks0
@attribute Height integer [1, 804]
@attribute Lenght integer [1, 553]
@attribute Area integer [7, 143993]
@attribute Eccen real [0.0070, 537.0]
@attribute P_black real [0.052, 1.0]
@attribute P_and real [0.062, 1.0]
@attribute Mean_tr real [1.0, 4955.0]
@attribute Blackpix integer [1, 33017]
@attribute Blackand integer [7, 46133]
@attribute Wb_trans integer [1, 3212]
@attribute Class {positive, negative}
@inputs Height, Lenght, Area, Eccen, P_black, P_and, Mean_tr, Blackpix, Blackand, Wb_trans
@outputs Class
@data
7, 87, 609, 12.429, 0.232, 0.589, 1.27, 141, 359, 111, negative
10, 262, 2620, 26.2, 0.179, 0.606, 1.36, 469, 1587, 344, negative
10, 49, 490, 4.9, 0.196, 0.751, 1.26, 96, 368, 76, negative
9, 214, 1926, 23.778, 0.23, 0.748, 1.44, 443, 1440, 307, negative
8, 23, 184, 2.875, 0.31, 0.88, 1.84, 57, 162, 31, negative
7, 23, 161, 3.286, 0.329, 1.0, 1.39, 53, 161, 38, negative
7, 20, 140, 2.857, 0.364, 0.871, 1.46, 51, 122, 35, negative
10, 38, 380, 3.8, 0.195, 0.55, 1.48, 74, 209, 50, negative
7, 15, 105, 2.143, 0.314, 1.0, 1.57, 33, 105, 21, negative
7, 31, 217, 4.429, 0.276, 0.788, 1.25, 60, 171, 48, negative
7, 37, 259, 5.286, 0.305, 1.0, 1.46, 79, 259, 54, negative
7, 29, 203, 4.143, 0.365, 0.946, 2.0, 74, 192, 37, negative
7, 14, 98, 2.0, 0.337, 0.98, 1.83, 33, 96, 18, negative
6, 19, 114, 3.167, 0.36, 0.711, 1.58, 41, 81, 26, negative
7, 13, 91, 1.857, 0.374, 0.978, 1.79, 34, 89, 19, negative
7, 30, 210, 4.286, 0.305, 0.871, 1.64, 64, 183, 39, negative
7, 14, 98, 2.0, 0.378, 1.0, 1.95, 37, 98, 19, negative
7, 14, 98, 2.0, 0.337, 0.786, 1.38, 33, 77, 24, negative
7, 18, 126, 2.571, 0.365, 0.968, 2.0, 46, 122, 23, negative
6, 9, 54, 1.5, 0.296, 0.796, 1.23, 16, 43, 13, negative
6, 26, 156, 4.333, 0.34, 0.974, 1.33, 53, 152, 40, negative
9, 48, 432, 5.333, 0.273, 0.685, 1.42, 118, 296, 83, negative
7, 31, 217, 4.429, 0.313, 0.853, 1.58, 68, 185, 43, negative
6, 18, 108, 3.0, 0.306, 0.787, 1.32, 33, 85, 25, negative
7, 15, 105, 2.143, 0.333, 0.838, 1.46, 35, 88, 24, negative
6, 33, 198, 5.5, 0.247, 0.813, 1.2, 49, 161, 41, negative
9, 49, 441, 5.444, 0.222, 0.687, 1.27, 98, 303, 77, negative
7, 8, 56, 1.143, 0.357, 0.804, 2.0, 20, 45, 10, negative
7, 16, 112, 2.286, 0.339, 1.0, 1.41, 38, 112, 27, negative
7, 26, 182, 3.714, 0.302, 0.912, 1.53, 55, 166, 36, negative
9, 65, 585, 7.222, 0.222, 0.786, 1.35, 130, 460, 96, negative
7, 39, 273, 5.571, 0.253, 0.853, 1.33, 69, 233, 52, negative
7, 15, 105, 2.143, 0.229, 0.886, 1.6, 24, 93, 15, negative
7, 13, 91, 1.857, 0.363, 1.0, 1.94, 33, 91, 17, negative
7, 9, 63, 1.286, 0.333, 0.952, 1.4, 21, 60, 15, negative
7, 19, 133, 2.714, 0.286, 0.669, 1.36, 38, 89, 28, negative
7, 57, 399, 8.143, 0.273, 0.659, 1.3, 109, 263, 84, negative
7, 5, 35, 0.714, 0.371, 0.829, 1.86, 13, 29, 7, negative
7, 31, 217, 4.429, 0.318, 0.839, 1.35, 69, 182, 51, negative
7, 32, 224, 4.571, 0.268, 0.83, 1.28, 60, 186, 47, negative
7, 48, 336, 6.857, 0.268, 0.652, 1.61, 90, 219, 56, negative
7, 8, 56, 1.143, 0.268, 0.679, 1.15, 15, 38, 13, negative
7, 10, 70, 1.429, 0.286, 0.829, 1.33, 20, 58, 15, negative
7, 19, 133, 2.714, 0.346, 0.842, 1.77, 46, 112, 26, negative
8, 10, 80, 1.25, 0.238, 0.925, 1.73, 19, 74, 11, negative
7, 8, 56, 1.143, 0.357, 0.786, 1.54, 20, 44, 13, negative
7, 11, 77, 1.571, 0.299, 0.779, 1.64, 23, 60, 14, negative
7, 34, 238, 4.857, 0.273, 0.584, 1.55, 65, 139, 42, negative
7, 18, 126, 2.571, 0.286, 0.627, 1.57, 36, 79, 23, negative
5, 14, 70, 2.8, 0.457, 1.0, 1.52, 32, 70, 21, negative
7, 11, 77, 1.571, 0.312, 0.844, 1.33, 24, 65, 18, negative
7, 22, 154, 3.143, 0.247, 0.714, 1.23, 38, 110, 31, negative
7, 41, 287, 5.857, 0.328, 0.774, 1.42, 94, 222, 66, negative
7, 4, 28, 0.571, 0.25, 0.857, 1.75, 7, 24, 4, negative
7, 21, 147, 3.0, 0.32, 0.714, 1.68, 47, 105, 28, negative
7, 11, 77, 1.571, 0.364, 0.935, 1.4, 28, 72, 20, negative
10, 63, 630, 6.3, 0.184, 0.617, 1.4, 116, 389, 83, negative
7, 20, 140, 2.857, 0.229, 0.864, 1.19, 32, 121, 27, negative
7, 14, 98, 2.0, 0.265, 0.827, 1.18, 26, 81, 22, negative
6, 11, 66, 1.833, 0.364, 0.833, 1.6, 24, 55, 15, negative
6, 14, 84, 2.333, 0.274, 1.0, 1.28, 23, 84, 18, negative
6, 24, 144, 4.0, 0.292, 0.778, 1.35, 42, 112, 31, negative
7, 20, 140, 2.857, 0.329, 1.0, 1.48, 46, 140, 31, negative
7, 4, 28, 0.571, 0.393, 0.679, 3.67, 11, 19, 3, negative
8, 44, 352, 5.5, 0.284, 0.673, 1.43, 100, 237, 70, negative
7, 22, 154, 3.143, 0.325, 0.805, 1.32, 50, 124, 38, negative
7, 21, 147, 3.0, 0.388, 0.912, 1.84, 57, 134, 31, negative
7, 8, 56, 1.143, 0.393, 1.0, 1.69, 22, 56, 13, negative
9, 9, 81, 1.0, 0.272, 0.753, 1.38, 22, 61, 16, negative
9, 11, 99, 1.222, 0.253, 0.778, 1.92, 25, 77, 13, negative
7, 40, 280, 5.714, 0.311, 0.939, 1.43, 87, 263, 61, negative
6, 13, 78, 2.167, 0.333, 0.846, 1.37, 26, 66, 19, negative
4, 22, 88, 5.5, 0.432, 0.977, 1.46, 38, 86, 26, negative
7, 14, 98, 2.0, 0.347, 1.0, 2.0, 34, 98, 17, negative
9, 20, 180, 2.222, 0.233, 0.5, 1.62, 42, 90, 26, negative
8, 19, 152, 2.375, 0.178, 0.724, 1.5, 27, 110, 18, negative
8, 19, 152, 2.375, 0.184, 0.849, 1.47, 28, 129, 19, negative
7, 14, 98, 2.0, 0.327, 0.847, 1.45, 32, 83, 22, negative
7, 11, 77, 1.571, 0.364, 0.896, 1.47, 28, 69, 19, negative
10, 251, 2510, 25.1, 0.179, 0.515, 1.37, 449, 1293, 327, negative
7, 19, 133, 2.714, 0.278, 0.662, 1.37, 37, 88, 27, negative
8, 4, 32, 0.5, 0.25, 0.344, 8.0, 8, 11, 1, negative
9, 45, 405, 5.0, 0.259, 0.805, 1.4, 105, 326, 75, negative
9, 26, 234, 2.889, 0.175, 0.517, 1.37, 41, 121, 30, negative
5, 33, 165, 6.6, 0.376, 0.903, 1.44, 62, 149, 43, negative
7, 86, 602, 12.286, 0.294, 0.701, 1.69, 177, 422, 105, negative
7, 47, 329, 6.714, 0.286, 0.717, 1.4, 94, 236, 67, negative
7, 19, 133, 2.714, 0.331, 0.729, 1.69, 44, 97, 26, negative
7, 207, 1449, 29.571, 0.249, 0.771, 1.29, 361, 1117, 279, negative
8, 30, 240, 3.75, 0.242, 0.667, 1.35, 58, 160, 43, negative
7, 19, 133, 2.714, 0.338, 0.827, 1.67, 45, 110, 27, negative
7, 41, 287, 5.857, 0.307, 0.808, 1.52, 88, 232, 58, negative
4, 4, 16, 1.0, 0.563, 0.938, 4.5, 9, 15, 2, negative
7, 19, 133, 2.714, 0.398, 1.0, 1.71, 53, 133, 31, negative
7, 7, 49, 1.0, 0.347, 1.0, 1.42, 17, 49, 12, negative
9, 91, 819, 10.111, 0.206, 0.731, 1.37, 169, 599, 123, negative
5, 3, 15, 0.6, 0.533, 1.0, 2.67, 8, 15, 3, negative
7, 23, 161, 3.286, 0.329, 0.938, 1.39, 53, 151, 38, negative
6, 13, 78, 2.167, 0.359, 0.885, 1.65, 28, 69, 17, negative
7, 11, 77, 1.571, 0.364, 0.948, 1.47, 28, 73, 19, negative
9, 30, 270, 3.333, 0.285, 0.6, 1.51, 77, 162, 51, negative
7, 11, 77, 1.571, 0.364, 0.909, 1.75, 28, 70, 16, negative
6, 19, 114, 3.167, 0.289, 0.789, 1.38, 33, 90, 24, negative
7, 35, 245, 5.0, 0.269, 0.939, 1.32, 66, 230, 50, negative
9, 48, 432, 5.333, 0.257, 0.738, 1.41, 111, 319, 79, negative
5, 4, 20, 0.8, 0.5, 0.7, 10.0, 10, 14, 1, negative
10, 262, 2620, 26.2, 0.185, 0.655, 1.31, 484, 1715, 369, negative
7, 25, 175, 3.571, 0.371, 1.0, 1.63, 65, 175, 40, negative
9, 17, 153, 1.889, 0.307, 0.987, 1.38, 47, 151, 34, negative
8, 6, 48, 0.75, 0.375, 1.0, 1.64, 18, 48, 11, negative
5, 5, 25, 1.0, 0.28, 0.72, 1.75, 7, 18, 4, negative
7, 54, 378, 7.714, 0.286, 0.878, 1.4, 108, 332, 77, negative
7, 53, 371, 7.571, 0.299, 0.927, 1.29, 111, 344, 86, negative
7, 14, 98, 2.0, 0.337, 0.898, 1.94, 33, 88, 17, negative
7, 10, 70, 1.429, 0.314, 1.0, 1.29, 22, 70, 17, negative
6, 68, 408, 11.333, 0.257, 0.672, 1.15, 105, 274, 91, negative
6, 20, 120, 3.333, 0.333, 0.942, 1.21, 40, 113, 33, negative
6, 37, 222, 6.167, 0.306, 0.811, 1.42, 68, 180, 48, negative
5, 7, 35, 1.4, 0.457, 1.0, 1.45, 16, 35, 11, negative
8, 8, 64, 1.0, 0.234, 0.953, 2.5, 15, 61, 6, negative
7, 10, 70, 1.429, 0.286, 0.7, 1.25, 20, 49, 16, negative
9, 202, 1818, 22.444, 0.087, 0.254, 1.3, 158, 462, 122, negative
9, 19, 171, 2.111, 0.275, 0.643, 1.52, 47, 110, 31, negative
6, 17, 102, 2.833, 0.294, 0.863, 1.15, 30, 88, 26, negative
6, 5, 30, 0.833, 0.333, 0.833, 1.67, 10, 25, 6, negative
9, 39, 351, 4.333, 0.256, 0.698, 1.64, 90, 245, 55, negative
7, 11, 77, 1.571, 0.221, 0.922, 1.21, 17, 71, 14, negative
6, 10, 60, 1.667, 0.267, 0.55, 1.78, 16, 33, 9, negative
7, 21, 147, 3.0, 0.286, 0.857, 1.35, 42, 126, 31, negative
9, 44, 396, 4.889, 0.258, 0.604, 1.38, 102, 239, 74, negative
8, 10, 80, 1.25, 0.288, 0.813, 1.64, 23, 65, 14, negative
7, 19, 133, 2.714, 0.263, 0.662, 1.35, 35, 88, 26, negative
6, 20, 120, 3.333, 0.367, 0.967, 1.38, 44, 116, 32, negative
6, 44, 264, 7.333, 0.265, 0.811, 1.23, 70, 214, 57, negative
5, 43, 215, 8.6, 0.33, 0.819, 1.16, 71, 176, 61, negative
6, 10, 60, 1.667, 0.45, 0.85, 1.93, 27, 51, 14, negative
1, 65, 65, 65.0, 0.646, 1.0, 3.0, 42, 65, 14, positive
7, 8, 56, 1.143, 0.464, 0.768, 2.17, 26, 43, 12, negative
8, 10, 80, 1.25, 0.35, 1.0, 2.0, 28, 80, 14, negative
7, 34, 238, 4.857, 0.462, 0.941, 2.34, 110, 224, 47, negative
24, 18, 432, 0.75, 0.139, 0.377, 2.07, 60, 163, 29, positive
8, 26, 208, 3.25, 0.423, 0.851, 2.44, 88, 177, 36, negative
9, 37, 333, 4.111, 0.3, 0.694, 2.0, 100, 231, 50, negative
8, 30, 240, 3.75, 0.45, 0.788, 2.3, 108, 189, 47, negative
7, 11, 77, 1.571, 0.117, 0.494, 1.8, 9, 38, 5, positive
55, 48, 2640, 0.873, 0.142, 0.364, 4.26, 375, 960, 88, positive
8, 9, 72, 1.125, 0.431, 0.903, 2.07, 31, 65, 15, negative
8, 19, 152, 2.375, 0.388, 1.0, 1.74, 59, 152, 34, negative
8, 20, 160, 2.5, 0.506, 1.0, 2.45, 81, 160, 33, negative
8, 13, 104, 1.625, 0.49, 0.933, 2.32, 51, 97, 22, negative
8, 30, 240, 3.75, 0.433, 1.0, 2.12, 104, 240, 49, negative
10, 11, 110, 1.1, 0.473, 1.0, 2.48, 52, 110, 21, negative
10, 60, 600, 6.0, 0.365, 0.788, 2.35, 219, 473, 93, negative
6, 16, 96, 2.667, 0.49, 0.938, 2.14, 47, 90, 22, negative
10, 4, 40, 0.4, 0.35, 0.9, 1.75, 14, 36, 8, negative
8, 9, 72, 1.125, 0.319, 0.667, 2.3, 23, 48, 10, negative
8, 14, 112, 1.75, 0.455, 1.0, 1.96, 51, 112, 26, negative
9, 12, 108, 1.333, 0.389, 0.852, 2.33, 42, 92, 18, negative
8, 10, 80, 1.25, 0.438, 0.988, 1.94, 35, 79, 18, negative
17, 9, 153, 0.529, 0.209, 0.497, 1.88, 32, 76, 17, positive
5, 4, 20, 0.8, 0.45, 0.65, 4.5, 9, 13, 2, positive
8, 4, 32, 0.5, 0.375, 1.0, 1.5, 12, 32, 8, negative
10, 25, 250, 2.5, 0.392, 0.904, 2.09, 98, 226, 47, negative
10, 27, 270, 2.7, 0.367, 0.744, 2.02, 99, 201, 49, negative
10, 32, 320, 3.2, 0.334, 0.797, 2.1, 107, 255, 51, negative
8, 12, 96, 1.5, 0.417, 0.802, 2.11, 40, 77, 19, negative
11, 87, 957, 7.909, 0.253, 0.662, 1.89, 242, 634, 128, negative
27, 4, 108, 0.148, 0.38, 0.75, 2.56, 41, 81, 16, positive
9, 38, 342, 4.222, 0.371, 0.874, 1.87, 127, 299, 68, negative
6, 14, 84, 2.333, 0.571, 0.976, 2.4, 48, 82, 20, negative
10, 30, 300, 3.0, 0.427, 0.78, 2.78, 128, 234, 46, negative
8, 53, 424, 6.625, 0.33, 0.906, 2.09, 140, 384, 67, negative
8, 12, 96, 1.5, 0.583, 0.896, 2.8, 56, 86, 20, negative
6, 8, 48, 1.333, 0.646, 0.917, 3.1, 31, 44, 10, negative
1, 47, 47, 47.0, 1.0, 1.0, 47.0, 47, 47, 1, positive
1, 17, 17, 17.0, 1.0, 1.0, 17.0, 17, 17, 1, positive
11, 11, 121, 1.0, 0.388, 0.818, 2.24, 47, 99, 21, negative
10, 9, 90, 0.9, 0.344, 0.889, 2.82, 31, 80, 11, negative
8, 37, 296, 4.625, 0.375, 0.753, 2.22, 111, 223, 50, negative
8, 25, 200, 3.125, 0.365, 0.73, 1.83, 73, 146, 40, negative
9, 25, 225, 2.778, 0.32, 0.707, 2.25, 72, 159, 32, negative
8, 8, 64, 1.0, 0.484, 1.0, 3.44, 31, 64, 9, negative
8, 25, 200, 3.125, 0.515, 0.815, 2.64, 103, 163, 39, negative
10, 13, 130, 1.3, 0.385, 0.823, 2.0, 50, 107, 25, negative
8, 8, 64, 1.0, 0.5, 1.0, 2.91, 32, 64, 11, negative
9, 20, 180, 2.222, 0.35, 0.728, 1.91, 63, 131, 33, negative
9, 34, 306, 3.778, 0.386, 0.706, 2.41, 118, 216, 49, negative
10, 67, 670, 6.7, 0.321, 0.81, 2.29, 215, 543, 94, negative
8, 36, 288, 4.5, 0.427, 0.924, 1.98, 123, 266, 62, negative
8, 13, 104, 1.625, 0.49, 0.913, 2.68, 51, 95, 19, negative
8, 15, 120, 1.875, 0.5, 1.0, 2.14, 60, 120, 28, negative
11, 12, 132, 1.091, 0.295, 0.818, 3.0, 39, 108, 13, negative
8, 21, 168, 2.625, 0.411, 0.786, 2.23, 69, 132, 31, negative
8, 7, 56, 0.875, 0.446, 0.768, 3.13, 25, 43, 8, negative
11, 91, 1001, 8.273, 0.286, 0.597, 2.33, 286, 598, 123, negative
10, 19, 190, 1.9, 0.337, 0.911, 2.0, 64, 173, 32, negative
5, 7, 35, 1.4, 0.6, 0.886, 3.5, 21, 31, 6, negative
6, 32, 192, 5.333, 0.417, 0.964, 2.11, 80, 185, 38, negative
10, 53, 530, 5.3, 0.306, 0.889, 1.84, 162, 471, 88, negative
10, 27, 270, 2.7, 0.344, 0.804, 2.38, 93, 217, 39, negative
8, 22, 176, 2.75, 0.392, 0.915, 2.56, 69, 161, 27, negative
11, 122, 1342, 11.091, 0.256, 0.656, 1.94, 344, 881, 177, negative
9, 49, 441, 5.444, 0.306, 0.773, 1.82, 135, 341, 74, negative
8, 42, 336, 5.25, 0.369, 1.0, 1.85, 124, 336, 67, negative
10, 54, 540, 5.4, 0.319, 0.824, 1.83, 172, 445, 94, negative
10, 37, 370, 3.7, 0.324, 0.692, 1.85, 120, 256, 65, negative
9, 41, 369, 4.556, 0.374, 0.881, 2.26, 138, 325, 61, negative
12, 261, 3132, 21.75, 0.223, 0.578, 1.92, 698, 1810, 364, negative
9, 20, 180, 2.222, 0.361, 0.872, 1.86, 65, 157, 35, negative
8, 12, 96, 1.5, 0.385, 0.688, 1.95, 37, 66, 19, negative
11, 42, 462, 3.818, 0.284, 0.654, 1.93, 131, 302, 68, negative
8, 14, 112, 1.75, 0.375, 0.839, 2.1, 42, 94, 20, negative
8, 28, 224, 3.5, 0.46, 0.79, 2.58, 103, 177, 40, negative
7, 33, 231, 4.714, 0.385, 0.922, 2.23, 89, 213, 40, negative
8, 43, 344, 5.375, 0.343, 0.977, 1.71, 118, 336, 69, negative
6, 7, 42, 1.167, 0.5, 0.976, 2.1, 21, 41, 10, negative
10, 35, 350, 3.5, 0.326, 0.583, 2.24, 114, 204, 51, negative
9, 10, 90, 1.111, 0.344, 0.789, 2.07, 31, 71, 15, negative
9, 28, 252, 3.111, 0.317, 0.976, 1.95, 80, 246, 41, negative
8, 13, 104, 1.625, 0.365, 0.808, 1.9, 38, 84, 20, negative
10, 44, 440, 4.4, 0.318, 0.87, 1.75, 140, 383, 80, negative
8, 52, 416, 6.5, 0.325, 0.877, 1.75, 135, 365, 77, negative
7, 15, 105, 2.143, 0.4, 0.752, 1.83, 42, 79, 23, negative
7, 35, 245, 5.0, 0.339, 0.833, 1.93, 83, 204, 43, negative
7, 26, 182, 3.714, 0.396, 1.0, 2.0, 72, 182, 36, negative
6, 21, 126, 3.5, 0.246, 0.254, 31.0, 31, 32, 1, positive
6, 221, 1326, 36.833, 0.268, 0.536, 1.95, 356, 711, 183, negative
5, 10, 50, 2.0, 0.5, 0.84, 2.08, 25, 42, 12, negative
11, 261, 2871, 23.727, 0.233, 0.637, 1.75, 668, 1830, 381, negative
10, 155, 1550, 15.5, 0.275, 0.803, 1.85, 427, 1244, 231, negative
8, 24, 192, 3.0, 0.417, 0.953, 1.9, 80, 183, 42, negative
7, 19, 133, 2.714, 0.398, 0.88, 1.83, 53, 117, 29, negative
10, 13, 130, 1.3, 0.285, 0.885, 1.61, 37, 115, 23, negative
10, 37, 370, 3.7, 0.327, 0.954, 1.83, 121, 353, 66, negative
3, 3, 9, 1.0, 0.778, 0.778, 7.0, 7, 7, 1, negative
10, 72, 720, 7.2, 0.292, 0.667, 1.81, 210, 480, 116, negative
10, 34, 340, 3.4, 0.321, 0.853, 2.02, 109, 290, 54, negative
8, 9, 72, 1.125, 0.375, 0.681, 1.69, 27, 49, 16, negative
5, 15, 75, 3.0, 0.507, 0.787, 3.17, 38, 59, 12, negative
5, 12, 60, 2.4, 0.467, 0.6, 4.67, 28, 36, 6, negative
9, 41, 369, 4.556, 0.336, 0.694, 1.91, 124, 256, 65, negative
5, 20, 100, 4.0, 0.47, 0.73, 2.35, 47, 73, 20, negative
6, 9, 54, 1.5, 0.37, 0.722, 2.0, 20, 39, 10, negative
9, 42, 378, 4.667, 0.312, 0.889, 1.97, 118, 336, 60, negative
9, 40, 360, 4.444, 0.344, 0.683, 2.07, 124, 246, 60, negative
7, 34, 238, 4.857, 0.403, 0.849, 1.81, 96, 202, 53, negative
9, 91, 819, 10.111, 0.161, 0.44, 1.86, 132, 360, 71, negative
8, 12, 96, 1.5, 0.375, 0.927, 1.8, 36, 89, 20, negative
7, 20, 140, 2.857, 0.493, 0.979, 1.82, 69, 137, 38, negative
8, 12, 96, 1.5, 0.531, 0.813, 2.83, 51, 78, 18, negative
9, 33, 297, 3.667, 0.357, 0.63, 2.47, 106, 187, 43, negative
10, 29, 290, 2.9, 0.303, 0.731, 2.1, 88, 212, 42, negative
10, 16, 160, 1.6, 0.288, 0.744, 2.19, 46, 119, 21, negative
8, 12, 96, 1.5, 0.458, 0.667, 3.67, 44, 64, 12, negative
8, 9, 72, 1.125, 0.361, 0.819, 1.73, 26, 59, 15, negative
10, 28, 280, 2.8, 0.311, 0.957, 1.78, 87, 268, 49, negative
10, 36, 360, 3.6, 0.367, 0.789, 2.28, 132, 284, 58, negative
10, 16, 160, 1.6, 0.3, 1.0, 1.85, 48, 160, 26, negative
10, 15, 150, 1.5, 0.3, 1.0, 1.88, 45, 150, 24, negative
10, 74, 740, 7.4, 0.303, 0.708, 2.17, 224, 524, 103, negative
8, 9, 72, 1.125, 0.375, 0.736, 2.45, 27, 53, 11, negative
7, 7, 49, 1.0, 0.347, 0.633, 2.83, 17, 31, 6, negative
5, 14, 70, 2.8, 0.557, 0.871, 2.79, 39, 61, 14, negative
5, 20, 100, 4.0, 0.54, 0.95, 2.35, 54, 95, 23, negative
10, 41, 410, 4.1, 0.302, 0.69, 2.07, 124, 283, 60, negative
7, 6, 42, 0.857, 0.5, 1.0, 2.33, 21, 42, 9, negative
5, 10, 50, 2.0, 0.56, 0.96, 2.33, 28, 48, 12, negative
8, 24, 192, 3.0, 0.318, 0.974, 1.56, 61, 187, 39, negative
10, 66, 660, 6.6, 0.27, 0.638, 1.87, 178, 421, 95, negative
8, 13, 104, 1.625, 0.471, 1.0, 1.81, 49, 104, 27, negative
10, 10, 100, 1.0, 0.34, 0.93, 1.89, 34, 93, 18, negative
8, 16, 128, 2.0, 0.383, 0.742, 2.33, 49, 95, 21, negative
8, 25, 200, 3.125, 0.405, 0.865, 1.84, 81, 173, 44, negative
8, 8, 64, 1.0, 0.438, 0.813, 4.67, 28, 52, 6, negative
10, 262, 2620, 26.2, 0.288, 0.742, 1.79, 754, 1945, 421, negative
8, 20, 160, 2.5, 0.425, 1.0, 2.27, 68, 160, 30, negative
7, 20, 140, 2.857, 0.464, 1.0, 2.24, 65, 140, 29, negative
10, 45, 450, 4.5, 0.296, 0.558, 2.25, 133, 251, 59, negative
6, 14, 84, 2.333, 0.536, 1.0, 2.05, 45, 84, 22, negative
8, 60, 480, 7.5, 0.335, 0.915, 1.85, 161, 439, 87, negative
8, 14, 112, 1.75, 0.509, 0.768, 3.0, 57, 86, 19, negative
8, 33, 264, 4.125, 0.345, 0.886, 1.57, 91, 234, 58, negative
10, 46, 460, 4.6, 0.3, 0.604, 2.09, 138, 278, 66, negative
6, 10, 60, 1.667, 0.483, 0.933, 2.07, 29, 56, 14, negative
11, 261, 2871, 23.727, 0.243, 0.524, 1.93, 698, 1505, 361, negative
8, 24, 192, 3.0, 0.26, 0.672, 1.85, 50, 129, 27, negative
8, 33, 264, 4.125, 0.326, 0.848, 2.0, 86, 224, 43, negative
10, 262, 2620, 26.2, 0.273, 0.703, 1.83, 716, 1841, 391, negative
9, 52, 468, 5.778, 0.286, 0.652, 1.84, 134, 305, 73, negative
8, 9, 72, 1.125, 0.361, 0.792, 2.17, 26, 57, 12, negative
9, 4, 36, 0.444, 0.444, 1.0, 8.0, 16, 36, 2, negative
8, 61, 488, 7.625, 0.342, 0.875, 1.94, 167, 427, 86, negative
8, 20, 160, 2.5, 0.413, 0.981, 2.06, 66, 157, 32, negative
8, 16, 128, 2.0, 0.422, 0.992, 1.86, 54, 127, 29, negative
8, 22, 176, 2.75, 0.398, 0.818, 2.06, 70, 144, 34, negative
8, 70, 560, 8.75, 0.279, 0.727, 1.68, 156, 407, 93, negative
10, 40, 400, 4.0, 0.295, 0.68, 1.9, 118, 272, 62, negative
9, 30, 270, 3.333, 0.304, 0.711, 1.86, 82, 192, 44, negative
10, 54, 540, 5.4, 0.306, 0.689, 1.94, 165, 372, 85, negative
8, 19, 152, 2.375, 0.388, 0.809, 1.97, 59, 123, 30, negative
9, 15, 135, 1.667, 0.244, 0.83, 1.57, 33, 112, 21, negative
8, 9, 72, 1.125, 0.375, 0.986, 2.08, 27, 71, 13, negative
8, 17, 136, 2.125, 0.419, 0.956, 2.11, 57, 130, 27, negative
7, 38, 266, 5.429, 0.353, 0.902, 2.04, 94, 240, 46, negative
8, 5, 40, 0.625, 0.425, 1.0, 1.55, 17, 40, 11, negative
8, 9, 72, 1.125, 0.389, 0.708, 2.33, 28, 51, 12, negative
9, 56, 504, 6.222, 0.343, 0.706, 1.97, 173, 356, 88, negative
7, 14, 98, 2.0, 0.286, 1.0, 1.87, 28, 98, 15, negative
8, 7, 56, 0.875, 0.429, 1.0, 2.67, 24, 56, 9, negative
10, 52, 520, 5.2, 0.294, 0.675, 2.13, 153, 351, 72, negative
7, 18, 126, 2.571, 0.468, 1.0, 2.81, 59, 126, 21, negative
8, 12, 96, 1.5, 0.458, 0.865, 2.1, 44, 83, 21, negative
9, 64, 576, 7.111, 0.177, 0.479, 2.32, 102, 276, 44, negative
7, 4, 28, 0.571, 0.536, 1.0, 5.0, 15, 28, 3, negative
5, 15, 75, 3.0, 0.547, 0.947, 2.05, 41, 71, 20, negative
8, 24, 192, 3.0, 0.375, 0.964, 1.8, 72, 185, 40, negative
10, 34, 340, 3.4, 0.303, 0.8, 1.81, 103, 272, 57, negative
10, 157, 1570, 15.7, 0.233, 0.565, 1.65, 366, 887, 222, negative
5, 16, 80, 3.2, 0.563, 0.925, 2.65, 45, 74, 17, negative
8, 12, 96, 1.5, 0.396, 0.844, 2.11, 38, 81, 18, negative
7, 16, 112, 2.286, 0.438, 0.857, 2.04, 49, 96, 24, negative
6, 7, 42, 1.167, 0.452, 0.833, 2.11, 19, 35, 9, negative
10, 37, 370, 3.7, 0.33, 0.897, 2.0, 122, 332, 61, negative
10, 45, 450, 4.5, 0.282, 0.718, 1.84, 127, 323, 69, negative
10, 20, 200, 2.0, 0.375, 0.855, 2.27, 75, 171, 33, negative
9, 33, 297, 3.667, 0.36, 0.818, 2.02, 107, 243, 53, negative
11, 262, 2882, 23.818, 0.251, 0.677, 1.85, 722, 1951, 391, negative
8, 9, 72, 1.125, 0.278, 0.5, 2.86, 20, 36, 7, negative
7, 9, 63, 1.286, 0.429, 0.667, 3.0, 27, 42, 9, negative
8, 33, 264, 4.125, 0.375, 0.83, 1.9, 99, 219, 52, negative
8, 28, 224, 3.5, 0.397, 0.996, 2.07, 89, 223, 43, negative
8, 29, 232, 3.625, 0.341, 0.78, 1.93, 79, 181, 41, negative
7, 31, 217, 4.429, 0.461, 0.922, 2.13, 100, 200, 47, negative
10, 59, 590, 5.9, 0.251, 0.763, 1.7, 148, 450, 87, negative
10, 78, 780, 7.8, 0.255, 0.751, 1.76, 199, 586, 113, negative
8, 18, 144, 2.25, 0.174, 0.458, 2.5, 25, 66, 10, negative
8, 48, 384, 6.0, 0.354, 0.865, 1.89, 136, 332, 72, negative
8, 119, 952, 14.875, 0.337, 0.92, 1.7, 321, 876, 189, negative
8, 39, 312, 4.875, 0.304, 0.756, 1.38, 95, 236, 69, negative
7, 6, 42, 0.857, 0.357, 1.0, 1.67, 15, 42, 9, negative
7, 3, 21, 0.429, 0.571, 1.0, 4.0, 12, 21, 3, negative
7, 23, 161, 3.286, 0.348, 1.0, 1.37, 56, 161, 41, negative
