@relation abalone19
@attribute Sex {M, F, I}
@attribute Length real [0.075, 0.815]
@attribute Diameter real [0.055, 0.65]
@attribute Height real [0.0, 1.13]
@attribute Whole_weight real [0.0020, 2.8255]
@attribute Shucked_weight real [0.0010, 1.488]
@attribute Viscera_weight real [5.0E-4, 0.76]
@attribute Shell_weight real [0.0015, 1.005]
@attribute Class {positive, negative}
@inputs Sex, Length, Diameter, Height, Whole_weight, Shucked_weight, Viscera_weight, Shell_weight
@outputs Class
@data
I, 0.55, 0.425, 0.15, 0.639, 0.269, 0.1345, 0.217, negative
I, 0.56, 0.44, 0.13, 0.7235, 0.349, 0.149, 0.2, negative
I, 0.57, 0.43, 0.145, 0.833, 0.354, 0.144, 0.2815, negative
I, 0.57, 0.445, 0.155, 0.867, 0.3705, 0.1705, 0.28, negative
M, 0.575, 0.455, 0.165, 0.867, 0.3765, 0.1805, 0.268, negative
M, 0.575, 0.47, 0.185, 0.985, 0.3745, 0.2175, 0.355, negative
F, 0.575, 0.465, 0.195, 0.9965, 0.417, 0.247, 0.47, negative
F, 0.58, 0.435, 0.15, 0.834, 0.428, 0.1515, 0.23, negative
M, 0.58, 0.46, 0.155, 1.0335, 0.469, 0.2225, 0.295, negative
F, 0.6, 0.48, 0.18, 1.0645, 0.4495, 0.2455, 0.325, negative
F, 0.605, 0.48, 0.14, 0.991, 0.4735, 0.2345, 0.24, negative
F, 0.61, 0.485, 0.18, 1.2795, 0.5735, 0.2855, 0.355, negative
F, 0.62, 0.515, 0.155, 1.3255, 0.6685, 0.2605, 0.335, negative
M, 0.62, 0.48, 0.15, 1.266, 0.6285, 0.2575, 0.309, negative
M, 0.63, 0.495, 0.175, 1.2695, 0.605, 0.271, 0.328, negative
M, 0.64, 0.515, 0.18, 1.247, 0.5475, 0.2925, 0.3685, negative
M, 0.645, 0.5, 0.175, 1.3375, 0.554, 0.308, 0.415, negative
M, 0.65, 0.505, 0.19, 1.274, 0.59, 0.23, 0.391, negative
F, 0.655, 0.505, 0.19, 1.3485, 0.5935, 0.2745, 0.425, negative
F, 0.67, 0.52, 0.19, 1.32, 0.5235, 0.3095, 0.4275, negative
F, 0.68, 0.51, 0.2, 1.6075, 0.714, 0.339, 0.4705, negative
M, 0.7, 0.565, 0.175, 1.8565, 0.8445, 0.3935, 0.54, negative
F, 0.7, 0.535, 0.175, 1.773, 0.6805, 0.48, 0.512, negative
F, 0.725, 0.565, 0.21, 2.1425, 1.03, 0.487, 0.503, negative
F, 0.75, 0.565, 0.215, 1.938, 0.7735, 0.4825, 0.575, negative
M, 0.775, 0.63, 0.25, 2.7795, 1.3485, 0.76, 0.578, negative
I, 0.375, 0.245, 0.1, 0.394, 0.166, 0.091, 0.1125, negative
I, 0.455, 0.335, 0.105, 0.422, 0.229, 0.0865, 0.1, negative
M, 0.465, 0.36, 0.115, 0.5795, 0.295, 0.1395, 0.12, negative
I, 0.485, 0.365, 0.105, 0.5205, 0.195, 0.123, 0.182, negative
M, 0.485, 0.37, 0.155, 0.968, 0.419, 0.2455, 0.2365, negative
M, 0.515, 0.35, 0.155, 0.9225, 0.4185, 0.198, 0.273, negative
I, 0.535, 0.385, 0.18, 1.0835, 0.4955, 0.2295, 0.304, negative
F, 0.655, 0.52, 0.2, 1.5475, 0.713, 0.314, 0.466, negative
F, 0.665, 0.515, 0.185, 1.3405, 0.5595, 0.293, 0.4375, negative
F, 0.705, 0.545, 0.18, 1.5395, 0.6075, 0.3675, 0.4645, negative
I, 0.24, 0.18, 0.055, 0.0555, 0.0235, 0.013, 0.018, negative
I, 0.34, 0.26, 0.085, 0.1885, 0.0815, 0.0335, 0.06, negative
I, 0.365, 0.27, 0.085, 0.197, 0.0815, 0.0325, 0.065, negative
I, 0.39, 0.31, 0.105, 0.2665, 0.1185, 0.0525, 0.081, negative
I, 0.415, 0.31, 0.095, 0.311, 0.1125, 0.0625, 0.115, negative
I, 0.43, 0.34, 0.1, 0.3405, 0.1395, 0.0665, 0.12, negative
I, 0.485, 0.37, 0.115, 0.457, 0.1885, 0.0965, 0.15, negative
I, 0.495, 0.375, 0.14, 0.494, 0.181, 0.0975, 0.191, negative
I, 0.5, 0.38, 0.11, 0.5605, 0.28, 0.106, 0.15, negative
F, 0.51, 0.4, 0.12, 0.7005, 0.347, 0.1105, 0.195, negative
I, 0.515, 0.42, 0.15, 0.6725, 0.2555, 0.1335, 0.235, negative
I, 0.52, 0.415, 0.14, 0.6375, 0.308, 0.1335, 0.168, negative
I, 0.53, 0.43, 0.14, 0.677, 0.298, 0.0965, 0.23, negative
M, 0.555, 0.41, 0.125, 0.599, 0.2345, 0.1465, 0.194, negative
I, 0.555, 0.45, 0.175, 0.738, 0.304, 0.1755, 0.22, negative
M, 0.575, 0.445, 0.145, 0.876, 0.3795, 0.1615, 0.27, negative
I, 0.575, 0.45, 0.135, 0.8715, 0.45, 0.162, 0.225, negative
I, 0.575, 0.45, 0.135, 0.8245, 0.3375, 0.2115, 0.239, negative
F, 0.575, 0.43, 0.155, 0.7955, 0.3485, 0.1925, 0.22, negative
F, 0.58, 0.45, 0.195, 0.8265, 0.4035, 0.173, 0.225, negative
I, 0.58, 0.44, 0.145, 0.7905, 0.3525, 0.1645, 0.242, negative
M, 0.58, 0.44, 0.16, 0.8295, 0.3365, 0.2005, 0.2485, negative
F, 0.625, 0.52, 0.18, 1.354, 0.4845, 0.351, 0.375, negative
M, 0.635, 0.525, 0.16, 1.195, 0.5435, 0.246, 0.335, negative
M, 0.635, 0.515, 0.165, 1.229, 0.5055, 0.2975, 0.3535, negative
F, 0.64, 0.515, 0.165, 1.3115, 0.4945, 0.2555, 0.41, negative
I, 0.64, 0.49, 0.135, 1.1, 0.488, 0.2505, 0.2925, negative
F, 0.655, 0.515, 0.18, 1.412, 0.6195, 0.2485, 0.497, negative
M, 0.66, 0.51, 0.175, 1.218, 0.5055, 0.303, 0.37, negative
M, 0.685, 0.535, 0.155, 1.3845, 0.6615, 0.2145, 0.4075, negative
M, 0.7, 0.55, 0.195, 1.6245, 0.675, 0.347, 0.535, negative
F, 0.725, 0.57, 0.205, 1.6195, 0.744, 0.315, 0.488, negative
I, 0.36, 0.27, 0.085, 0.2185, 0.1065, 0.038, 0.062, negative
I, 0.405, 0.25, 0.09, 0.2875, 0.128, 0.063, 0.0805, negative
M, 0.45, 0.33, 0.105, 0.4955, 0.2575, 0.082, 0.129, negative
I, 0.46, 0.35, 0.11, 0.4675, 0.2125, 0.099, 0.1375, negative
M, 0.545, 0.44, 0.14, 0.8395, 0.356, 0.1905, 0.2385, negative
F, 0.6, 0.45, 0.14, 0.837, 0.37, 0.177, 0.2425, negative
F, 0.625, 0.515, 0.18, 1.3485, 0.5255, 0.252, 0.3925, negative
I, 0.285, 0.215, 0.07, 0.1075, 0.051, 0.0225, 0.027, negative
I, 0.32, 0.255, 0.085, 0.1745, 0.072, 0.033, 0.057, negative
I, 0.42, 0.315, 0.115, 0.355, 0.1895, 0.065, 0.087, negative
M, 0.46, 0.345, 0.12, 0.4935, 0.2435, 0.1175, 0.132, negative
M, 0.465, 0.36, 0.11, 0.4955, 0.2665, 0.085, 0.121, negative
M, 0.5, 0.39, 0.135, 0.7815, 0.361, 0.1575, 0.2385, negative
F, 0.5, 0.38, 0.14, 0.6355, 0.277, 0.143, 0.1785, negative
M, 0.55, 0.41, 0.13, 0.8705, 0.4455, 0.2115, 0.213, negative
M, 0.58, 0.45, 0.12, 0.8685, 0.418, 0.1475, 0.2605, negative
F, 0.585, 0.485, 0.15, 1.079, 0.4145, 0.2115, 0.356, negative
M, 0.65, 0.5, 0.14, 1.238, 0.6165, 0.2355, 0.32, negative
F, 0.705, 0.57, 0.185, 1.761, 0.747, 0.3725, 0.488, negative
M, 0.72, 0.585, 0.22, 1.914, 0.9155, 0.448, 0.479, negative
M, 0.53, 0.425, 0.13, 0.7455, 0.2995, 0.1355, 0.245, negative
F, 0.4, 0.31, 0.115, 0.3465, 0.1475, 0.0695, 0.115, negative
F, 0.675, 0.55, 0.18, 1.6885, 0.562, 0.3705, 0.6, negative
I, 0.455, 0.355, 0.08, 0.452, 0.2165, 0.0995, 0.125, negative
M, 0.525, 0.405, 0.13, 0.7185, 0.3265, 0.1975, 0.175, negative
I, 0.455, 0.37, 0.125, 0.433, 0.201, 0.1265, 0.145, negative
F, 0.5, 0.4, 0.125, 0.5765, 0.2395, 0.126, 0.185, negative
M, 0.585, 0.455, 0.14, 0.97, 0.462, 0.185, 0.295, negative
F, 0.44, 0.33, 0.115, 0.4005, 0.143, 0.113, 0.12, negative
F, 0.59, 0.455, 0.175, 0.966, 0.391, 0.2455, 0.31, negative
M, 0.68, 0.53, 0.205, 1.496, 0.5825, 0.337, 0.465, negative
F, 0.45, 0.36, 0.125, 0.5065, 0.222, 0.105, 0.16, negative
M, 0.465, 0.35, 0.12, 0.5205, 0.2015, 0.1625, 0.185, negative
F, 0.745, 0.585, 0.19, 1.966, 0.8435, 0.437, 0.5855, negative
F, 0.4, 0.3, 0.115, 0.3025, 0.1335, 0.0465, 0.0935, negative
I, 0.28, 0.2, 0.075, 0.1225, 0.0545, 0.0115, 0.035, negative
F, 0.64, 0.51, 0.2, 1.3905, 0.61, 0.3315, 0.41, negative
M, 0.69, 0.55, 0.2, 1.8465, 0.732, 0.472, 0.57, positive
I, 0.38, 0.28, 0.085, 0.2735, 0.115, 0.061, 0.085, negative
I, 0.215, 0.15, 0.03, 0.0385, 0.0115, 0.0050, 0.01, negative
M, 0.535, 0.42, 0.165, 0.9195, 0.3355, 0.1985, 0.26, negative
M, 0.495, 0.4, 0.155, 0.8085, 0.2345, 0.1155, 0.35, negative
F, 0.52, 0.4, 0.125, 0.6865, 0.295, 0.1715, 0.185, negative
M, 0.58, 0.47, 0.165, 0.927, 0.3215, 0.1985, 0.315, negative
I, 0.37, 0.28, 0.09, 0.233, 0.0905, 0.0545, 0.07, negative
M, 0.57, 0.405, 0.16, 0.9245, 0.3445, 0.2185, 0.295, positive
M, 0.615, 0.48, 0.19, 1.36, 0.5305, 0.2375, 0.47, negative
F, 0.43, 0.325, 0.12, 0.445, 0.165, 0.0995, 0.155, negative
F, 0.55, 0.425, 0.145, 0.797, 0.297, 0.15, 0.265, negative
M, 0.59, 0.475, 0.155, 0.857, 0.356, 0.174, 0.28, negative
F, 0.47, 0.365, 0.12, 0.543, 0.2295, 0.1495, 0.15, negative
F, 0.645, 0.5, 0.2, 1.4285, 0.639, 0.305, 0.36, negative
F, 0.72, 0.575, 0.215, 2.226, 0.8955, 0.405, 0.62, negative
F, 0.6, 0.475, 0.18, 1.1805, 0.4345, 0.2475, 0.425, positive
I, 0.485, 0.415, 0.14, 0.5705, 0.25, 0.134, 0.185, negative
F, 0.495, 0.385, 0.13, 0.6905, 0.3125, 0.179, 0.175, negative
I, 0.325, 0.27, 0.1, 0.185, 0.08, 0.0435, 0.065, negative
F, 0.38, 0.3, 0.09, 0.3215, 0.1545, 0.075, 0.095, negative
F, 0.58, 0.455, 0.12, 0.94, 0.399, 0.257, 0.265, negative
F, 0.55, 0.415, 0.135, 0.775, 0.302, 0.179, 0.26, negative
I, 0.315, 0.24, 0.07, 0.137, 0.0545, 0.0315, 0.04, negative
M, 0.595, 0.47, 0.145, 0.991, 0.4035, 0.1505, 0.34, negative
M, 0.515, 0.42, 0.14, 0.769, 0.2505, 0.154, 0.29, negative
I, 0.48, 0.39, 0.145, 0.5825, 0.2315, 0.121, 0.255, negative
F, 0.8, 0.63, 0.195, 2.526, 0.933, 0.59, 0.62, negative
F, 0.45, 0.36, 0.105, 0.4715, 0.2035, 0.0935, 0.149, negative
F, 0.515, 0.435, 0.17, 0.631, 0.2765, 0.111, 0.216, negative
I, 0.56, 0.44, 0.17, 0.9445, 0.3545, 0.2175, 0.3, negative
I, 0.435, 0.335, 0.11, 0.383, 0.1555, 0.0675, 0.135, negative
M, 0.34, 0.275, 0.09, 0.2065, 0.0725, 0.043, 0.07, negative
M, 0.175, 0.135, 0.04, 0.0305, 0.011, 0.0075, 0.01, negative
M, 0.155, 0.115, 0.025, 0.024, 0.0090, 0.0050, 0.0075, negative
F, 0.485, 0.365, 0.14, 0.6195, 0.2595, 0.1445, 0.177, negative
F, 0.455, 0.35, 0.125, 0.4485, 0.1585, 0.102, 0.1335, negative
M, 0.33, 0.25, 0.09, 0.197, 0.085, 0.041, 0.0605, negative
I, 0.61, 0.475, 0.17, 1.0385, 0.4435, 0.241, 0.32, negative
I, 0.445, 0.33, 0.1, 0.437, 0.163, 0.0755, 0.17, negative
I, 0.555, 0.455, 0.17, 0.8435, 0.309, 0.1905, 0.3, negative
I, 0.62, 0.485, 0.17, 1.208, 0.4805, 0.3045, 0.33, negative
F, 0.505, 0.375, 0.115, 0.5895, 0.2635, 0.12, 0.167, negative
I, 0.5, 0.395, 0.12, 0.537, 0.2165, 0.1085, 0.1785, negative
F, 0.505, 0.38, 0.145, 0.651, 0.2935, 0.19, 0.17, negative
I, 0.42, 0.305, 0.11, 0.28, 0.094, 0.0785, 0.0955, negative
M, 0.425, 0.315, 0.125, 0.3525, 0.1135, 0.0565, 0.13, negative
M, 0.26, 0.2, 0.065, 0.096, 0.044, 0.027, 0.03, negative
M, 0.34, 0.255, 0.095, 0.213, 0.081, 0.034, 0.07, negative
F, 0.66, 0.515, 0.18, 1.523, 0.54, 0.3365, 0.555, negative
M, 0.515, 0.4, 0.16, 0.8175, 0.2515, 0.156, 0.3, negative
I, 0.335, 0.24, 0.095, 0.17, 0.062, 0.039, 0.055, negative
F, 0.345, 0.255, 0.1, 0.197, 0.071, 0.051, 0.06, negative
M, 0.54, 0.415, 0.17, 0.879, 0.339, 0.208, 0.255, negative
M, 0.5, 0.355, 0.14, 0.528, 0.2125, 0.149, 0.14, negative
F, 0.35, 0.265, 0.09, 0.1855, 0.0745, 0.0415, 0.06, negative
M, 0.395, 0.305, 0.105, 0.282, 0.0975, 0.065, 0.096, negative
I, 0.235, 0.17, 0.065, 0.0625, 0.023, 0.014, 0.022, negative
I, 0.25, 0.185, 0.065, 0.071, 0.027, 0.0185, 0.0225, negative
M, 0.54, 0.415, 0.13, 0.8245, 0.272, 0.226, 0.24, negative
F, 0.63, 0.51, 0.185, 1.235, 0.5115, 0.349, 0.3065, negative
M, 0.5, 0.385, 0.145, 0.7615, 0.246, 0.195, 0.204, negative
F, 0.48, 0.39, 0.125, 0.6905, 0.219, 0.155, 0.2, negative
I, 0.42, 0.32, 0.1, 0.34, 0.1745, 0.05, 0.0945, negative
M, 0.465, 0.375, 0.11, 0.5, 0.21, 0.113, 0.1505, negative
I, 0.47, 0.37, 0.11, 0.5555, 0.25, 0.115, 0.163, negative
I, 0.475, 0.365, 0.12, 0.53, 0.2505, 0.0975, 0.1625, negative
M, 0.59, 0.455, 0.16, 1.09, 0.5, 0.2215, 0.292, negative
F, 0.6, 0.475, 0.135, 1.4405, 0.5885, 0.191, 0.3175, negative
F, 0.625, 0.49, 0.155, 1.33, 0.6675, 0.259, 0.33, negative
F, 0.73, 0.57, 0.165, 2.0165, 1.0685, 0.418, 0.435, negative
I, 0.205, 0.15, 0.065, 0.04, 0.02, 0.011, 0.013, negative
I, 0.225, 0.17, 0.07, 0.0565, 0.024, 0.013, 0.016, negative
I, 0.34, 0.265, 0.07, 0.185, 0.0625, 0.0395, 0.07, negative
I, 0.39, 0.295, 0.1, 0.279, 0.1155, 0.059, 0.08, negative
I, 0.405, 0.31, 0.065, 0.3205, 0.1575, 0.066, 0.088, negative
I, 0.44, 0.345, 0.115, 0.545, 0.269, 0.111, 0.1305, negative
I, 0.45, 0.35, 0.12, 0.468, 0.2005, 0.1065, 0.1325, negative
M, 0.525, 0.415, 0.135, 0.7945, 0.394, 0.189, 0.202, negative
F, 0.58, 0.445, 0.145, 0.888, 0.41, 0.1815, 0.2425, negative
M, 0.61, 0.48, 0.15, 1.1495, 0.564, 0.274, 0.264, negative
M, 0.615, 0.47, 0.155, 1.2, 0.5085, 0.32, 0.292, negative
F, 0.62, 0.51, 0.175, 1.2705, 0.5415, 0.323, 0.3225, negative
F, 0.62, 0.485, 0.175, 1.2155, 0.545, 0.253, 0.345, negative
F, 0.62, 0.475, 0.16, 1.3245, 0.6865, 0.233, 0.3275, negative
F, 0.625, 0.49, 0.165, 1.127, 0.477, 0.2365, 0.3185, negative
F, 0.63, 0.495, 0.145, 1.147, 0.5455, 0.266, 0.2885, negative
F, 0.635, 0.495, 0.18, 1.596, 0.617, 0.317, 0.37, negative
F, 0.695, 0.55, 0.155, 1.8495, 0.767, 0.442, 0.4175, negative
M, 0.695, 0.525, 0.175, 1.742, 0.696, 0.389, 0.505, negative
I, 0.33, 0.24, 0.075, 0.163, 0.0745, 0.033, 0.048, negative
I, 0.355, 0.285, 0.095, 0.2275, 0.0955, 0.0475, 0.0715, negative
I, 0.375, 0.29, 0.1, 0.219, 0.0925, 0.038, 0.075, negative
I, 0.43, 0.32, 0.1, 0.3465, 0.1635, 0.08, 0.09, negative
I, 0.44, 0.335, 0.115, 0.4215, 0.173, 0.0765, 0.113, negative
I, 0.46, 0.37, 0.12, 0.5335, 0.2645, 0.108, 0.1345, negative
I, 0.475, 0.375, 0.115, 0.5205, 0.233, 0.119, 0.1455, negative
F, 0.55, 0.44, 0.135, 0.8435, 0.434, 0.1995, 0.185, negative
I, 0.555, 0.425, 0.13, 0.648, 0.2835, 0.133, 0.2105, negative
F, 0.57, 0.43, 0.16, 0.811, 0.3875, 0.159, 0.2285, negative
M, 0.58, 0.455, 0.13, 0.852, 0.41, 0.1725, 0.225, negative
F, 0.605, 0.48, 0.15, 1.079, 0.4505, 0.2835, 0.293, negative
M, 0.62, 0.48, 0.15, 1.1015, 0.4965, 0.243, 0.305, negative
M, 0.625, 0.495, 0.185, 1.3835, 0.7105, 0.3005, 0.345, negative
F, 0.625, 0.49, 0.155, 1.115, 0.484, 0.277, 0.3095, negative
M, 0.63, 0.465, 0.15, 1.027, 0.537, 0.188, 0.176, negative
M, 0.645, 0.48, 0.15, 1.192, 0.6055, 0.2595, 0.285, negative
F, 0.65, 0.49, 0.155, 1.122, 0.545, 0.228, 0.3055, negative
M, 0.67, 0.5, 0.2, 1.269, 0.576, 0.2985, 0.351, negative
F, 0.675, 0.55, 0.19, 1.551, 0.7105, 0.3685, 0.412, negative
F, 0.74, 0.575, 0.22, 2.012, 0.8915, 0.5265, 0.471, negative
I, 0.34, 0.245, 0.085, 0.2015, 0.1005, 0.038, 0.053, negative
I, 0.385, 0.3, 0.125, 0.343, 0.1705, 0.0735, 0.081, negative
I, 0.455, 0.34, 0.115, 0.486, 0.261, 0.0655, 0.1315, negative
I, 0.475, 0.355, 0.115, 0.5195, 0.279, 0.088, 0.1325, negative
I, 0.485, 0.38, 0.125, 0.5215, 0.2215, 0.118, 0.16, negative
I, 0.515, 0.39, 0.11, 0.531, 0.2415, 0.098, 0.1615, negative
F, 0.555, 0.445, 0.175, 1.1465, 0.551, 0.244, 0.2785, negative
I, 0.56, 0.435, 0.135, 0.72, 0.329, 0.103, 0.251, negative
F, 0.57, 0.445, 0.155, 1.017, 0.5265, 0.2025, 0.265, negative
I, 0.585, 0.46, 0.145, 0.8465, 0.339, 0.167, 0.295, negative
M, 0.585, 0.465, 0.165, 0.885, 0.4025, 0.1625, 0.274, negative
M, 0.59, 0.475, 0.14, 0.977, 0.4625, 0.2025, 0.275, negative
M, 0.61, 0.48, 0.185, 1.3065, 0.6895, 0.2915, 0.29, negative
F, 0.62, 0.465, 0.14, 1.1605, 0.6005, 0.2195, 0.307, negative
M, 0.625, 0.49, 0.165, 1.205, 0.5175, 0.3105, 0.3465, negative
M, 0.63, 0.47, 0.15, 1.1355, 0.539, 0.2325, 0.3115, negative
M, 0.65, 0.52, 0.155, 1.368, 0.6185, 0.288, 0.365, negative
M, 0.65, 0.51, 0.175, 1.446, 0.6485, 0.2705, 0.45, negative
F, 0.675, 0.525, 0.17, 1.711, 0.8365, 0.352, 0.475, negative
F, 0.705, 0.54, 0.205, 1.757, 0.8265, 0.417, 0.461, negative
I, 0.32, 0.235, 0.09, 0.183, 0.098, 0.0335, 0.042, negative
I, 0.325, 0.24, 0.075, 0.1525, 0.072, 0.0645, 0.043, negative
I, 0.375, 0.265, 0.095, 0.196, 0.085, 0.042, 0.0585, negative
I, 0.375, 0.285, 0.09, 0.2545, 0.119, 0.0595, 0.0675, negative
I, 0.5, 0.375, 0.12, 0.529, 0.2235, 0.123, 0.16, negative
M, 0.595, 0.435, 0.16, 1.057, 0.4255, 0.224, 0.31, negative
M, 0.605, 0.475, 0.19, 1.1255, 0.59, 0.247, 0.26, negative
F, 0.465, 0.35, 0.11, 0.4085, 0.165, 0.102, 0.131, negative
I, 0.47, 0.385, 0.13, 0.587, 0.264, 0.117, 0.174, negative
I, 0.475, 0.375, 0.11, 0.494, 0.211, 0.109, 0.1545, negative
I, 0.505, 0.425, 0.125, 0.6115, 0.245, 0.1375, 0.2, negative
I, 0.545, 0.43, 0.13, 0.7595, 0.358, 0.153, 0.2055, negative
I, 0.56, 0.435, 0.13, 0.777, 0.354, 0.173, 0.222, negative
F, 0.575, 0.425, 0.15, 0.8765, 0.455, 0.18, 0.228, negative
M, 0.575, 0.45, 0.165, 0.9655, 0.498, 0.19, 0.23, negative
M, 0.58, 0.465, 0.15, 0.9065, 0.371, 0.1965, 0.29, negative
F, 0.58, 0.44, 0.125, 0.7855, 0.363, 0.1955, 0.195, negative
M, 0.595, 0.46, 0.17, 1.1295, 0.57, 0.2555, 0.265, negative
M, 0.605, 0.49, 0.18, 1.167, 0.457, 0.29, 0.3745, negative
F, 0.62, 0.475, 0.15, 0.9545, 0.455, 0.1865, 0.277, negative
M, 0.625, 0.495, 0.175, 1.2075, 0.531, 0.281, 0.3525, negative
F, 0.63, 0.485, 0.185, 1.167, 0.548, 0.2485, 0.34, negative
M, 0.635, 0.485, 0.18, 1.1795, 0.4785, 0.2775, 0.355, negative
F, 0.635, 0.5, 0.19, 1.29, 0.593, 0.3045, 0.352, negative
M, 0.64, 0.505, 0.18, 1.297, 0.59, 0.3125, 0.363, negative
F, 0.645, 0.52, 0.17, 1.197, 0.526, 0.2925, 0.317, negative
M, 0.67, 0.525, 0.195, 1.4405, 0.6595, 0.2675, 0.425, negative
M, 0.685, 0.505, 0.19, 1.533, 0.667, 0.4055, 0.41, negative
M, 0.745, 0.575, 0.2, 1.884, 0.954, 0.336, 0.495, negative
M, 0.485, 0.365, 0.155, 1.029, 0.4235, 0.2285, 0.313, negative
F, 0.535, 0.4, 0.15, 1.224, 0.618, 0.275, 0.2875, negative
I, 0.595, 0.43, 0.165, 0.9845, 0.4525, 0.207, 0.2725, negative
F, 0.635, 0.525, 0.18, 1.3695, 0.634, 0.318, 0.363, negative
M, 0.645, 0.505, 0.185, 1.463, 0.592, 0.3905, 0.416, negative
F, 0.655, 0.505, 0.175, 1.2905, 0.6205, 0.2965, 0.326, negative
M, 0.68, 0.54, 0.21, 1.7885, 0.8345, 0.408, 0.437, negative
I, 0.255, 0.185, 0.065, 0.074, 0.0305, 0.0165, 0.02, negative
I, 0.39, 0.28, 0.09, 0.215, 0.0845, 0.034, 0.079, negative
I, 0.42, 0.32, 0.11, 0.309, 0.115, 0.0645, 0.0945, negative
I, 0.44, 0.32, 0.105, 0.3875, 0.1755, 0.074, 0.12, negative
I, 0.45, 0.33, 0.115, 0.365, 0.14, 0.0825, 0.1245, negative
I, 0.47, 0.375, 0.125, 0.5225, 0.2265, 0.104, 0.162, negative
M, 0.535, 0.41, 0.12, 0.6835, 0.3125, 0.1655, 0.159, negative
I, 0.55, 0.445, 0.145, 0.783, 0.3045, 0.157, 0.265, negative
M, 0.575, 0.445, 0.14, 0.737, 0.325, 0.1405, 0.237, negative
F, 0.58, 0.435, 0.155, 0.8785, 0.425, 0.1685, 0.2425, negative
I, 0.59, 0.47, 0.145, 0.974, 0.453, 0.236, 0.289, negative
M, 0.595, 0.47, 0.175, 0.991, 0.382, 0.2395, 0.5, negative
F, 0.6, 0.45, 0.14, 0.869, 0.3425, 0.195, 0.291, negative
F, 0.635, 0.505, 0.165, 1.251, 0.577, 0.227, 0.3825, negative
M, 0.65, 0.51, 0.175, 1.3165, 0.6345, 0.2605, 0.364, negative
F, 0.655, 0.49, 0.16, 1.204, 0.5455, 0.2615, 0.3225, negative
M, 0.665, 0.525, 0.155, 1.3575, 0.5325, 0.3045, 0.4485, negative
F, 0.73, 0.55, 0.205, 1.908, 0.5415, 0.3565, 0.5965, negative
I, 0.425, 0.32, 0.085, 0.262, 0.1235, 0.067, 0.0725, negative
M, 0.455, 0.35, 0.11, 0.458, 0.2, 0.111, 0.1305, negative
M, 0.46, 0.355, 0.14, 0.491, 0.207, 0.115, 0.174, negative
F, 0.55, 0.43, 0.15, 0.655, 0.2635, 0.122, 0.221, negative
M, 0.595, 0.455, 0.145, 0.942, 0.43, 0.182, 0.277, negative
M, 0.645, 0.5, 0.18, 1.461, 0.5985, 0.2425, 0.439, negative
I, 0.375, 0.285, 0.08, 0.226, 0.0975, 0.04, 0.0725, negative
I, 0.41, 0.325, 0.105, 0.361, 0.1605, 0.0665, 0.103, negative
M, 0.465, 0.405, 0.135, 0.7775, 0.436, 0.1715, 0.1455, negative
F, 0.47, 0.36, 0.1, 0.4705, 0.1635, 0.089, 0.1385, negative
F, 0.525, 0.4, 0.135, 0.714, 0.318, 0.138, 0.208, negative
F, 0.62, 0.485, 0.155, 1.1945, 0.5105, 0.271, 0.352, negative
F, 0.625, 0.48, 0.2, 1.3235, 0.6075, 0.3055, 0.355, negative
M, 0.55, 0.42, 0.17, 0.8465, 0.336, 0.2405, 0.245, negative
F, 0.645, 0.5, 0.18, 1.2785, 0.5345, 0.2995, 0.345, negative
F, 0.47, 0.375, 0.105, 0.513, 0.232, 0.142, 0.13, negative
M, 0.425, 0.335, 0.1, 0.4085, 0.1755, 0.092, 0.135, negative
F, 0.34, 0.255, 0.085, 0.204, 0.097, 0.021, 0.05, negative
I, 0.275, 0.2, 0.065, 0.1165, 0.0565, 0.013, 0.035, negative
F, 0.55, 0.44, 0.125, 0.765, 0.33, 0.2125, 0.245, negative
F, 0.57, 0.465, 0.155, 0.872, 0.3245, 0.239, 0.285, negative
M, 0.525, 0.405, 0.16, 0.792, 0.316, 0.1455, 0.28, negative
F, 0.505, 0.405, 0.18, 0.606, 0.239, 0.1235, 0.18, negative
F, 0.505, 0.41, 0.135, 0.657, 0.291, 0.133, 0.195, negative
I, 0.2, 0.145, 0.025, 0.0345, 0.011, 0.0075, 0.01, negative
M, 0.565, 0.435, 0.185, 1.032, 0.354, 0.2045, 0.31, negative
F, 0.505, 0.405, 0.16, 0.6835, 0.271, 0.145, 0.215, negative
I, 0.32, 0.25, 0.08, 0.1565, 0.057, 0.034, 0.06, negative
M, 0.565, 0.45, 0.14, 1.0055, 0.3785, 0.244, 0.265, negative
F, 0.555, 0.42, 0.14, 0.868, 0.33, 0.243, 0.21, negative
F, 0.64, 0.505, 0.19, 1.2355, 0.4435, 0.3105, 0.365, negative
M, 0.64, 0.525, 0.2, 1.3765, 0.44, 0.3075, 0.47, negative
M, 0.57, 0.455, 0.15, 0.96, 0.387, 0.2385, 0.275, negative
M, 0.41, 0.325, 0.12, 0.3745, 0.158, 0.081, 0.125, negative
M, 0.485, 0.41, 0.15, 0.696, 0.2405, 0.1625, 0.265, negative
M, 0.635, 0.51, 0.155, 1.156, 0.428, 0.289, 0.315, negative
F, 0.69, 0.54, 0.185, 1.5715, 0.6935, 0.318, 0.47, negative
F, 0.655, 0.51, 0.16, 1.092, 0.396, 0.2825, 0.37, negative
M, 0.55, 0.435, 0.16, 0.906, 0.342, 0.219, 0.295, negative
