@relation abalone19
@attribute Sex {M, F, I}
@attribute Length real [0.075, 0.815]
@attribute Diameter real [0.055, 0.65]
@attribute Height real [0.0, 1.13]
@attribute Whole_weight real [0.0020, 2.8255]
@attribute Shucked_weight real [0.0010, 1.488]
@attribute Viscera_weight real [5.0E-4, 0.76]
@attribute Shell_weight real [0.0015, 1.005]
@attribute Class {positive, negative}
@inputs Sex, Length, Diameter, Height, Whole_weight, Shucked_weight, Viscera_weight, Shell_weight
@outputs Class
@data
I, 0.62, 0.485, 0.18, 1.154, 0.4935, 0.256, 0.315, negative
F, 0.62, 0.48, 0.18, 1.2215, 0.582, 0.2695, 0.313, negative
I, 0.62, 0.47, 0.14, 0.8565, 0.3595, 0.16, 0.295, negative
I, 0.625, 0.47, 0.155, 1.1955, 0.643, 0.2055, 0.3145, negative
M, 0.63, 0.505, 0.17, 1.0915, 0.4615, 0.266, 0.3, negative
M, 0.63, 0.485, 0.165, 1.233, 0.6565, 0.2315, 0.3035, negative
M, 0.65, 0.525, 0.185, 1.488, 0.665, 0.337, 0.378, negative
M, 0.65, 0.51, 0.16, 1.3835, 0.6385, 0.2905, 0.3665, negative
M, 0.66, 0.5, 0.165, 1.3195, 0.667, 0.269, 0.341, negative
M, 0.665, 0.52, 0.175, 1.3725, 0.606, 0.32, 0.395, negative
F, 0.67, 0.54, 0.195, 1.619, 0.74, 0.3305, 0.465, negative
M, 0.685, 0.52, 0.15, 1.3735, 0.7185, 0.293, 0.32, negative
F, 0.705, 0.545, 0.17, 1.58, 0.6435, 0.4565, 0.265, negative
M, 0.71, 0.56, 0.22, 2.015, 0.9215, 0.454, 0.566, negative
M, 0.77, 0.62, 0.195, 2.5155, 1.1155, 0.6415, 0.642, negative
I, 0.275, 0.175, 0.09, 0.2315, 0.096, 0.057, 0.0705, negative
I, 0.435, 0.3, 0.12, 0.5965, 0.259, 0.139, 0.1645, negative
M, 0.525, 0.365, 0.17, 0.9605, 0.438, 0.2225, 0.276, negative
F, 0.545, 0.385, 0.15, 1.1185, 0.5425, 0.2445, 0.2845, negative
M, 0.605, 0.475, 0.15, 1.15, 0.575, 0.232, 0.297, negative
M, 0.655, 0.545, 0.19, 1.4245, 0.6325, 0.333, 0.378, negative
F, 0.695, 0.55, 0.185, 1.679, 0.805, 0.4015, 0.3965, negative
F, 0.72, 0.55, 0.195, 2.073, 1.0715, 0.4265, 0.5015, negative
I, 0.31, 0.215, 0.075, 0.1275, 0.0565, 0.0275, 0.036, negative
I, 0.365, 0.275, 0.085, 0.223, 0.098, 0.0375, 0.075, negative
I, 0.41, 0.315, 0.095, 0.2805, 0.114, 0.0345, 0.11, negative
I, 0.415, 0.31, 0.09, 0.2815, 0.1245, 0.0615, 0.085, negative
I, 0.47, 0.375, 0.12, 0.487, 0.196, 0.099, 0.135, negative
I, 0.485, 0.385, 0.13, 0.568, 0.2505, 0.178, 0.154, negative
I, 0.495, 0.38, 0.135, 0.5095, 0.2065, 0.1165, 0.165, negative
I, 0.525, 0.4, 0.145, 0.6095, 0.248, 0.159, 0.175, negative
I, 0.535, 0.455, 0.14, 1.0015, 0.53, 0.1765, 0.244, negative
I, 0.54, 0.395, 0.135, 0.6555, 0.2705, 0.155, 0.192, negative
I, 0.54, 0.39, 0.125, 0.6255, 0.2525, 0.158, 0.19, negative
I, 0.545, 0.425, 0.14, 0.8145, 0.305, 0.231, 0.244, negative
I, 0.55, 0.435, 0.14, 0.7995, 0.295, 0.1905, 0.238, negative
M, 0.555, 0.4, 0.13, 0.7075, 0.332, 0.1585, 0.18, negative
M, 0.555, 0.455, 0.135, 0.837, 0.382, 0.171, 0.235, negative
F, 0.57, 0.44, 0.12, 0.803, 0.382, 0.1525, 0.234, negative
F, 0.58, 0.5, 0.165, 0.925, 0.37, 0.185, 0.3005, negative
M, 0.58, 0.44, 0.15, 1.0465, 0.518, 0.2185, 0.2795, negative
F, 0.605, 0.455, 0.145, 0.862, 0.334, 0.1985, 0.3, negative
F, 0.61, 0.46, 0.155, 0.957, 0.4255, 0.1975, 0.265, negative
F, 0.61, 0.47, 0.165, 1.1785, 0.566, 0.2785, 0.294, negative
M, 0.62, 0.49, 0.16, 1.035, 0.44, 0.2525, 0.285, negative
M, 0.62, 0.495, 0.195, 1.5145, 0.579, 0.346, 0.5195, negative
M, 0.63, 0.49, 0.155, 1.2525, 0.63, 0.246, 0.289, negative
F, 0.645, 0.51, 0.18, 1.6195, 0.7815, 0.322, 0.4675, negative
F, 0.65, 0.51, 0.185, 1.375, 0.531, 0.384, 0.3985, negative
F, 0.655, 0.525, 0.175, 1.348, 0.5855, 0.2605, 0.394, negative
M, 0.665, 0.515, 0.2, 1.2695, 0.5115, 0.2675, 0.436, negative
M, 0.69, 0.55, 0.18, 1.6915, 0.6655, 0.402, 0.5, negative
M, 0.695, 0.545, 0.185, 1.5715, 0.6645, 0.3835, 0.4505, negative
F, 0.75, 0.55, 0.195, 1.8325, 0.83, 0.366, 0.44, negative
I, 0.135, 0.13, 0.04, 0.029, 0.0125, 0.0065, 0.0080, negative
I, 0.16, 0.11, 0.025, 0.0195, 0.0075, 0.0050, 0.0060, negative
I, 0.28, 0.21, 0.075, 0.1195, 0.053, 0.0265, 0.03, negative
I, 0.29, 0.21, 0.065, 0.097, 0.0375, 0.022, 0.03, negative
I, 0.375, 0.275, 0.085, 0.22, 0.109, 0.05, 0.0605, negative
I, 0.47, 0.375, 0.105, 0.441, 0.167, 0.0865, 0.145, negative
I, 0.475, 0.365, 0.12, 0.5185, 0.268, 0.1095, 0.1365, negative
M, 0.505, 0.395, 0.135, 0.5915, 0.288, 0.1315, 0.185, negative
I, 0.51, 0.455, 0.135, 0.6855, 0.2875, 0.154, 0.2035, negative
M, 0.58, 0.46, 0.16, 1.063, 0.513, 0.2705, 0.2625, negative
M, 0.61, 0.49, 0.16, 1.112, 0.465, 0.228, 0.341, negative
I, 0.255, 0.19, 0.06, 0.086, 0.04, 0.0185, 0.025, negative
I, 0.445, 0.32, 0.12, 0.378, 0.152, 0.0825, 0.12, negative
I, 0.48, 0.35, 0.135, 0.5465, 0.2735, 0.0995, 0.158, negative
M, 0.535, 0.42, 0.125, 0.738, 0.355, 0.1895, 0.1795, negative
F, 0.54, 0.385, 0.14, 0.7655, 0.3265, 0.116, 0.2365, negative
F, 0.54, 0.42, 0.13, 0.7505, 0.368, 0.1675, 0.1845, negative
M, 0.61, 0.48, 0.165, 1.2435, 0.5575, 0.2675, 0.372, negative
M, 0.685, 0.55, 0.2, 1.7725, 0.813, 0.387, 0.49, negative
F, 0.72, 0.575, 0.215, 2.1, 0.8565, 0.4825, 0.602, negative
F, 0.505, 0.39, 0.115, 0.66, 0.3045, 0.1555, 0.175, negative
M, 0.5, 0.39, 0.145, 0.651, 0.273, 0.132, 0.22, negative
I, 0.385, 0.29, 0.09, 0.232, 0.0855, 0.0495, 0.08, negative
M, 0.62, 0.51, 0.175, 1.1505, 0.4375, 0.2265, 0.4, negative
M, 0.32, 0.24, 0.08, 0.18, 0.08, 0.0385, 0.055, negative
I, 0.32, 0.24, 0.075, 0.1735, 0.076, 0.0355, 0.05, negative
M, 0.415, 0.31, 0.09, 0.3245, 0.1305, 0.0735, 0.115, negative
M, 0.55, 0.44, 0.135, 0.879, 0.368, 0.2095, 0.265, negative
M, 0.58, 0.46, 0.165, 1.2275, 0.473, 0.1965, 0.435, negative
F, 0.71, 0.565, 0.195, 1.817, 0.785, 0.492, 0.49, negative
M, 0.375, 0.305, 0.09, 0.3245, 0.1395, 0.0565, 0.095, negative
I, 0.165, 0.115, 0.015, 0.0145, 0.0055, 0.0030, 0.0050, negative
M, 0.285, 0.21, 0.075, 0.1185, 0.055, 0.0285, 0.04, negative
F, 0.595, 0.47, 0.25, 1.283, 0.462, 0.2475, 0.445, negative
M, 0.55, 0.43, 0.16, 0.9295, 0.317, 0.1735, 0.355, negative
M, 0.47, 0.37, 0.135, 0.547, 0.222, 0.1325, 0.17, negative
F, 0.49, 0.37, 0.14, 0.585, 0.243, 0.115, 0.195, negative
F, 0.575, 0.485, 0.165, 1.0405, 0.419, 0.264, 0.3, negative
F, 0.625, 0.525, 0.215, 1.5765, 0.5115, 0.2595, 0.665, negative
F, 0.455, 0.35, 0.14, 0.5725, 0.1965, 0.1325, 0.175, negative
F, 0.485, 0.375, 0.145, 0.5885, 0.2385, 0.1155, 0.19, negative
F, 0.625, 0.525, 0.195, 1.352, 0.4505, 0.2445, 0.53, negative
M, 0.555, 0.43, 0.165, 0.7575, 0.2735, 0.1635, 0.275, negative
M, 0.595, 0.475, 0.17, 1.0965, 0.419, 0.229, 0.35, negative
F, 0.475, 0.38, 0.135, 0.486, 0.1735, 0.07, 0.185, negative
F, 0.38, 0.325, 0.11, 0.3105, 0.12, 0.074, 0.105, negative
M, 0.655, 0.59, 0.2, 1.5455, 0.654, 0.3765, 0.415, negative
F, 0.59, 0.465, 0.16, 1.1005, 0.506, 0.2525, 0.295, negative
F, 0.67, 0.52, 0.15, 1.406, 0.519, 0.348, 0.37, negative
I, 0.405, 0.315, 0.105, 0.347, 0.1605, 0.0785, 0.1, negative
F, 0.5, 0.395, 0.15, 0.7145, 0.3235, 0.173, 0.195, negative
I, 0.34, 0.26, 0.09, 0.179, 0.076, 0.0525, 0.055, negative
M, 0.525, 0.425, 0.12, 0.702, 0.3335, 0.1465, 0.22, negative
F, 0.535, 0.45, 0.135, 0.8075, 0.322, 0.181, 0.25, negative
I, 0.415, 0.325, 0.1, 0.385, 0.167, 0.08, 0.125, negative
M, 0.47, 0.375, 0.13, 0.5795, 0.2145, 0.164, 0.195, negative
M, 0.35, 0.265, 0.11, 0.2965, 0.1365, 0.063, 0.085, negative
M, 0.535, 0.435, 0.155, 0.8915, 0.3415, 0.177, 0.25, negative
M, 0.49, 0.395, 0.135, 0.5545, 0.213, 0.0925, 0.215, negative
F, 0.415, 0.305, 0.105, 0.3605, 0.12, 0.082, 0.1, negative
I, 0.42, 0.345, 0.115, 0.3435, 0.1515, 0.0795, 0.115, negative
M, 0.59, 0.46, 0.155, 0.906, 0.327, 0.1485, 0.335, negative
M, 0.695, 0.55, 0.22, 1.5515, 0.566, 0.3835, 0.445, negative
M, 0.61, 0.49, 0.15, 1.103, 0.425, 0.2025, 0.36, negative
M, 0.64, 0.52, 0.2, 1.407, 0.566, 0.304, 0.455, negative
I, 0.31, 0.24, 0.09, 0.1455, 0.0605, 0.0315, 0.045, negative
I, 0.255, 0.185, 0.07, 0.075, 0.028, 0.018, 0.025, negative
I, 0.17, 0.125, 0.055, 0.0235, 0.0090, 0.0055, 0.0080, negative
M, 0.555, 0.44, 0.135, 0.9025, 0.3805, 0.2105, 0.28, negative
M, 0.575, 0.47, 0.15, 1.1415, 0.4515, 0.204, 0.4, negative
M, 0.585, 0.455, 0.125, 1.027, 0.391, 0.212, 0.25, negative
F, 0.61, 0.485, 0.21, 1.3445, 0.535, 0.2205, 0.515, negative
F, 0.63, 0.505, 0.165, 1.065, 0.4595, 0.216, 0.315, negative
M, 0.695, 0.57, 0.23, 1.885, 0.8665, 0.435, 0.5, positive
F, 0.72, 0.595, 0.225, 1.969, 0.8045, 0.423, 0.66, negative
I, 0.42, 0.325, 0.115, 0.354, 0.1625, 0.064, 0.105, negative
F, 0.405, 0.325, 0.11, 0.3575, 0.145, 0.0725, 0.11, negative
F, 0.43, 0.34, 0.11, 0.382, 0.154, 0.0955, 0.109, negative
I, 0.625, 0.43, 0.175, 1.411, 0.572, 0.297, 0.395, negative
F, 0.64, 0.5, 0.15, 1.0705, 0.371, 0.2705, 0.36, negative
M, 0.31, 0.245, 0.095, 0.15, 0.0525, 0.034, 0.048, negative
F, 0.465, 0.36, 0.12, 0.4765, 0.192, 0.1125, 0.16, negative
M, 0.35, 0.255, 0.085, 0.2145, 0.1, 0.0465, 0.06, negative
F, 0.475, 0.365, 0.13, 0.4805, 0.1905, 0.114, 0.1475, negative
F, 0.53, 0.385, 0.125, 0.6695, 0.289, 0.151, 0.18, negative
F, 0.635, 0.5, 0.18, 1.312, 0.529, 0.2485, 0.485, negative
I, 0.635, 0.5, 0.18, 1.319, 0.5485, 0.292, 0.49, negative
F, 0.515, 0.4, 0.17, 0.796, 0.258, 0.1755, 0.28, negative
F, 0.445, 0.335, 0.14, 0.4565, 0.1785, 0.114, 0.14, negative
I, 0.325, 0.2, 0.08, 0.0995, 0.0395, 0.0225, 0.032, negative
I, 0.275, 0.2, 0.065, 0.092, 0.0385, 0.0235, 0.027, negative
I, 0.2, 0.145, 0.05, 0.036, 0.0125, 0.0080, 0.011, negative
M, 0.445, 0.35, 0.14, 0.5905, 0.2025, 0.158, 0.19, negative
M, 0.44, 0.325, 0.08, 0.413, 0.144, 0.1015, 0.13, negative
M, 0.515, 0.405, 0.14, 0.8505, 0.312, 0.146, 0.315, negative
M, 0.615, 0.475, 0.17, 1.1825, 0.474, 0.2895, 0.24, negative
M, 0.605, 0.49, 0.145, 1.3, 0.517, 0.3285, 0.31, negative
M, 0.645, 0.485, 0.155, 1.489, 0.5915, 0.312, 0.38, negative
M, 0.57, 0.42, 0.155, 1.008, 0.377, 0.193, 0.34, negative
F, 0.47, 0.355, 0.18, 0.441, 0.1525, 0.1165, 0.135, negative
M, 0.46, 0.36, 0.135, 0.6105, 0.1955, 0.107, 0.235, negative
M, 0.49, 0.39, 0.135, 0.592, 0.242, 0.096, 0.1835, negative
F, 0.515, 0.395, 0.165, 0.7565, 0.1905, 0.17, 0.3205, negative
I, 0.42, 0.31, 0.1, 0.2865, 0.115, 0.0735, 0.085, negative
M, 0.45, 0.36, 0.16, 0.567, 0.174, 0.1245, 0.225, negative
F, 0.52, 0.4, 0.13, 0.6245, 0.215, 0.2065, 0.17, negative
M, 0.495, 0.4, 0.14, 0.7775, 0.2015, 0.18, 0.25, negative
M, 0.54, 0.41, 0.145, 0.989, 0.2815, 0.213, 0.355, positive
F, 0.33, 0.26, 0.08, 0.2, 0.0625, 0.05, 0.07, negative
I, 0.375, 0.3, 0.075, 0.144, 0.059, 0.03, 0.044, negative
I, 0.425, 0.31, 0.105, 0.365, 0.159, 0.0825, 0.105, negative
F, 0.465, 0.35, 0.135, 0.6265, 0.259, 0.1445, 0.175, negative
M, 0.64, 0.585, 0.195, 1.647, 0.7225, 0.331, 0.471, negative
F, 0.655, 0.545, 0.165, 1.6225, 0.6555, 0.299, 0.513, negative
I, 0.66, 0.525, 0.215, 1.786, 0.6725, 0.3615, 0.4065, negative
F, 0.675, 0.555, 0.205, 1.925, 0.713, 0.358, 0.4535, negative
F, 0.675, 0.55, 0.175, 1.689, 0.694, 0.371, 0.474, negative
F, 0.695, 0.53, 0.2, 2.0475, 0.75, 0.4195, 0.6095, negative
I, 0.23, 0.18, 0.05, 0.064, 0.0215, 0.0135, 0.02, negative
I, 0.28, 0.21, 0.055, 0.106, 0.0415, 0.0265, 0.031, negative
I, 0.28, 0.22, 0.08, 0.1315, 0.066, 0.024, 0.03, negative
I, 0.295, 0.22, 0.07, 0.126, 0.0515, 0.0275, 0.035, negative
I, 0.31, 0.225, 0.075, 0.155, 0.065, 0.037, 0.0365, negative
I, 0.37, 0.29, 0.08, 0.2545, 0.108, 0.0565, 0.07, negative
I, 0.44, 0.355, 0.12, 0.495, 0.231, 0.11, 0.125, negative
I, 0.45, 0.35, 0.125, 0.4775, 0.2235, 0.089, 0.118, negative
M, 0.5, 0.375, 0.145, 0.6215, 0.274, 0.166, 0.1485, negative
M, 0.515, 0.395, 0.12, 0.646, 0.285, 0.1365, 0.172, negative
F, 0.53, 0.42, 0.17, 0.828, 0.41, 0.208, 0.1505, negative
M, 0.53, 0.41, 0.14, 0.681, 0.3095, 0.1415, 0.1835, negative
F, 0.53, 0.405, 0.15, 0.889, 0.4055, 0.2275, 0.215, negative
M, 0.575, 0.45, 0.155, 0.948, 0.429, 0.206, 0.259, negative
F, 0.595, 0.47, 0.155, 1.1775, 0.542, 0.269, 0.31, negative
F, 0.595, 0.465, 0.15, 1.0765, 0.491, 0.22, 0.287, negative
M, 0.6, 0.46, 0.15, 1.247, 0.5335, 0.2735, 0.29, negative
F, 0.615, 0.5, 0.165, 1.327, 0.6, 0.3015, 0.355, negative
F, 0.635, 0.495, 0.195, 1.297, 0.556, 0.2985, 0.37, negative
F, 0.69, 0.545, 0.205, 1.933, 0.7855, 0.429, 0.498, negative
M, 0.765, 0.585, 0.18, 2.398, 1.128, 0.512, 0.5335, negative
I, 0.44, 0.34, 0.1, 0.407, 0.209, 0.0735, 0.103, negative
I, 0.51, 0.385, 0.15, 0.625, 0.3095, 0.119, 0.1725, negative
F, 0.545, 0.4, 0.14, 0.778, 0.368, 0.215, 0.18, negative
I, 0.55, 0.42, 0.13, 0.636, 0.294, 0.144, 0.1755, negative
M, 0.59, 0.46, 0.14, 1.004, 0.496, 0.2165, 0.26, negative
F, 0.59, 0.46, 0.16, 1.0115, 0.445, 0.2615, 0.2565, negative
M, 0.6, 0.49, 0.21, 1.9875, 1.005, 0.419, 0.491, negative
M, 0.615, 0.45, 0.15, 1.198, 0.707, 0.2095, 0.2505, negative
F, 0.615, 0.47, 0.155, 1.084, 0.5885, 0.209, 0.246, negative
F, 0.645, 0.52, 0.18, 1.285, 0.5775, 0.352, 0.317, negative
F, 0.65, 0.535, 0.175, 1.2895, 0.6095, 0.2765, 0.344, negative
M, 0.67, 0.51, 0.18, 1.68, 0.926, 0.2975, 0.3935, negative
M, 0.7, 0.55, 0.2, 1.523, 0.693, 0.306, 0.4405, negative
F, 0.725, 0.53, 0.19, 1.7315, 0.83, 0.398, 0.405, negative
M, 0.725, 0.55, 0.2, 1.51, 0.8735, 0.4265, 0.5085, negative
M, 0.75, 0.555, 0.215, 2.201, 1.0615, 0.5235, 0.5285, negative
I, 0.19, 0.14, 0.03, 0.0315, 0.0125, 0.0050, 0.0105, negative
I, 0.36, 0.26, 0.08, 0.1795, 0.074, 0.0315, 0.06, negative
I, 0.405, 0.305, 0.1, 0.271, 0.0965, 0.061, 0.091, negative
I, 0.41, 0.315, 0.1, 0.3, 0.124, 0.0575, 0.1, negative
I, 0.43, 0.34, 0.11, 0.3645, 0.159, 0.0855, 0.105, negative
M, 0.45, 0.325, 0.115, 0.4305, 0.2235, 0.0785, 0.1155, negative
M, 0.48, 0.375, 0.12, 0.5895, 0.2535, 0.128, 0.172, negative
M, 0.515, 0.41, 0.14, 0.7355, 0.3065, 0.137, 0.2, negative
M, 0.535, 0.43, 0.155, 0.7845, 0.3285, 0.169, 0.245, negative
M, 0.58, 0.44, 0.175, 1.2255, 0.5405, 0.2705, 0.3265, negative
F, 0.585, 0.455, 0.13, 0.8755, 0.411, 0.2065, 0.225, negative
M, 0.6, 0.45, 0.145, 0.877, 0.4325, 0.155, 0.24, negative
F, 0.61, 0.45, 0.13, 0.8725, 0.389, 0.1715, 0.272, negative
F, 0.615, 0.46, 0.15, 1.0265, 0.4935, 0.201, 0.2745, negative
M, 0.64, 0.495, 0.17, 1.139, 0.5395, 0.282, 0.285, negative
F, 0.66, 0.525, 0.2, 1.463, 0.6525, 0.2995, 0.422, negative
M, 0.72, 0.55, 0.205, 2.165, 1.1055, 0.525, 0.404, negative
I, 0.255, 0.195, 0.055, 0.0725, 0.0285, 0.017, 0.021, negative
I, 0.36, 0.27, 0.09, 0.232, 0.12, 0.0435, 0.056, negative
I, 0.45, 0.335, 0.105, 0.362, 0.1575, 0.0795, 0.1095, negative
I, 0.46, 0.365, 0.115, 0.511, 0.2365, 0.118, 0.123, negative
M, 0.5, 0.365, 0.13, 0.5945, 0.309, 0.1085, 0.1535, negative
M, 0.52, 0.4, 0.105, 0.872, 0.4515, 0.1615, 0.1985, negative
F, 0.525, 0.43, 0.135, 0.8435, 0.4325, 0.18, 0.1815, negative
F, 0.57, 0.425, 0.13, 0.782, 0.3695, 0.1745, 0.1965, negative
M, 0.58, 0.445, 0.16, 0.984, 0.49, 0.201, 0.27, negative
M, 0.59, 0.485, 0.155, 1.0785, 0.4535, 0.2435, 0.31, negative
F, 0.645, 0.49, 0.16, 1.144, 0.5015, 0.289, 0.319, negative
F, 0.655, 0.515, 0.155, 1.309, 0.524, 0.346, 0.385, negative
F, 0.655, 0.515, 0.17, 1.527, 0.8485, 0.2635, 0.331, negative
M, 0.735, 0.57, 0.21, 2.2355, 1.1705, 0.463, 0.5315, negative
I, 0.315, 0.235, 0.075, 0.1285, 0.051, 0.028, 0.0405, negative
I, 0.325, 0.25, 0.075, 0.1585, 0.075, 0.0305, 0.0455, negative
I, 0.37, 0.28, 0.085, 0.198, 0.0805, 0.0455, 0.058, negative
I, 0.435, 0.335, 0.095, 0.298, 0.109, 0.058, 0.115, negative
I, 0.5, 0.39, 0.13, 0.5075, 0.2115, 0.104, 0.1755, negative
I, 0.51, 0.4, 0.125, 0.5935, 0.239, 0.13, 0.204, negative
M, 0.52, 0.465, 0.15, 0.9505, 0.456, 0.199, 0.255, negative
I, 0.56, 0.43, 0.13, 0.728, 0.3355, 0.1435, 0.2175, negative
I, 0.585, 0.45, 0.135, 0.855, 0.3795, 0.187, 0.26, negative
I, 0.59, 0.46, 0.125, 0.755, 0.334, 0.15, 0.238, negative
I, 0.59, 0.475, 0.145, 0.9745, 0.4675, 0.207, 0.259, negative
M, 0.595, 0.47, 0.155, 1.2015, 0.492, 0.3865, 0.265, negative
F, 0.6, 0.45, 0.15, 0.9625, 0.4375, 0.2225, 0.2775, negative
F, 0.615, 0.495, 0.165, 1.198, 0.5415, 0.2865, 0.3185, negative
F, 0.63, 0.48, 0.165, 1.2615, 0.5505, 0.277, 0.3885, negative
M, 0.63, 0.53, 0.18, 1.2795, 0.618, 0.256, 0.315, negative
F, 0.68, 0.505, 0.17, 1.3435, 0.657, 0.297, 0.355, negative
I, 0.32, 0.215, 0.095, 0.305, 0.14, 0.067, 0.0885, negative
I, 0.535, 0.4, 0.135, 0.775, 0.368, 0.208, 0.2055, negative
M, 0.535, 0.405, 0.175, 1.2705, 0.548, 0.3265, 0.337, negative
F, 0.59, 0.44, 0.14, 1.007, 0.4775, 0.2105, 0.2925, negative
F, 0.595, 0.43, 0.21, 1.5245, 0.653, 0.396, 0.41, negative
M, 0.61, 0.475, 0.175, 1.024, 0.409, 0.261, 0.322, negative
F, 0.62, 0.5, 0.17, 1.148, 0.5475, 0.22, 0.3315, negative
M, 0.64, 0.485, 0.16, 1.006, 0.456, 0.2245, 0.2835, negative
I, 0.495, 0.375, 0.115, 0.507, 0.241, 0.103, 0.15, negative
I, 0.515, 0.385, 0.125, 0.572, 0.237, 0.1435, 0.165, negative
I, 0.525, 0.4, 0.11, 0.6275, 0.3015, 0.126, 0.18, negative
I, 0.535, 0.42, 0.145, 0.6885, 0.273, 0.1515, 0.237, negative
I, 0.55, 0.405, 0.15, 0.6755, 0.3015, 0.1465, 0.21, negative
M, 0.575, 0.47, 0.15, 0.9785, 0.4505, 0.196, 0.276, negative
I, 0.575, 0.445, 0.16, 0.9175, 0.45, 0.1935, 0.24, negative
F, 0.595, 0.46, 0.16, 0.921, 0.4005, 0.2025, 0.2875, negative
M, 0.6, 0.45, 0.15, 0.8665, 0.3695, 0.1955, 0.255, negative
F, 0.64, 0.5, 0.15, 1.2015, 0.559, 0.231, 0.3355, negative
M, 0.65, 0.505, 0.17, 1.5595, 0.695, 0.3515, 0.395, negative
F, 0.68, 0.56, 0.195, 1.664, 0.58, 0.3855, 0.545, negative
F, 0.695, 0.535, 0.2, 1.5855, 0.667, 0.334, 0.471, negative
M, 0.71, 0.56, 0.175, 1.724, 0.566, 0.4575, 0.4625, negative
I, 0.23, 0.17, 0.05, 0.057, 0.026, 0.013, 0.016, negative
M, 0.495, 0.38, 0.12, 0.474, 0.197, 0.1065, 0.1545, negative
I, 0.3, 0.22, 0.065, 0.1235, 0.059, 0.026, 0.0315, negative
I, 0.38, 0.29, 0.085, 0.2285, 0.088, 0.0465, 0.075, negative
M, 0.56, 0.42, 0.15, 0.8755, 0.44, 0.1965, 0.2315, negative
F, 0.575, 0.45, 0.135, 0.8285, 0.362, 0.1655, 0.236, negative
F, 0.63, 0.495, 0.19, 1.1655, 0.536, 0.2115, 0.1625, negative
F, 0.63, 0.49, 0.17, 1.2155, 0.4625, 0.2045, 0.3105, negative
F, 0.685, 0.53, 0.17, 1.5105, 0.7385, 0.3525, 0.3725, negative
M, 0.46, 0.35, 0.125, 0.5165, 0.1885, 0.1145, 0.185, negative
M, 0.465, 0.36, 0.105, 0.488, 0.188, 0.0845, 0.19, negative
I, 0.335, 0.26, 0.09, 0.1835, 0.078, 0.024, 0.065, negative
M, 0.585, 0.45, 0.15, 1.047, 0.4315, 0.276, 0.315, negative
F, 0.71, 0.53, 0.195, 1.8745, 0.6755, 0.4065, 0.6855, negative
M, 0.54, 0.41, 0.13, 0.56, 0.2375, 0.1065, 0.175, negative
M, 0.55, 0.435, 0.11, 0.806, 0.3415, 0.203, 0.215, negative
M, 0.64, 0.49, 0.14, 1.194, 0.4445, 0.238, 0.375, negative
F, 0.64, 0.475, 0.19, 1.151, 0.4365, 0.281, 0.3805, negative
F, 0.545, 0.41, 0.115, 0.6765, 0.29, 0.158, 0.22, negative
M, 0.605, 0.49, 0.155, 1.153, 0.503, 0.2505, 0.295, negative
M, 0.605, 0.47, 0.115, 1.114, 0.3925, 0.291, 0.31, negative
M, 0.45, 0.355, 0.12, 0.3955, 0.147, 0.0765, 0.145, negative
M, 0.38, 0.3, 0.1, 0.2505, 0.106, 0.0535, 0.0775, negative
I, 0.27, 0.195, 0.07, 0.102, 0.045, 0.0135, 0.034, negative
M, 0.5, 0.385, 0.135, 0.551, 0.2245, 0.0715, 0.206, negative
M, 0.645, 0.505, 0.165, 1.307, 0.4335, 0.262, 0.52, negative
I, 0.31, 0.235, 0.075, 0.1515, 0.056, 0.0315, 0.05, negative
M, 0.45, 0.335, 0.14, 0.478, 0.1865, 0.115, 0.16, negative
I, 0.295, 0.215, 0.075, 0.116, 0.037, 0.0295, 0.04, negative
F, 0.6, 0.48, 0.165, 1.1345, 0.4535, 0.27, 0.335, negative
F, 0.585, 0.46, 0.17, 1.0835, 0.3745, 0.326, 0.325, negative
F, 0.62, 0.485, 0.175, 1.271, 0.531, 0.3075, 0.37, negative
M, 0.675, 0.525, 0.175, 1.402, 0.483, 0.3205, 0.465, negative
M, 0.5, 0.4, 0.145, 0.6025, 0.216, 0.138, 0.21, negative
M, 0.52, 0.435, 0.195, 0.973, 0.2985, 0.2135, 0.355, negative
I, 0.44, 0.35, 0.12, 0.375, 0.1425, 0.0965, 0.115, negative
M, 0.665, 0.535, 0.155, 1.383, 0.596, 0.2565, 0.485, negative
I, 0.345, 0.285, 0.1, 0.2225, 0.0865, 0.058, 0.075, negative
M, 0.65, 0.525, 0.19, 1.4995, 0.6265, 0.4005, 0.395, negative
M, 0.635, 0.48, 0.19, 1.467, 0.5825, 0.303, 0.42, negative
F, 0.435, 0.35, 0.125, 0.459, 0.197, 0.1145, 0.145, negative
M, 0.455, 0.375, 0.125, 0.484, 0.2155, 0.102, 0.165, negative
F, 0.645, 0.52, 0.19, 1.3105, 0.58, 0.288, 0.37, negative
M, 0.565, 0.45, 0.115, 0.9085, 0.398, 0.197, 0.29, negative
M, 0.52, 0.425, 0.155, 0.7735, 0.297, 0.123, 0.255, negative
M, 0.55, 0.45, 0.17, 0.81, 0.317, 0.157, 0.22, negative
F, 0.59, 0.475, 0.155, 0.9715, 0.371, 0.235, 0.28, negative
M, 0.565, 0.44, 0.155, 0.868, 0.348, 0.217, 0.26, negative
M, 0.55, 0.46, 0.13, 0.7085, 0.305, 0.1455, 0.205, negative
F, 0.605, 0.475, 0.145, 1.0185, 0.4695, 0.225, 0.27, negative
