@relation abalone19
@attribute Sex {M, F, I}
@attribute Length real [0.075, 0.815]
@attribute Diameter real [0.055, 0.65]
@attribute Height real [0.0, 1.13]
@attribute Whole_weight real [0.0020, 2.8255]
@attribute Shucked_weight real [0.0010, 1.488]
@attribute Viscera_weight real [5.0E-4, 0.76]
@attribute Shell_weight real [0.0015, 1.005]
@attribute Class {positive, negative}
@inputs Sex, Length, Diameter, Height, Whole_weight, Shucked_weight, Viscera_weight, Shell_weight
@outputs Class
@data
F, 0.565, 0.44, 0.15, 0.863, 0.435, 0.149, 0.27, negative
M, 0.57, 0.45, 0.14, 0.795, 0.3385, 0.148, 0.245, negative
I, 0.575, 0.425, 0.135, 0.7965, 0.364, 0.196, 0.239, negative
I, 0.575, 0.45, 0.125, 0.78, 0.3275, 0.188, 0.235, negative
I, 0.59, 0.46, 0.145, 0.9015, 0.419, 0.1785, 0.26, negative
F, 0.595, 0.435, 0.15, 0.9, 0.4175, 0.17, 0.265, negative
M, 0.595, 0.45, 0.145, 0.959, 0.463, 0.2065, 0.2535, negative
F, 0.605, 0.47, 0.155, 0.974, 0.393, 0.224, 0.3345, negative
M, 0.61, 0.475, 0.155, 0.983, 0.4565, 0.228, 0.266, negative
F, 0.61, 0.465, 0.16, 1.0725, 0.4835, 0.2515, 0.28, negative
M, 0.615, 0.47, 0.16, 1.0175, 0.473, 0.2395, 0.28, negative
M, 0.615, 0.475, 0.175, 1.224, 0.6035, 0.261, 0.311, negative
F, 0.63, 0.5, 0.18, 1.1965, 0.514, 0.2325, 0.3995, negative
M, 0.635, 0.5, 0.17, 1.4345, 0.611, 0.309, 0.418, negative
F, 0.64, 0.505, 0.165, 1.2235, 0.5215, 0.2695, 0.36, negative
M, 0.64, 0.525, 0.185, 1.707, 0.763, 0.4205, 0.4435, negative
M, 0.645, 0.5, 0.175, 1.286, 0.5645, 0.288, 0.386, negative
F, 0.645, 0.51, 0.16, 1.2415, 0.5815, 0.276, 0.315, negative
F, 0.645, 0.51, 0.19, 1.363, 0.573, 0.362, 0.36, negative
M, 0.645, 0.485, 0.15, 1.2215, 0.5695, 0.2735, 0.33, negative
M, 0.66, 0.53, 0.195, 1.5505, 0.6505, 0.3295, 0.495, negative
M, 0.665, 0.5, 0.175, 1.2975, 0.6075, 0.314, 0.315, negative
M, 0.67, 0.505, 0.16, 1.2585, 0.6255, 0.311, 0.308, negative
M, 0.67, 0.52, 0.165, 1.39, 0.711, 0.2865, 0.3, negative
F, 0.685, 0.565, 0.175, 1.638, 0.7775, 0.375, 0.438, negative
M, 0.71, 0.575, 0.215, 2.009, 0.9895, 0.4475, 0.502, negative
M, 0.445, 0.32, 0.12, 0.414, 0.199, 0.09, 0.117, negative
M, 0.5, 0.37, 0.15, 1.0615, 0.494, 0.223, 0.296, negative
F, 0.535, 0.425, 0.135, 0.771, 0.3765, 0.1815, 0.1795, negative
M, 0.55, 0.42, 0.16, 1.3405, 0.6325, 0.311, 0.344, negative
M, 0.57, 0.455, 0.175, 1.02, 0.4805, 0.2145, 0.29, negative
I, 0.575, 0.45, 0.13, 0.8145, 0.403, 0.1715, 0.213, negative
I, 0.585, 0.45, 0.15, 0.8915, 0.3975, 0.2035, 0.253, negative
M, 0.6, 0.465, 0.165, 1.038, 0.4975, 0.2205, 0.251, negative
M, 0.605, 0.475, 0.175, 1.2525, 0.5575, 0.3055, 0.343, negative
F, 0.61, 0.475, 0.15, 1.1135, 0.5195, 0.2575, 0.3005, negative
F, 0.615, 0.455, 0.145, 1.1155, 0.5045, 0.238, 0.315, negative
M, 0.62, 0.47, 0.145, 1.0865, 0.511, 0.2715, 0.2565, negative
M, 0.645, 0.5, 0.16, 1.3815, 0.672, 0.326, 0.315, negative
M, 0.65, 0.485, 0.16, 1.7395, 0.5715, 0.2785, 0.3075, negative
M, 0.695, 0.53, 0.19, 1.726, 0.7625, 0.436, 0.455, negative
I, 0.435, 0.335, 0.1, 0.3245, 0.135, 0.0785, 0.098, negative
I, 0.475, 0.34, 0.105, 0.4535, 0.203, 0.08, 0.1465, negative
I, 0.505, 0.405, 0.13, 0.599, 0.2245, 0.1175, 0.225, negative
I, 0.505, 0.4, 0.145, 0.7045, 0.334, 0.1425, 0.207, negative
I, 0.52, 0.41, 0.11, 0.5185, 0.2165, 0.0915, 0.184, negative
I, 0.52, 0.38, 0.115, 0.6645, 0.3285, 0.17, 0.1425, negative
I, 0.52, 0.385, 0.115, 0.581, 0.2555, 0.156, 0.143, negative
I, 0.525, 0.415, 0.12, 0.596, 0.2805, 0.12, 0.1695, negative
I, 0.525, 0.405, 0.145, 0.6965, 0.3045, 0.1535, 0.21, negative
F, 0.565, 0.445, 0.125, 0.8305, 0.3135, 0.1785, 0.23, negative
M, 0.565, 0.415, 0.125, 0.667, 0.302, 0.1545, 0.185, negative
I, 0.565, 0.46, 0.155, 0.8715, 0.3755, 0.215, 0.25, negative
M, 0.57, 0.455, 0.155, 0.832, 0.3585, 0.174, 0.277, negative
M, 0.575, 0.475, 0.145, 0.857, 0.3665, 0.173, 0.269, negative
M, 0.6, 0.46, 0.17, 1.1805, 0.456, 0.337, 0.329, negative
M, 0.6, 0.475, 0.15, 0.99, 0.386, 0.2195, 0.3105, negative
F, 0.6, 0.465, 0.16, 1.133, 0.466, 0.2885, 0.298, negative
M, 0.615, 0.47, 0.145, 1.0285, 0.4435, 0.2825, 0.285, negative
F, 0.615, 0.495, 0.16, 1.255, 0.5815, 0.3195, 0.3225, negative
M, 0.615, 0.495, 0.2, 1.219, 0.564, 0.227, 0.3885, negative
M, 0.625, 0.505, 0.185, 1.1565, 0.52, 0.2405, 0.3535, negative
F, 0.625, 0.445, 0.16, 1.09, 0.46, 0.2965, 0.304, negative
F, 0.635, 0.485, 0.165, 1.2695, 0.5635, 0.3065, 0.3395, negative
M, 0.64, 0.49, 0.155, 1.1285, 0.477, 0.269, 0.34, negative
I, 0.65, 0.52, 0.15, 1.238, 0.5495, 0.296, 0.3305, negative
M, 0.665, 0.525, 0.18, 1.429, 0.6715, 0.29, 0.4, negative
F, 0.67, 0.53, 0.205, 1.4015, 0.643, 0.2465, 0.416, negative
M, 0.675, 0.515, 0.15, 1.312, 0.556, 0.2845, 0.4115, negative
F, 0.675, 0.51, 0.185, 1.473, 0.6295, 0.3025, 0.4245, negative
M, 0.68, 0.54, 0.19, 1.623, 0.7165, 0.354, 0.4715, negative
F, 0.72, 0.575, 0.18, 1.6705, 0.732, 0.3605, 0.501, negative
M, 0.72, 0.565, 0.19, 2.081, 1.0815, 0.4305, 0.503, negative
I, 0.28, 0.2, 0.065, 0.0895, 0.036, 0.0185, 0.03, negative
I, 0.32, 0.24, 0.07, 0.133, 0.0585, 0.0255, 0.041, negative
I, 0.325, 0.25, 0.07, 0.1745, 0.0875, 0.0355, 0.04, negative
I, 0.335, 0.25, 0.08, 0.1695, 0.0695, 0.044, 0.0495, negative
I, 0.35, 0.25, 0.07, 0.1605, 0.0715, 0.0335, 0.046, negative
I, 0.435, 0.325, 0.12, 0.346, 0.159, 0.084, 0.095, negative
F, 0.56, 0.41, 0.16, 0.8215, 0.342, 0.184, 0.253, negative
I, 0.28, 0.215, 0.08, 0.132, 0.072, 0.022, 0.033, negative
I, 0.395, 0.295, 0.1, 0.293, 0.14, 0.062, 0.082, negative
F, 0.4, 0.305, 0.16, 0.368, 0.173, 0.0705, 0.105, negative
I, 0.405, 0.31, 0.09, 0.312, 0.138, 0.06, 0.087, negative
M, 0.45, 0.35, 0.13, 0.4655, 0.2075, 0.1045, 0.135, negative
M, 0.46, 0.345, 0.11, 0.4595, 0.235, 0.0885, 0.116, negative
M, 0.525, 0.385, 0.1, 0.5115, 0.246, 0.1005, 0.1455, negative
F, 0.535, 0.42, 0.13, 0.699, 0.3125, 0.1565, 0.2035, negative
F, 0.545, 0.43, 0.16, 0.844, 0.3945, 0.1855, 0.231, negative
F, 0.6, 0.47, 0.19, 1.1345, 0.492, 0.2595, 0.3375, negative
F, 0.61, 0.43, 0.14, 0.909, 0.438, 0.2, 0.22, negative
I, 0.405, 0.305, 0.09, 0.2825, 0.114, 0.0575, 0.095, negative
M, 0.5, 0.38, 0.155, 0.66, 0.2655, 0.1365, 0.215, positive
F, 0.49, 0.385, 0.125, 0.5395, 0.2175, 0.128, 0.165, negative
M, 0.585, 0.48, 0.185, 1.04, 0.434, 0.265, 0.285, negative
M, 0.595, 0.455, 0.155, 1.041, 0.416, 0.2105, 0.365, negative
I, 0.325, 0.25, 0.055, 0.166, 0.076, 0.051, 0.045, negative
I, 0.18, 0.13, 0.045, 0.0275, 0.0125, 0.01, 0.0090, negative
F, 0.29, 0.21, 0.075, 0.275, 0.113, 0.0675, 0.035, negative
F, 0.56, 0.425, 0.125, 0.932, 0.361, 0.213, 0.335, negative
M, 0.47, 0.37, 0.105, 0.4665, 0.2025, 0.1015, 0.155, negative
F, 0.415, 0.325, 0.115, 0.3455, 0.1405, 0.0765, 0.11, negative
M, 0.46, 0.375, 0.135, 0.4935, 0.186, 0.0845, 0.17, negative
M, 0.27, 0.195, 0.07, 0.106, 0.0465, 0.018, 0.036, negative
F, 0.715, 0.565, 0.24, 2.1995, 0.7245, 0.465, 0.885, negative
F, 0.55, 0.47, 0.15, 0.897, 0.377, 0.184, 0.29, negative
F, 0.37, 0.275, 0.085, 0.2405, 0.104, 0.0535, 0.07, negative
I, 0.19, 0.13, 0.03, 0.0295, 0.0155, 0.015, 0.01, negative
M, 0.595, 0.465, 0.125, 0.799, 0.3245, 0.2, 0.23, negative
M, 0.575, 0.45, 0.185, 0.925, 0.342, 0.197, 0.35, negative
F, 0.58, 0.45, 0.235, 1.071, 0.3, 0.206, 0.395, negative
M, 0.445, 0.34, 0.12, 0.4475, 0.193, 0.1035, 0.13, negative
M, 0.495, 0.385, 0.135, 0.6335, 0.2, 0.1225, 0.26, negative
I, 0.43, 0.325, 0.11, 0.3675, 0.1355, 0.0935, 0.12, negative
I, 0.26, 0.215, 0.08, 0.099, 0.037, 0.0255, 0.045, negative
I, 0.405, 0.305, 0.105, 0.3625, 0.1565, 0.0705, 0.125, negative
F, 0.645, 0.49, 0.215, 1.406, 0.4265, 0.2285, 0.51, negative
M, 0.42, 0.34, 0.115, 0.4215, 0.175, 0.093, 0.135, negative
F, 0.55, 0.465, 0.18, 1.2125, 0.3245, 0.205, 0.525, negative
F, 0.595, 0.495, 0.235, 1.366, 0.5065, 0.219, 0.52, negative
F, 0.555, 0.455, 0.18, 0.958, 0.296, 0.195, 0.39, negative
F, 0.56, 0.445, 0.18, 0.903, 0.3575, 0.2045, 0.295, negative
M, 0.6, 0.48, 0.175, 1.229, 0.4125, 0.2735, 0.415, negative
M, 0.415, 0.315, 0.125, 0.388, 0.068, 0.09, 0.125, negative
I, 0.355, 0.28, 0.1, 0.2275, 0.0935, 0.0455, 0.085, negative
M, 0.36, 0.27, 0.09, 0.2225, 0.083, 0.053, 0.075, negative
F, 0.585, 0.455, 0.165, 0.998, 0.345, 0.2495, 0.315, negative
M, 0.6, 0.485, 0.175, 1.2675, 0.4995, 0.2815, 0.38, negative
M, 0.495, 0.415, 0.165, 0.7485, 0.264, 0.134, 0.285, negative
M, 0.55, 0.46, 0.175, 0.869, 0.3155, 0.1825, 0.32, negative
F, 0.635, 0.51, 0.175, 1.2125, 0.5735, 0.261, 0.36, negative
F, 0.545, 0.445, 0.175, 0.8525, 0.3465, 0.189, 0.295, negative
F, 0.6, 0.475, 0.18, 1.162, 0.511, 0.2675, 0.32, negative
F, 0.52, 0.41, 0.17, 0.8705, 0.3735, 0.219, 0.25, negative
M, 0.695, 0.57, 0.2, 2.033, 0.751, 0.4255, 0.685, negative
F, 0.62, 0.48, 0.23, 1.0935, 0.403, 0.245, 0.355, negative
I, 0.42, 0.33, 0.1, 0.352, 0.1635, 0.089, 0.1, negative
F, 0.385, 0.305, 0.105, 0.3315, 0.1365, 0.0745, 0.1, negative
F, 0.52, 0.415, 0.145, 0.8045, 0.3325, 0.1725, 0.285, negative
F, 0.465, 0.375, 0.135, 0.6, 0.2225, 0.129, 0.23, negative
M, 0.455, 0.355, 0.13, 0.515, 0.2, 0.1275, 0.175, negative
F, 0.58, 0.475, 0.135, 0.925, 0.391, 0.165, 0.275, negative
M, 0.575, 0.435, 0.15, 0.805, 0.293, 0.1625, 0.27, negative
I, 0.4, 0.31, 0.1, 0.2875, 0.1145, 0.0635, 0.095, negative
M, 0.53, 0.435, 0.135, 0.7365, 0.3275, 0.1315, 0.22, negative
M, 0.43, 0.345, 0.115, 0.3045, 0.0925, 0.055, 0.12, negative
F, 0.525, 0.425, 0.145, 0.7995, 0.3345, 0.209, 0.24, negative
F, 0.515, 0.42, 0.135, 0.6295, 0.2815, 0.127, 0.215, negative
F, 0.56, 0.43, 0.125, 0.8025, 0.313, 0.1715, 0.263, negative
M, 0.635, 0.495, 0.15, 1.081, 0.4825, 0.242, 0.31, negative
F, 0.545, 0.44, 0.175, 0.7745, 0.2985, 0.1875, 0.265, negative
M, 0.18, 0.125, 0.05, 0.023, 0.0085, 0.0055, 0.01, negative
I, 0.535, 0.41, 0.155, 0.6315, 0.2745, 0.1415, 0.1815, negative
F, 0.36, 0.265, 0.09, 0.2165, 0.096, 0.037, 0.0735, negative
I, 0.47, 0.35, 0.135, 0.567, 0.2315, 0.1465, 0.1525, negative
I, 0.515, 0.375, 0.14, 0.6505, 0.2495, 0.141, 0.2215, negative
I, 0.5, 0.385, 0.155, 0.762, 0.3795, 0.161, 0.19, negative
F, 0.53, 0.43, 0.17, 0.775, 0.35, 0.152, 0.235, negative
I, 0.44, 0.355, 0.165, 0.435, 0.159, 0.105, 0.14, negative
M, 0.29, 0.225, 0.08, 0.1295, 0.0535, 0.026, 0.045, negative
F, 0.58, 0.46, 0.185, 1.017, 0.3515, 0.2, 0.32, negative
F, 0.465, 0.35, 0.13, 0.494, 0.1945, 0.103, 0.155, negative
F, 0.61, 0.485, 0.165, 1.087, 0.4255, 0.232, 0.38, negative
F, 0.465, 0.38, 0.135, 0.579, 0.208, 0.1095, 0.22, negative
M, 0.465, 0.355, 0.125, 0.5255, 0.2025, 0.135, 0.145, negative
M, 0.35, 0.26, 0.09, 0.198, 0.0725, 0.056, 0.06, negative
M, 0.51, 0.415, 0.14, 0.8185, 0.3025, 0.2155, 0.235, negative
M, 0.645, 0.515, 0.175, 1.6115, 0.6745, 0.384, 0.385, negative
F, 0.615, 0.47, 0.175, 1.2985, 0.5135, 0.343, 0.32, negative
F, 0.59, 0.455, 0.165, 1.161, 0.38, 0.2455, 0.28, negative
F, 0.5, 0.44, 0.155, 0.742, 0.2025, 0.2005, 0.2115, negative
M, 0.39, 0.285, 0.095, 0.271, 0.11, 0.06, 0.08, negative
M, 0.52, 0.4, 0.165, 0.8565, 0.2745, 0.201, 0.21, negative
F, 0.54, 0.415, 0.175, 0.8975, 0.275, 0.241, 0.275, negative
I, 0.415, 0.325, 0.1, 0.4665, 0.2285, 0.1065, 0.114, negative
I, 0.415, 0.315, 0.105, 0.33, 0.1405, 0.0705, 0.095, negative
I, 0.415, 0.315, 0.09, 0.3625, 0.175, 0.0835, 0.093, negative
M, 0.59, 0.48, 0.16, 1.262, 0.5685, 0.2725, 0.335, negative
M, 0.595, 0.49, 0.185, 1.185, 0.482, 0.2015, 0.361, negative
F, 0.6, 0.5, 0.155, 1.332, 0.6235, 0.2835, 0.35, negative
M, 0.63, 0.5, 0.185, 1.362, 0.5785, 0.3125, 0.384, negative
I, 0.315, 0.235, 0.07, 0.149, 0.058, 0.0325, 0.047, negative
I, 0.415, 0.325, 0.1, 0.3335, 0.1445, 0.0715, 0.095, negative
I, 0.44, 0.325, 0.1, 0.4165, 0.185, 0.0865, 0.11, negative
F, 0.46, 0.35, 0.115, 0.46, 0.2025, 0.1115, 0.1165, negative
I, 0.46, 0.345, 0.12, 0.4155, 0.198, 0.0885, 0.107, negative
M, 0.465, 0.34, 0.105, 0.486, 0.231, 0.1035, 0.1225, negative
I, 0.475, 0.385, 0.11, 0.5735, 0.311, 0.1025, 0.136, negative
I, 0.5, 0.38, 0.11, 0.494, 0.218, 0.09, 0.1325, negative
F, 0.57, 0.435, 0.14, 0.8585, 0.3905, 0.196, 0.2295, negative
M, 0.59, 0.465, 0.14, 1.046, 0.4695, 0.263, 0.263, negative
F, 0.6, 0.46, 0.145, 0.9325, 0.3985, 0.2245, 0.248, negative
M, 0.625, 0.48, 0.17, 1.3555, 0.671, 0.268, 0.3385, negative
F, 0.63, 0.495, 0.2, 1.4255, 0.659, 0.336, 0.38, negative
M, 0.645, 0.5, 0.175, 1.5105, 0.6735, 0.3755, 0.3775, negative
F, 0.65, 0.5, 0.185, 1.4415, 0.741, 0.2955, 0.341, negative
M, 0.67, 0.52, 0.19, 1.6385, 0.8115, 0.369, 0.391, negative
M, 0.77, 0.6, 0.215, 2.1945, 1.0515, 0.482, 0.584, negative
I, 0.22, 0.16, 0.05, 0.049, 0.0215, 0.01, 0.015, negative
I, 0.275, 0.205, 0.07, 0.1055, 0.495, 0.019, 0.0315, negative
I, 0.415, 0.315, 0.1, 0.3645, 0.1765, 0.0795, 0.095, negative
I, 0.425, 0.33, 0.115, 0.3265, 0.1315, 0.077, 0.103, negative
I, 0.465, 0.355, 0.105, 0.442, 0.2085, 0.0975, 0.1185, negative
I, 0.485, 0.375, 0.13, 0.5535, 0.266, 0.112, 0.157, negative
I, 0.49, 0.375, 0.125, 0.5445, 0.279, 0.115, 0.13, negative
I, 0.5, 0.39, 0.125, 0.583, 0.294, 0.132, 0.1605, negative
M, 0.5, 0.38, 0.12, 0.5765, 0.273, 0.135, 0.145, negative
M, 0.505, 0.4, 0.135, 0.723, 0.377, 0.149, 0.178, negative
I, 0.52, 0.395, 0.135, 0.633, 0.2985, 0.1295, 0.175, negative
M, 0.545, 0.42, 0.145, 0.778, 0.3745, 0.1545, 0.205, negative
M, 0.565, 0.43, 0.13, 0.784, 0.3495, 0.1885, 0.213, negative
M, 0.57, 0.45, 0.135, 1.02, 0.546, 0.204, 0.25, negative
F, 0.575, 0.48, 0.15, 0.897, 0.4235, 0.1905, 0.248, negative
M, 0.595, 0.47, 0.165, 1.108, 0.4915, 0.2325, 0.3345, negative
M, 0.625, 0.48, 0.145, 1.085, 0.4645, 0.2445, 0.327, negative
M, 0.645, 0.515, 0.16, 1.1845, 0.506, 0.311, 0.335, negative
M, 0.68, 0.52, 0.165, 1.4775, 0.724, 0.279, 0.406, negative
M, 0.68, 0.53, 0.18, 1.529, 0.7635, 0.3115, 0.4025, negative
I, 0.25, 0.175, 0.06, 0.0635, 0.0275, 0.0080, 0.02, negative
I, 0.355, 0.255, 0.08, 0.187, 0.078, 0.0505, 0.058, negative
I, 0.37, 0.275, 0.09, 0.2065, 0.096, 0.0395, 0.058, negative
I, 0.405, 0.31, 0.11, 0.91, 0.416, 0.2075, 0.0995, negative
I, 0.405, 0.3, 0.09, 0.2885, 0.138, 0.0635, 0.0765, negative
I, 0.42, 0.315, 0.11, 0.4025, 0.1855, 0.083, 0.1015, negative
I, 0.445, 0.36, 0.11, 0.4235, 0.182, 0.0765, 0.14, negative
I, 0.45, 0.335, 0.095, 0.3505, 0.1615, 0.0625, 0.1185, negative
I, 0.46, 0.35, 0.1, 0.471, 0.252, 0.077, 0.123, negative
I, 0.485, 0.365, 0.14, 0.4475, 0.1895, 0.0925, 0.2305, negative
I, 0.49, 0.365, 0.125, 0.5585, 0.252, 0.126, 0.1615, negative
F, 0.515, 0.395, 0.135, 0.516, 0.2015, 0.132, 0.162, negative
F, 0.545, 0.44, 0.15, 0.9475, 0.366, 0.239, 0.275, negative
I, 0.555, 0.435, 0.145, 0.6975, 0.262, 0.1575, 0.24, negative
I, 0.56, 0.44, 0.14, 0.825, 0.402, 0.139, 0.245, negative
I, 0.565, 0.43, 0.15, 0.8215, 0.332, 0.1685, 0.29, negative
F, 0.58, 0.465, 0.145, 0.9865, 0.47, 0.2155, 0.25, negative
M, 0.59, 0.47, 0.145, 0.9235, 0.4545, 0.173, 0.254, negative
M, 0.6, 0.51, 0.185, 1.285, 0.6095, 0.2745, 0.315, negative
F, 0.62, 0.48, 0.165, 1.0125, 0.5325, 0.4365, 0.324, negative
M, 0.64, 0.505, 0.155, 1.1955, 0.5565, 0.211, 0.346, negative
F, 0.64, 0.495, 0.17, 1.2265, 0.49, 0.377, 0.2875, negative
M, 0.71, 0.565, 0.2, 1.601, 0.706, 0.321, 0.45, negative
M, 0.725, 0.57, 0.19, 2.3305, 1.253, 0.541, 0.52, negative
I, 0.24, 0.17, 0.05, 0.0545, 0.0205, 0.016, 0.0155, negative
I, 0.275, 0.2, 0.055, 0.0925, 0.038, 0.021, 0.026, negative
I, 0.33, 0.225, 0.075, 0.187, 0.0945, 0.0395, 0.0425, negative
I, 0.455, 0.35, 0.105, 0.4445, 0.213, 0.107, 0.1115, negative
F, 0.54, 0.415, 0.15, 0.8115, 0.3875, 0.1875, 0.2035, negative
M, 0.6, 0.45, 0.16, 1.142, 0.539, 0.225, 0.307, negative
M, 0.625, 0.475, 0.175, 1.3405, 0.656, 0.283, 0.337, negative
M, 0.625, 0.5, 0.13, 1.082, 0.5785, 0.2045, 0.25, negative
F, 0.635, 0.51, 0.185, 1.286, 0.526, 0.295, 0.4105, negative
M, 0.695, 0.54, 0.195, 1.691, 0.768, 0.363, 0.4755, negative
F, 0.72, 0.565, 0.18, 1.719, 0.8465, 0.407, 0.3875, negative
I, 0.37, 0.27, 0.09, 0.1855, 0.07, 0.0425, 0.065, negative
I, 0.46, 0.36, 0.14, 0.447, 0.161, 0.087, 0.16, negative
I, 0.495, 0.375, 0.12, 0.614, 0.2855, 0.1365, 0.161, negative
I, 0.5, 0.37, 0.12, 0.5445, 0.249, 0.1065, 0.152, negative
I, 0.505, 0.4, 0.125, 0.5605, 0.2255, 0.1435, 0.17, negative
M, 0.505, 0.365, 0.115, 0.521, 0.25, 0.096, 0.15, negative
I, 0.55, 0.435, 0.165, 0.804, 0.34, 0.194, 0.244, negative
M, 0.58, 0.46, 0.15, 1.049, 0.5205, 0.1935, 0.305, negative
F, 0.58, 0.45, 0.15, 0.92, 0.393, 0.212, 0.2895, negative
M, 0.58, 0.445, 0.15, 0.9525, 0.4315, 0.1945, 0.287, negative
F, 0.6, 0.48, 0.17, 1.056, 0.4575, 0.2435, 0.3135, negative
M, 0.6, 0.465, 0.165, 1.0475, 0.465, 0.2345, 0.315, negative
I, 0.605, 0.48, 0.155, 0.9995, 0.425, 0.1985, 0.3, negative
F, 0.615, 0.515, 0.135, 1.1215, 0.545, 0.2305, 0.29, negative
M, 0.625, 0.515, 0.165, 1.217, 0.667, 0.2065, 0.3115, negative
F, 0.625, 0.5, 0.16, 1.217, 0.5725, 0.207, 0.355, negative
M, 0.625, 0.49, 0.12, 0.8765, 0.456, 0.18, 0.233, negative
M, 0.63, 0.51, 0.17, 1.1885, 0.4915, 0.3065, 0.348, negative
F, 0.65, 0.565, 0.2, 1.6645, 0.753, 0.367, 0.43, negative
I, 0.67, 0.485, 0.175, 1.2565, 0.5355, 0.322, 0.386, negative
F, 0.67, 0.525, 0.19, 1.527, 0.5755, 0.353, 0.44, negative
M, 0.68, 0.515, 0.16, 1.2345, 0.618, 0.2625, 0.325, negative
M, 0.56, 0.425, 0.135, 0.9415, 0.509, 0.2015, 0.1975, negative
F, 0.635, 0.51, 0.17, 1.2235, 0.532, 0.271, 0.354, negative
F, 0.67, 0.515, 0.17, 1.4265, 0.6605, 0.3395, 0.37, negative
M, 0.73, 0.585, 0.225, 2.2305, 1.2395, 0.422, 0.563, negative
I, 0.435, 0.335, 0.105, 0.3535, 0.156, 0.05, 0.1135, negative
M, 0.56, 0.45, 0.145, 0.894, 0.3885, 0.2095, 0.264, negative
I, 0.565, 0.44, 0.135, 0.768, 0.3305, 0.1385, 0.2475, negative
M, 0.59, 0.435, 0.165, 0.9765, 0.4525, 0.2395, 0.235, negative
M, 0.59, 0.405, 0.15, 0.853, 0.326, 0.2615, 0.245, negative
M, 0.615, 0.49, 0.17, 1.145, 0.4915, 0.208, 0.343, negative
F, 0.625, 0.515, 0.155, 1.1635, 0.4875, 0.259, 0.355, negative
M, 0.635, 0.5, 0.18, 1.154, 0.4405, 0.2315, 0.387, negative
F, 0.66, 0.53, 0.18, 1.5175, 0.7765, 0.302, 0.401, negative
M, 0.685, 0.51, 0.165, 1.545, 0.686, 0.3775, 0.4055, negative
F, 0.7, 0.555, 0.22, 1.666, 0.647, 0.4285, 0.455, negative
F, 0.755, 0.575, 0.2, 2.073, 1.0135, 0.4655, 0.48, negative
I, 0.225, 0.17, 0.05, 0.0515, 0.019, 0.012, 0.017, negative
I, 0.425, 0.31, 0.095, 0.3075, 0.139, 0.0745, 0.093, negative
M, 0.51, 0.395, 0.125, 0.5805, 0.244, 0.1335, 0.188, negative
F, 0.53, 0.395, 0.115, 0.5685, 0.249, 0.1375, 0.161, negative
M, 0.66, 0.525, 0.2, 1.489, 0.6065, 0.3795, 0.421, negative
I, 0.415, 0.32, 0.115, 0.3045, 0.1215, 0.0735, 0.094, negative
F, 0.525, 0.4, 0.13, 0.6995, 0.3115, 0.131, 0.223, negative
F, 0.55, 0.425, 0.14, 0.952, 0.4895, 0.1945, 0.2185, negative
M, 0.575, 0.45, 0.135, 0.9215, 0.354, 0.209, 0.2365, negative
M, 0.615, 0.495, 0.155, 1.2865, 0.435, 0.293, 0.3245, negative
M, 0.67, 0.515, 0.165, 1.1735, 0.526, 0.285, 0.316, negative
M, 0.675, 0.505, 0.16, 1.532, 0.74, 0.357, 0.3815, negative
F, 0.485, 0.39, 0.1, 0.5565, 0.2215, 0.1155, 0.185, negative
M, 0.535, 0.42, 0.125, 0.764, 0.312, 0.1505, 0.265, negative
M, 0.51, 0.4, 0.14, 0.6905, 0.259, 0.151, 0.23, negative
I, 0.18, 0.135, 0.08, 0.033, 0.0145, 0.0070, 0.01, negative
I, 0.215, 0.165, 0.055, 0.059, 0.0265, 0.0125, 0.0185, negative
F, 0.7, 0.54, 0.215, 1.978, 0.6675, 0.3125, 0.71, negative
M, 0.505, 0.395, 0.125, 0.635, 0.29, 0.1555, 0.175, negative
F, 0.335, 0.22, 0.07, 0.17, 0.076, 0.0365, 0.05, negative
M, 0.56, 0.45, 0.155, 0.9125, 0.3595, 0.271, 0.35, negative
M, 0.35, 0.265, 0.09, 0.2265, 0.0995, 0.0575, 0.065, negative
F, 0.49, 0.38, 0.13, 0.539, 0.229, 0.1355, 0.165, negative
F, 0.37, 0.295, 0.1, 0.2685, 0.1165, 0.056, 0.0835, negative
M, 0.565, 0.44, 0.115, 0.9185, 0.404, 0.1785, 0.29, negative
F, 0.61, 0.47, 0.16, 1.017, 0.426, 0.2255, 0.32, negative
F, 0.635, 0.505, 0.185, 1.3035, 0.501, 0.295, 0.41, negative
F, 0.665, 0.53, 0.185, 1.3955, 0.456, 0.3205, 0.49, negative
I, 0.43, 0.34, 0.125, 0.384, 0.1375, 0.061, 0.146, negative
F, 0.57, 0.495, 0.16, 1.0915, 0.452, 0.275, 0.315, negative
M, 0.425, 0.34, 0.12, 0.388, 0.149, 0.087, 0.125, negative
F, 0.61, 0.48, 0.19, 1.2955, 0.5215, 0.3225, 0.365, negative
M, 0.695, 0.53, 0.15, 1.477, 0.6375, 0.3025, 0.43, negative
F, 0.69, 0.555, 0.205, 1.8165, 0.7785, 0.4395, 0.515, positive
F, 0.695, 0.55, 0.16, 1.6365, 0.694, 0.3005, 0.44, negative
M, 0.3, 0.24, 0.09, 0.161, 0.0725, 0.039, 0.05, negative
I, 0.3, 0.23, 0.075, 0.15, 0.0605, 0.042, 0.045, negative
F, 0.595, 0.485, 0.145, 1.2515, 0.5035, 0.2925, 0.33, negative
