@relation abalone19
@attribute Sex {M, F, I}
@attribute Length real [0.075, 0.815]
@attribute Diameter real [0.055, 0.65]
@attribute Height real [0.0, 1.13]
@attribute Whole_weight real [0.0020, 2.8255]
@attribute Shucked_weight real [0.0010, 1.488]
@attribute Viscera_weight real [5.0E-4, 0.76]
@attribute Shell_weight real [0.0015, 1.005]
@attribute Class {positive, negative}
@inputs Sex, Length, Diameter, Height, Whole_weight, Shucked_weight, Viscera_weight, Shell_weight
@outputs Class
@data
M, 0.69, 0.525, 0.2, 1.7825, 0.9165, 0.3325, 0.461, negative
I, 0.36, 0.265, 0.075, 0.1845, 0.083, 0.0365, 0.055, negative
I, 0.375, 0.28, 0.08, 0.2165, 0.0935, 0.0925, 0.07, negative
I, 0.425, 0.325, 0.11, 0.317, 0.135, 0.048, 0.09, negative
I, 0.5, 0.39, 0.12, 0.5955, 0.2455, 0.147, 0.173, negative
I, 0.52, 0.41, 0.145, 0.646, 0.2965, 0.1595, 0.165, negative
M, 0.525, 0.415, 0.145, 0.845, 0.3525, 0.1635, 0.2875, negative
I, 0.53, 0.42, 0.12, 0.5965, 0.2555, 0.141, 0.177, negative
I, 0.54, 0.425, 0.14, 0.742, 0.32, 0.1395, 0.25, negative
I, 0.54, 0.425, 0.135, 0.686, 0.3475, 0.1545, 0.213, negative
I, 0.545, 0.42, 0.125, 0.717, 0.358, 0.112, 0.22, negative
I, 0.55, 0.42, 0.135, 0.816, 0.3995, 0.1485, 0.23, negative
I, 0.555, 0.435, 0.14, 0.765, 0.3945, 0.15, 0.206, negative
I, 0.555, 0.46, 0.145, 0.9005, 0.3845, 0.158, 0.2765, negative
I, 0.56, 0.445, 0.15, 0.8225, 0.3685, 0.187, 0.236, negative
M, 0.565, 0.44, 0.125, 0.802, 0.3595, 0.1825, 0.215, negative
F, 0.57, 0.45, 0.135, 0.7805, 0.3345, 0.185, 0.21, negative
I, 0.57, 0.435, 0.17, 0.848, 0.4, 0.166, 0.25, negative
M, 0.58, 0.43, 0.13, 0.798, 0.365, 0.173, 0.2285, negative
M, 0.59, 0.49, 0.165, 1.207, 0.559, 0.235, 0.309, negative
I, 0.595, 0.46, 0.15, 0.8335, 0.377, 0.1925, 0.235, negative
I, 0.6, 0.48, 0.17, 0.9175, 0.38, 0.2225, 0.29, negative
M, 0.6, 0.47, 0.165, 1.059, 0.504, 0.241, 0.275, negative
F, 0.62, 0.54, 0.165, 1.139, 0.4995, 0.2435, 0.357, negative
I, 0.62, 0.49, 0.16, 1.066, 0.446, 0.246, 0.305, negative
F, 0.62, 0.48, 0.175, 1.0405, 0.464, 0.2225, 0.3, negative
F, 0.625, 0.485, 0.175, 1.362, 0.6765, 0.2615, 0.3705, negative
I, 0.625, 0.485, 0.15, 1.044, 0.438, 0.2865, 0.278, negative
M, 0.63, 0.49, 0.17, 1.1745, 0.5255, 0.273, 0.339, negative
I, 0.635, 0.5, 0.165, 1.489, 0.715, 0.3445, 0.3615, negative
F, 0.635, 0.49, 0.175, 1.2435, 0.5805, 0.313, 0.305, negative
M, 0.645, 0.505, 0.15, 1.1605, 0.519, 0.2615, 0.335, negative
M, 0.645, 0.5, 0.19, 1.5595, 0.741, 0.3715, 0.3845, negative
M, 0.645, 0.51, 0.19, 1.4745, 0.605, 0.345, 0.48, negative
M, 0.645, 0.51, 0.16, 1.33, 0.6665, 0.309, 0.317, negative
M, 0.655, 0.55, 0.18, 1.274, 0.586, 0.281, 0.365, negative
F, 0.655, 0.51, 0.15, 1.043, 0.4795, 0.223, 0.305, negative
F, 0.655, 0.505, 0.195, 1.4405, 0.688, 0.3805, 0.363, negative
F, 0.66, 0.535, 0.175, 1.5175, 0.711, 0.3125, 0.415, negative
F, 0.67, 0.55, 0.155, 1.566, 0.858, 0.339, 0.354, negative
M, 0.675, 0.525, 0.16, 1.2835, 0.572, 0.2755, 0.3545, negative
F, 0.69, 0.55, 0.2, 1.569, 0.687, 0.3675, 0.46, negative
F, 0.71, 0.54, 0.205, 1.5805, 0.802, 0.287, 0.435, negative
F, 0.72, 0.525, 0.18, 1.445, 0.631, 0.3215, 0.435, negative
F, 0.73, 0.56, 0.19, 1.9425, 0.799, 0.5195, 0.5655, negative
F, 0.375, 0.27, 0.135, 0.597, 0.272, 0.131, 0.1675, negative
M, 0.39, 0.28, 0.125, 0.564, 0.3035, 0.0955, 0.143, negative
F, 0.49, 0.355, 0.16, 0.8795, 0.3485, 0.215, 0.2825, negative
M, 0.525, 0.38, 0.125, 0.65, 0.303, 0.155, 0.159, negative
M, 0.53, 0.41, 0.14, 0.7545, 0.3495, 0.1715, 0.2105, negative
F, 0.58, 0.43, 0.17, 1.48, 0.6535, 0.324, 0.4155, negative
M, 0.6, 0.495, 0.175, 1.3005, 0.6195, 0.284, 0.3285, negative
M, 0.625, 0.49, 0.185, 1.169, 0.5275, 0.2535, 0.344, negative
M, 0.635, 0.495, 0.195, 1.172, 0.445, 0.3115, 0.3475, negative
M, 0.72, 0.56, 0.18, 1.5865, 0.691, 0.375, 0.4425, negative
I, 0.35, 0.265, 0.08, 0.2, 0.09, 0.042, 0.06, negative
I, 0.365, 0.27, 0.075, 0.2215, 0.095, 0.0445, 0.07, negative
I, 0.41, 0.335, 0.105, 0.3305, 0.1405, 0.064, 0.105, negative
I, 0.435, 0.33, 0.11, 0.38, 0.1515, 0.0945, 0.11, negative
I, 0.435, 0.33, 0.105, 0.335, 0.156, 0.0555, 0.105, negative
I, 0.445, 0.33, 0.11, 0.358, 0.1525, 0.067, 0.1185, negative
I, 0.465, 0.37, 0.11, 0.445, 0.1635, 0.096, 0.166, negative
I, 0.495, 0.38, 0.145, 0.5, 0.205, 0.148, 0.1505, negative
I, 0.515, 0.415, 0.135, 0.7125, 0.285, 0.152, 0.245, negative
M, 0.515, 0.385, 0.11, 0.5785, 0.253, 0.16, 0.14, negative
I, 0.53, 0.43, 0.16, 0.7245, 0.321, 0.1275, 0.24, negative
I, 0.53, 0.405, 0.12, 0.632, 0.2715, 0.148, 0.1875, negative
F, 0.54, 0.425, 0.16, 0.9455, 0.3675, 0.2005, 0.295, negative
I, 0.545, 0.43, 0.14, 0.687, 0.2615, 0.1405, 0.25, negative
I, 0.55, 0.45, 0.13, 0.804, 0.3375, 0.1405, 0.23, negative
M, 0.57, 0.46, 0.155, 1.0005, 0.454, 0.205, 0.265, negative
M, 0.575, 0.435, 0.135, 0.992, 0.432, 0.2225, 0.239, negative
M, 0.595, 0.455, 0.15, 0.886, 0.4315, 0.201, 0.223, negative
F, 0.6, 0.47, 0.135, 0.97, 0.4655, 0.1955, 0.264, negative
I, 0.605, 0.49, 0.165, 1.071, 0.482, 0.1935, 0.352, negative
M, 0.605, 0.47, 0.18, 1.1155, 0.479, 0.2565, 0.321, negative
M, 0.61, 0.48, 0.14, 1.031, 0.4375, 0.2615, 0.27, negative
F, 0.61, 0.46, 0.145, 1.1185, 0.478, 0.2945, 0.2985, negative
M, 0.62, 0.49, 0.15, 1.195, 0.4605, 0.302, 0.355, negative
F, 0.62, 0.495, 0.17, 1.062, 0.372, 0.213, 0.34, negative
M, 0.62, 0.47, 0.15, 1.309, 0.587, 0.4405, 0.325, negative
M, 0.62, 0.485, 0.155, 1.0295, 0.425, 0.2315, 0.335, negative
F, 0.635, 0.52, 0.165, 1.3405, 0.5065, 0.296, 0.412, negative
M, 0.64, 0.53, 0.165, 1.1895, 0.4765, 0.3, 0.35, negative
F, 0.64, 0.48, 0.145, 1.1145, 0.508, 0.24, 0.34, negative
F, 0.64, 0.485, 0.185, 1.4195, 0.6735, 0.3465, 0.3255, negative
F, 0.645, 0.52, 0.21, 1.5535, 0.616, 0.3655, 0.474, negative
F, 0.65, 0.51, 0.155, 1.189, 0.483, 0.278, 0.3645, negative
M, 0.655, 0.52, 0.17, 1.1445, 0.53, 0.223, 0.348, negative
F, 0.66, 0.535, 0.205, 1.4415, 0.5925, 0.2775, 0.49, negative
F, 0.665, 0.5, 0.15, 1.2475, 0.4625, 0.2955, 0.3595, negative
M, 0.68, 0.54, 0.155, 1.534, 0.671, 0.379, 0.384, negative
F, 0.7, 0.575, 0.205, 1.773, 0.605, 0.447, 0.538, negative
M, 0.7, 0.55, 0.175, 1.4405, 0.6565, 0.2985, 0.375, negative
F, 0.705, 0.535, 0.22, 1.866, 0.929, 0.3835, 0.4395, negative
I, 0.21, 0.15, 0.055, 0.0465, 0.017, 0.012, 0.015, negative
I, 0.35, 0.235, 0.08, 0.17, 0.0725, 0.0465, 0.0495, negative
I, 0.355, 0.27, 0.105, 0.271, 0.1425, 0.0525, 0.0735, negative
I, 0.425, 0.315, 0.095, 0.3675, 0.1865, 0.0675, 0.0985, negative
I, 0.43, 0.32, 0.11, 0.3675, 0.1675, 0.102, 0.105, negative
M, 0.47, 0.365, 0.135, 0.522, 0.2395, 0.1525, 0.145, negative
M, 0.505, 0.385, 0.115, 0.4825, 0.21, 0.1035, 0.1535, negative
F, 0.55, 0.47, 0.15, 0.9205, 0.381, 0.2435, 0.2675, negative
M, 0.59, 0.465, 0.165, 1.115, 0.5165, 0.273, 0.275, negative
M, 0.605, 0.445, 0.14, 0.982, 0.4295, 0.2085, 0.295, negative
M, 0.66, 0.515, 0.195, 1.5655, 0.7345, 0.353, 0.386, negative
I, 0.27, 0.195, 0.065, 0.1065, 0.0475, 0.0225, 0.0285, negative
F, 0.455, 0.355, 1.13, 0.594, 0.332, 0.116, 0.1335, negative
M, 0.485, 0.39, 0.135, 0.617, 0.25, 0.1345, 0.1635, negative
I, 0.49, 0.37, 0.11, 0.538, 0.271, 0.1035, 0.139, negative
M, 0.505, 0.385, 0.13, 0.6435, 0.3135, 0.149, 0.1515, negative
M, 0.595, 0.465, 0.15, 0.919, 0.4335, 0.1765, 0.262, negative
F, 0.62, 0.49, 0.16, 1.056, 0.493, 0.244, 0.2725, negative
F, 0.665, 0.525, 0.21, 1.644, 0.818, 0.3395, 0.4275, negative
F, 0.69, 0.54, 0.195, 1.2525, 0.73, 0.3975, 0.462, negative
F, 0.71, 0.5, 0.15, 1.3165, 0.6835, 0.2815, 0.28, negative
F, 0.73, 0.555, 0.18, 1.6895, 0.6555, 0.1965, 0.4935, negative
M, 0.775, 0.57, 0.22, 2.032, 0.735, 0.4755, 0.6585, negative
M, 0.415, 0.3, 0.1, 0.3355, 0.1545, 0.0685, 0.095, negative
M, 0.425, 0.33, 0.08, 0.361, 0.134, 0.0825, 0.125, negative
M, 0.47, 0.35, 0.1, 0.4775, 0.1885, 0.0885, 0.175, negative
I, 0.37, 0.29, 0.1, 0.25, 0.1025, 0.0505, 0.085, negative
I, 0.41, 0.31, 0.11, 0.315, 0.124, 0.082, 0.095, negative
M, 0.375, 0.29, 0.1, 0.276, 0.1175, 0.0565, 0.085, negative
M, 0.62, 0.49, 0.17, 1.2105, 0.5185, 0.2555, 0.335, negative
F, 0.375, 0.29, 0.08, 0.282, 0.1405, 0.0725, 0.08, negative
F, 0.48, 0.38, 0.12, 0.608, 0.2705, 0.1405, 0.185, negative
M, 0.385, 0.295, 0.095, 0.335, 0.147, 0.094, 0.09, negative
M, 0.47, 0.375, 0.115, 0.4265, 0.1685, 0.0755, 0.15, negative
I, 0.4, 0.31, 0.1, 0.127, 0.106, 0.071, 0.085, negative
F, 0.57, 0.465, 0.18, 0.9995, 0.405, 0.277, 0.295, negative
M, 0.445, 0.355, 0.11, 0.4415, 0.1805, 0.1035, 0.1505, negative
M, 0.62, 0.495, 0.175, 1.806, 0.643, 0.3285, 0.725, negative
F, 0.645, 0.5, 0.17, 1.1845, 0.4805, 0.274, 0.355, negative
F, 0.595, 0.48, 0.2, 0.975, 0.358, 0.2035, 0.34, negative
F, 0.625, 0.42, 0.165, 1.0595, 0.358, 0.165, 0.445, negative
I, 0.32, 0.235, 0.08, 0.1485, 0.064, 0.031, 0.045, negative
I, 0.215, 0.17, 0.055, 0.0605, 0.0205, 0.014, 0.02, negative
F, 0.68, 0.55, 0.2, 1.596, 0.525, 0.4075, 0.585, negative
F, 0.65, 0.515, 0.195, 1.4005, 0.5195, 0.36, 0.44, negative
M, 0.42, 0.345, 0.105, 0.43, 0.175, 0.096, 0.13, negative
M, 0.66, 0.505, 0.2, 1.6305, 0.4865, 0.297, 0.61, negative
M, 0.565, 0.47, 0.195, 1.142, 0.387, 0.258, 0.35, negative
M, 0.63, 0.51, 0.23, 1.539, 0.5635, 0.2815, 0.57, negative
M, 0.495, 0.39, 0.15, 0.853, 0.3285, 0.189, 0.27, negative
F, 0.535, 0.46, 0.145, 0.7875, 0.3395, 0.2005, 0.2, negative
M, 0.58, 0.465, 0.175, 1.035, 0.401, 0.1865, 0.385, negative
M, 0.37, 0.28, 0.095, 0.2225, 0.0805, 0.051, 0.075, negative
M, 0.465, 0.36, 0.13, 0.5265, 0.2105, 0.1185, 0.165, negative
M, 0.46, 0.375, 0.14, 0.5105, 0.192, 0.1045, 0.205, negative
M, 0.43, 0.335, 0.115, 0.406, 0.166, 0.0935, 0.135, negative
F, 0.62, 0.51, 0.15, 1.456, 0.581, 0.2875, 0.32, negative
I, 0.59, 0.45, 0.16, 0.893, 0.2745, 0.2185, 0.345, negative
F, 0.61, 0.48, 0.175, 1.0675, 0.391, 0.216, 0.42, negative
M, 0.57, 0.45, 0.16, 0.8615, 0.3725, 0.2175, 0.255, negative
M, 0.655, 0.525, 0.185, 1.259, 0.487, 0.2215, 0.445, negative
M, 0.51, 0.405, 0.13, 0.7175, 0.3725, 0.158, 0.17, negative
M, 0.525, 0.405, 0.135, 0.7575, 0.3305, 0.216, 0.195, negative
F, 0.58, 0.475, 0.155, 0.974, 0.4305, 0.23, 0.285, negative
M, 0.475, 0.375, 0.12, 0.563, 0.2525, 0.1205, 0.185, negative
F, 0.48, 0.405, 0.13, 0.6375, 0.277, 0.1445, 0.21, negative
M, 0.46, 0.375, 0.13, 0.5735, 0.2505, 0.119, 0.195, negative
M, 0.59, 0.49, 0.135, 1.008, 0.422, 0.2245, 0.285, negative
I, 0.395, 0.325, 0.105, 0.306, 0.111, 0.0735, 0.095, negative
M, 0.475, 0.395, 0.135, 0.592, 0.2465, 0.1645, 0.2, negative
F, 0.565, 0.48, 0.175, 0.957, 0.3885, 0.215, 0.275, negative
M, 0.56, 0.455, 0.165, 0.86, 0.4015, 0.1695, 0.245, negative
F, 0.71, 0.565, 0.195, 1.7265, 0.638, 0.3365, 0.565, negative
M, 0.505, 0.4, 0.13, 0.764, 0.3035, 0.189, 0.2175, negative
M, 0.525, 0.43, 0.165, 0.8645, 0.376, 0.1945, 0.2515, negative
M, 0.7, 0.53, 0.19, 1.3185, 0.548, 0.233, 0.42, negative
F, 0.645, 0.525, 0.2, 1.449, 0.601, 0.2565, 0.505, negative
F, 0.66, 0.525, 0.205, 1.3665, 0.5005, 0.291, 0.41, negative
M, 0.57, 0.475, 0.195, 1.0295, 0.4635, 0.1905, 0.305, negative
F, 0.6, 0.47, 0.2, 1.031, 0.392, 0.2035, 0.29, negative
I, 0.415, 0.325, 0.115, 0.3285, 0.1405, 0.051, 0.106, negative
I, 0.525, 0.43, 0.15, 0.7365, 0.3225, 0.161, 0.215, negative
F, 0.44, 0.345, 0.105, 0.4285, 0.165, 0.083, 0.132, negative
F, 0.45, 0.345, 0.115, 0.496, 0.1905, 0.117, 0.14, negative
M, 0.42, 0.34, 0.125, 0.4495, 0.165, 0.1125, 0.144, negative
I, 0.625, 0.46, 0.16, 1.2395, 0.55, 0.273, 0.38, negative
I, 0.625, 0.465, 0.155, 0.972, 0.404, 0.1845, 0.35, negative
I, 0.635, 0.505, 0.19, 1.3315, 0.5805, 0.252, 0.435, negative
F, 0.585, 0.415, 0.155, 0.6985, 0.3, 0.146, 0.195, negative
I, 0.655, 0.515, 0.145, 1.25, 0.5265, 0.283, 0.315, negative
M, 0.4, 0.315, 0.105, 0.287, 0.1135, 0.037, 0.113, negative
I, 0.52, 0.415, 0.16, 0.595, 0.2105, 0.142, 0.26, negative
F, 0.41, 0.315, 0.11, 0.321, 0.1255, 0.0655, 0.095, negative
I, 0.575, 0.45, 0.17, 0.9315, 0.358, 0.2145, 0.26, negative
M, 0.475, 0.355, 0.125, 0.4625, 0.186, 0.107, 0.145, negative
F, 0.55, 0.435, 0.17, 0.884, 0.2875, 0.1645, 0.28, negative
F, 0.37, 0.285, 0.105, 0.27, 0.1125, 0.0585, 0.0835, negative
I, 0.25, 0.18, 0.06, 0.073, 0.028, 0.017, 0.0225, negative
F, 0.5, 0.385, 0.13, 0.768, 0.2625, 0.095, 0.27, negative
M, 0.5, 0.39, 0.13, 0.709, 0.275, 0.168, 0.18, negative
M, 0.425, 0.325, 0.12, 0.3755, 0.142, 0.1065, 0.105, negative
F, 0.37, 0.275, 0.08, 0.227, 0.093, 0.0625, 0.07, negative
F, 0.52, 0.425, 0.145, 0.7, 0.207, 0.1905, 0.24, negative
I, 0.355, 0.26, 0.09, 0.1925, 0.077, 0.038, 0.065, negative
F, 0.475, 0.38, 0.145, 0.57, 0.167, 0.118, 0.187, negative
M, 0.4, 0.305, 0.13, 0.2935, 0.096, 0.0675, 0.105, negative
I, 0.285, 0.21, 0.07, 0.109, 0.044, 0.0265, 0.033, negative
I, 0.3, 0.23, 0.075, 0.127, 0.052, 0.03, 0.0345, negative
I, 0.31, 0.24, 0.105, 0.2885, 0.118, 0.065, 0.083, negative
I, 0.34, 0.255, 0.075, 0.18, 0.0745, 0.04, 0.0525, negative
F, 0.47, 0.375, 0.12, 0.6015, 0.2765, 0.1455, 0.135, negative
M, 0.48, 0.37, 0.135, 0.6315, 0.3445, 0.1015, 0.161, negative
M, 0.5, 0.4, 0.13, 0.7715, 0.37, 0.16, 0.211, negative
M, 0.525, 0.425, 0.19, 0.872, 0.4625, 0.1725, 0.199, negative
M, 0.545, 0.45, 0.15, 0.8795, 0.387, 0.15, 0.2625, negative
M, 0.58, 0.46, 0.18, 1.145, 0.48, 0.277, 0.325, negative
M, 0.605, 0.475, 0.175, 1.201, 0.5395, 0.275, 0.309, negative
F, 0.64, 0.5, 0.18, 1.4995, 0.593, 0.314, 0.431, negative
M, 0.66, 0.535, 0.2, 1.791, 0.733, 0.318, 0.54, negative
F, 0.69, 0.55, 0.18, 1.659, 0.8715, 0.2655, 0.4395, negative
I, 0.38, 0.285, 0.085, 0.237, 0.115, 0.0405, 0.07, negative
I, 0.44, 0.335, 0.11, 0.3885, 0.175, 0.0835, 0.111, negative
F, 0.455, 0.35, 0.12, 0.4555, 0.1945, 0.1045, 0.1375, negative
I, 0.475, 0.355, 0.105, 0.468, 0.201, 0.1115, 0.12, negative
M, 0.48, 0.37, 0.1, 0.5135, 0.243, 0.1015, 0.135, negative
F, 0.55, 0.425, 0.125, 0.964, 0.5475, 0.159, 0.215, negative
F, 0.555, 0.425, 0.14, 0.963, 0.44, 0.224, 0.24, negative
F, 0.57, 0.445, 0.15, 0.995, 0.504, 0.185, 0.2505, negative
F, 0.585, 0.45, 0.16, 0.9045, 0.405, 0.2215, 0.2335, negative
F, 0.625, 0.49, 0.175, 1.1075, 0.4485, 0.2165, 0.3595, negative
F, 0.7, 0.575, 0.205, 1.7975, 0.7295, 0.3935, 0.5165, negative
F, 0.705, 0.56, 0.205, 2.381, 0.9915, 0.5005, 0.624, negative
I, 0.29, 0.21, 0.06, 0.1045, 0.0415, 0.022, 0.035, negative
I, 0.425, 0.34, 0.1, 0.3515, 0.1625, 0.082, 0.094, negative
I, 0.46, 0.345, 0.11, 0.3755, 0.1525, 0.058, 0.125, negative
M, 0.49, 0.38, 0.11, 0.554, 0.2935, 0.1005, 0.15, negative
I, 0.51, 0.395, 0.155, 0.5395, 0.2465, 0.1085, 0.167, negative
F, 0.545, 0.43, 0.14, 0.832, 0.4355, 0.17, 0.201, negative
F, 0.585, 0.45, 0.15, 0.938, 0.467, 0.203, 0.225, negative
M, 0.615, 0.475, 0.175, 1.103, 0.4635, 0.3095, 0.2725, negative
M, 0.62, 0.49, 0.155, 1.1, 0.505, 0.2475, 0.31, negative
M, 0.65, 0.52, 0.175, 1.2655, 0.615, 0.2775, 0.336, negative
M, 0.735, 0.57, 0.175, 1.88, 0.9095, 0.387, 0.488, negative
I, 0.21, 0.15, 0.045, 0.04, 0.0135, 0.0080, 0.0105, negative
I, 0.345, 0.255, 0.095, 0.183, 0.075, 0.0385, 0.06, negative
I, 0.375, 0.29, 0.14, 0.3, 0.14, 0.0625, 0.0825, negative
I, 0.395, 0.32, 0.1, 0.3075, 0.149, 0.0535, 0.09, negative
I, 0.4, 0.305, 0.1, 0.3415, 0.176, 0.0625, 0.0865, negative
I, 0.41, 0.325, 0.11, 0.326, 0.1325, 0.075, 0.101, negative
I, 0.42, 0.325, 0.115, 0.314, 0.1295, 0.0635, 0.1, negative
I, 0.505, 0.385, 0.125, 0.596, 0.245, 0.097, 0.21, negative
I, 0.525, 0.4, 0.13, 0.6445, 0.345, 0.1285, 0.2, negative
I, 0.55, 0.425, 0.145, 0.89, 0.4325, 0.171, 0.236, negative
I, 0.55, 0.425, 0.135, 0.656, 0.257, 0.17, 0.203, negative
I, 0.55, 0.465, 0.15, 0.936, 0.481, 0.174, 0.2435, negative
F, 0.575, 0.435, 0.155, 0.8975, 0.4115, 0.2325, 0.23, negative
M, 0.595, 0.475, 0.14, 1.0305, 0.4925, 0.217, 0.278, negative
M, 0.6, 0.495, 0.185, 1.1145, 0.5055, 0.2635, 0.367, negative
M, 0.625, 0.5, 0.14, 1.096, 0.5445, 0.2165, 0.295, negative
F, 0.63, 0.475, 0.155, 1.0005, 0.452, 0.252, 0.265, negative
M, 0.64, 0.485, 0.15, 1.098, 0.5195, 0.222, 0.3175, negative
F, 0.66, 0.505, 0.19, 1.4045, 0.6255, 0.3375, 0.3745, negative
I, 0.39, 0.29, 0.09, 0.2625, 0.117, 0.054, 0.077, negative
I, 0.495, 0.375, 0.12, 0.589, 0.3075, 0.1215, 0.1405, negative
M, 0.535, 0.405, 0.14, 0.818, 0.402, 0.1715, 0.189, negative
F, 0.59, 0.455, 0.15, 0.976, 0.465, 0.2055, 0.2765, negative
M, 0.6, 0.475, 0.175, 1.11, 0.5105, 0.256, 0.285, negative
M, 0.63, 0.49, 0.165, 1.2005, 0.575, 0.273, 0.294, negative
F, 0.65, 0.525, 0.19, 1.385, 0.8875, 0.3095, 0.405, negative
F, 0.72, 0.565, 0.17, 1.613, 0.723, 0.3255, 0.4945, negative
I, 0.32, 0.205, 0.08, 0.181, 0.088, 0.034, 0.0495, negative
I, 0.375, 0.28, 0.085, 0.2145, 0.0855, 0.0485, 0.072, negative
I, 0.41, 0.305, 0.095, 0.2625, 0.1, 0.0515, 0.09, negative
I, 0.425, 0.34, 0.1, 0.371, 0.15, 0.0865, 0.115, negative
I, 0.445, 0.31, 0.09, 0.336, 0.1555, 0.09, 0.0855, negative
I, 0.52, 0.4, 0.11, 0.597, 0.2935, 0.1155, 0.16, negative
I, 0.53, 0.38, 0.125, 0.616, 0.292, 0.113, 0.185, negative
M, 0.53, 0.405, 0.15, 0.8315, 0.352, 0.187, 0.2525, negative
I, 0.54, 0.425, 0.13, 0.8155, 0.3675, 0.1365, 0.246, negative
I, 0.54, 0.415, 0.11, 0.619, 0.2755, 0.15, 0.1765, negative
F, 0.55, 0.435, 0.14, 0.745, 0.347, 0.174, 0.2265, negative
M, 0.59, 0.5, 0.15, 1.142, 0.485, 0.265, 0.345, negative
M, 0.6, 0.45, 0.195, 1.34, 0.617, 0.3255, 0.3605, negative
F, 0.605, 0.495, 0.17, 1.0915, 0.4365, 0.2715, 0.335, negative
F, 0.61, 0.47, 0.195, 1.2735, 0.469, 0.3315, 0.398, negative
I, 0.61, 0.49, 0.16, 1.1545, 0.5865, 0.2385, 0.2915, negative
M, 0.615, 0.455, 0.15, 0.9335, 0.382, 0.247, 0.2615, negative
M, 0.62, 0.475, 0.195, 1.3585, 0.5935, 0.3365, 0.3745, negative
F, 0.635, 0.485, 0.19, 1.3765, 0.634, 0.2885, 0.406, negative
M, 0.635, 0.52, 0.175, 1.292, 0.6, 0.269, 0.367, negative
M, 0.64, 0.575, 0.175, 1.4585, 0.625, 0.266, 0.4395, negative
F, 0.645, 0.485, 0.15, 1.151, 0.5935, 0.2315, 0.293, negative
F, 0.655, 0.515, 0.2, 1.494, 0.7255, 0.309, 0.405, negative
F, 0.66, 0.525, 0.16, 1.277, 0.4975, 0.319, 0.394, negative
F, 0.66, 0.525, 0.18, 1.5965, 0.7765, 0.397, 0.3605, negative
M, 0.67, 0.525, 0.17, 1.4005, 0.715, 0.3025, 0.387, negative
M, 0.67, 0.54, 0.175, 1.482, 0.739, 0.2925, 0.365, negative
M, 0.69, 0.515, 0.18, 1.8445, 0.9815, 0.4655, 0.341, negative
I, 0.43, 0.33, 0.1, 0.449, 0.254, 0.0825, 0.097, negative
M, 0.49, 0.355, 0.155, 0.981, 0.465, 0.2015, 0.2505, negative
F, 0.505, 0.38, 0.13, 0.693, 0.391, 0.1195, 0.1515, negative
M, 0.555, 0.405, 0.19, 1.406, 0.6115, 0.342, 0.389, negative
M, 0.595, 0.485, 0.15, 1.0835, 0.5305, 0.231, 0.276, negative
M, 0.61, 0.485, 0.17, 1.281, 0.597, 0.3035, 0.33, negative
M, 0.64, 0.495, 0.165, 1.307, 0.678, 0.292, 0.266, negative
F, 0.75, 0.615, 0.205, 2.2635, 0.821, 0.423, 0.726, negative
I, 0.375, 0.26, 0.08, 0.2075, 0.09, 0.0415, 0.07, negative
I, 0.375, 0.285, 0.09, 0.237, 0.106, 0.0395, 0.08, negative
I, 0.39, 0.3, 0.1, 0.2665, 0.1105, 0.059, 0.084, negative
I, 0.395, 0.3, 0.09, 0.253, 0.1155, 0.05, 0.075, negative
I, 0.5, 0.38, 0.135, 0.5285, 0.226, 0.123, 0.209, negative
I, 0.52, 0.41, 0.14, 0.6625, 0.2775, 0.1555, 0.196, negative
M, 0.54, 0.42, 0.19, 0.6855, 0.293, 0.163, 0.38, negative
M, 0.57, 0.45, 0.145, 0.95, 0.4005, 0.2235, 0.2845, negative
M, 0.595, 0.48, 0.14, 0.9125, 0.4095, 0.1825, 0.289, negative
I, 0.62, 0.475, 0.16, 0.907, 0.371, 0.167, 0.3075, negative
F, 0.64, 0.485, 0.145, 1.1335, 0.5525, 0.2505, 0.3015, negative
M, 0.675, 0.52, 0.145, 1.3645, 0.557, 0.3405, 0.385, negative
F, 0.52, 0.43, 0.15, 0.728, 0.302, 0.1575, 0.235, negative
M, 0.53, 0.415, 0.12, 0.706, 0.3355, 0.1635, 0.1345, negative
M, 0.545, 0.435, 0.145, 0.9385, 0.3685, 0.1245, 0.345, negative
I, 0.425, 0.325, 0.105, 0.3975, 0.1815, 0.081, 0.1175, negative
I, 0.44, 0.34, 0.12, 0.4995, 0.2965, 0.0945, 0.1185, negative
M, 0.51, 0.415, 0.145, 0.751, 0.3295, 0.1835, 0.203, negative
M, 0.585, 0.46, 0.15, 1.206, 0.581, 0.216, 0.323, negative
M, 0.46, 0.36, 0.125, 0.547, 0.2165, 0.1105, 0.19, negative
M, 0.55, 0.425, 0.16, 0.97, 0.2885, 0.139, 0.48, negative
I, 0.2, 0.15, 0.04, 0.046, 0.021, 0.0070, 0.0065, negative
F, 0.655, 0.505, 0.165, 1.367, 0.5835, 0.3515, 0.396, negative
F, 0.665, 0.5, 0.175, 1.742, 0.595, 0.3025, 0.725, negative
M, 0.535, 0.44, 0.165, 0.875, 0.279, 0.18, 0.3, negative
F, 0.525, 0.405, 0.115, 0.72, 0.3105, 0.1915, 0.2, negative
F, 0.545, 0.405, 0.175, 0.98, 0.2585, 0.207, 0.38, negative
I, 0.325, 0.245, 0.075, 0.1495, 0.0605, 0.033, 0.045, negative
